participant,age,trial_index,stimulus,response
102,30,8,fraud,sneaky-theft
102,30,9,horror,atrocity
102,30,10,example,likeness
102,30,11,stroke,pet
102,30,12,angle,corner
102,30,13,access,entry
102,30,14,talent,skills
102,30,15,venture,journey
102,30,16,voyage,journey
102,30,17,fantasy,make-believe
102,30,18,dream,fantasy
102,30,19,oxygen,air
102,30,20,laboratory,science-room
102,30,21,cut,snip
102,30,22,festival,mudfest
102,30,23,plastic,fake
102,30,24,battle,war
102,30,25,cry,sob
102,30,26,joke,humourstory
102,30,27,commitment,promise
102,30,28,countryside,greencity
102,30,29,era,time
102,30,30,conception,start
102,30,31,explosion,bang
102,30,32,prisoner,incarcerated
102,30,33,inconvenience,hassle
102,30,34,actress,acther
102,30,35,music,tune
102,30,36,secret,tryst
102,30,37,warrant,permission
102,30,38,sadness,grief
102,30,39,gambling,chancing
102,30,40,prosecutor,accusor
102,30,41,regard,thought
102,30,42,compassion,love
102,30,43,midnight,dusk
102,30,44,answer,conclusion
102,30,45,depot,hub
102,30,46,terrorist,maniac
102,30,47,disaster,atrocity
102,30,48,reputation,beliefs
103,57,1,sunshine,fireyskyball
103,57,2,platinum,expensmetal
103,57,3,flight,airborne
103,57,4,rumor,gossip
103,57,5,village,townette
103,57,6,warning,caution
103,57,7,fear,afraid
103,57,8,liability,burden
103,57,9,obstacle,hazard
103,57,10,curse,swear
103,57,11,precedent,prominence
103,57,12,criminal,wrongdoer
103,57,13,mineral,not-animalvegetable
103,57,14,criticism,constructiveblame
103,57,15,thief,stealerperson
103,57,16,cloth,fabric
103,57,17,ability,competent
103,57,18,violence,brutalism
103,57,19,experiment,testing
103,57,20,mystery,intrigue
103,57,21,reference,formal-information
103,57,22,accountant,sums-person
103,57,23,regime,structure
103,57,24,community,friendly-cooperative
103,57,25,heaven,paradise
103,57,26,draft,roughworking
103,57,27,survival,get-through
103,57,28,dark,not-light
103,57,29,glow,warmth
103,57,30,loan,borrowing
103,57,31,decline,no
103,57,32,association,connection
103,57,33,script,writtenwords
103,57,34,fuel,petrol
103,57,35,correspondence,written-letters
103,57,36,reach,grope
103,57,37,understanding,agreement
103,57,38,middle,centre
103,57,39,deposition,formal
103,57,40,illusion,smokeandmirrors
103,57,41,assumption,presumption
103,57,42,competition,onlyonewinner
103,57,43,reunion,gettogether
103,57,44,globe,world
103,57,45,union,merge
103,57,46,evolution,darwin
103,57,47,pride,selfimpressed
103,57,48,serial,not-parallel
104,20,1,mix,spinnyingredients
104,20,2,stretch,elongate
104,20,3,accent,dialect
104,20,4,counsel,advise
104,20,5,method,modus
104,20,6,democracy,votietimes
104,20,7,sympathy,empathybutadjacent
104,20,8,basis,foundation
104,20,9,promotion,oneitemsale
104,20,10,electronics,zippyzaps
104,20,11,inventor,creator
104,20,12,pregnancy,parasitegrowing
104,20,13,acid,burnysauce
104,20,14,conservative,modest
104,20,15,colony,landgrab
104,20,16,pie,nontart
104,20,17,transcript,writyspeech
104,20,18,storm,bigwoosh
104,20,19,hurricane,spinnywhoosh
104,20,20,cancer,starcrab
104,20,21,desire,lustcraving
104,20,22,maintenance,upkeep
104,20,23,limb,appendage
104,20,24,size,largeness
104,20,25,assignment,task
104,20,26,decision,choice
104,20,27,sword,yeoldeblade
104,20,28,hunger,famished
104,20,29,economics,notstocks
104,20,30,label,stickydescription
104,20,31,politics,rulerrace
104,20,32,opponent,enemy
104,20,33,destiny,fate
104,20,34,miracle,realityhack
104,20,35,abuse,assault
104,20,36,victim,crimed
104,20,37,pain,hurt
104,20,38,genius,smartypants
104,20,39,charm,charisma
104,20,40,passion,loveheat
104,20,41,assassination,sneakybyebye
104,20,42,hunting,taxidermyprep
104,20,43,breast,milkers
104,20,44,policeman,malecop
104,20,45,guilt,carelesswhisper
104,20,46,storm,bigwhoosh
104,20,47,operation,surgery
104,20,48,shame,blame
105,21,1,department,largestore
105,21,2,color,rainbow
105,21,3,series,tv-season
105,21,4,shot,gun-bang
105,21,5,curiosity,killed-the-cat
105,21,6,photograph,picture
105,21,7,fix,mend
105,21,8,win,succeed
105,21,9,plantation,gardens
105,21,10,beast,monster
105,21,11,atmosphere,environment
105,21,12,toilet,loo
105,21,13,tissue,hanky
105,21,14,diabetes,blood-sugar-illness
105,21,15,attorney,lawyer
105,21,16,item,thing
105,21,17,penny,pence
105,21,18,friendship,relationship
105,21,19,discretion,integrity
105,21,20,weekend,saturday-and-sunday
105,21,21,supply,provide
105,21,22,air,oxygen
105,21,23,billion,hundred-million
105,21,24,revenge,get-own-back
105,21,25,compliment,praise
105,21,26,steam,vapour
105,21,27,tobacco,cigarette
105,21,28,republican,trump
105,21,29,homeland,security
105,21,30,spell,magic
105,21,31,value,worth
105,21,32,dance,boogie
105,21,33,click,snap
105,21,34,norm,usual
105,21,35,advertising,promoting
105,21,36,loss,death
105,21,37,conspiracy,plot
105,21,38,celebration,party
105,21,39,message,letter
105,21,40,war,fight
105,21,41,riot,anarchy
105,21,42,determination,grit
105,21,43,impulse,spontaneous
105,21,44,score,goal
105,21,45,sentiment,meaning
105,21,46,cruelty,mean
105,21,47,repair,fix
105,21,48,ruler,leader
106,25,1,suicide,killself
106,25,2,sea,ocean
106,25,3,terror,fear
106,25,4,laughter,giggling
106,25,5,database,info-table
106,25,6,trick,deceive
106,25,7,county,constituency
106,25,8,recipe,cooking-instructions
106,25,9,error,mistake
106,25,10,scent,smell
106,25,11,expertise,focused-knowledge
106,25,12,philosopher,theorist
106,25,13,treasure,riches
106,25,14,innocence,naivety
106,25,15,orientation,locational-awareness
106,25,16,darkness,nightime
106,25,17,input,type-in
106,25,18,pension,elderly-pot
106,25,19,sense,feeling
106,25,20,cartoon,animation
106,25,21,intention,purpose
106,25,22,chaos,confusion
106,25,23,notion,idea
106,25,24,pause,momentarily-stop
106,25,25,trench,ditch
106,25,26,victory,win
106,25,27,fortune,wealth
106,25,28,region,geographical-area
106,25,29,merit,quality
106,25,30,effect,consequence
106,25,31,assistant,helper
106,25,32,honesty,truthfulness
106,25,33,crisis,disaster
106,25,34,payment,deposit
106,25,35,cake,baked-sponge
106,25,36,definition,clarity
106,25,37,drain,pipe
106,25,38,spectrum,continuum
106,25,39,welfare,health
106,25,40,defense,protect
106,25,41,force,strength
106,25,42,romance,love-story
106,25,43,battalion,regiment
106,25,44,charity,donate
106,25,45,mining,quarry
106,25,46,lecture,speech
106,25,47,assessment,exam
106,25,48,assurance,guarantee
107,57,1,tobacco,smokesubstance
107,57,2,photograph,developpic
107,57,3,beast,brute
107,57,4,plantation,bananaland
107,57,5,riot,bigfight
107,57,6,atmosphere,air
107,57,7,color,rainbow
107,57,8,tissue,hankie
107,57,9,shot,bulletted
107,57,10,dance,jigging
107,57,11,sentiment,feelings
107,57,12,steam,hotair
107,57,13,revenge,punishment
107,57,14,compliment,baconeggs
107,57,15,curiosity,sifty
107,57,16,attorney,ussolicitor
107,57,17,penny,pence
107,57,18,discretion,tact
107,57,19,toilet,lav
107,57,20,friendship,pals
107,57,21,weekend,workfreedom
107,57,22,message,shops
107,57,23,impulse,buynow
107,57,24,series,tvshows
107,57,25,conspiracy,aliens
107,57,26,air,breathein
107,57,27,spell,wichesrecipe
107,57,28,score,ballinnet
107,57,29,determination,grit
107,57,30,homeland,scotland
107,57,31,advertising,showingtosell
107,57,32,repair,fix
107,57,33,war,putin
107,57,34,supply,give
107,57,35,republican,trump
107,57,36,win,yesssss
107,57,37,department,leavethisplace
107,57,38,cruelty,meanly
107,57,39,celebration,partyyyyyyy
107,57,40,ruler,measuringstick
107,57,41,diabetes,insulindependent
107,57,42,click,sealick
107,57,43,billion,millionssssssss
107,57,44,value,cheap
107,57,45,norm,usual
107,57,46,item,thing
107,57,47,loss,death
107,57,48,fix,repair
108,42,1,republican,magasupporter
108,42,2,dance,musicmovement
108,42,3,penny,onepee
108,42,4,diabetes,bloodsugar
108,42,5,item,thing
108,42,6,cruelty,meanness
108,42,7,impulse,spontaneity
108,42,8,click,tap
108,42,9,ruler,leader
108,42,10,homeland,originplace
108,42,11,steam,watersmoke
108,42,12,beast,monster
108,42,13,photograph,image
108,42,14,celebration,party
108,42,15,revenge,comeuppance
108,42,16,conspiracy,secrecy
108,42,17,loss,gone
108,42,18,series,sequence
108,42,19,spell,magicpoem
108,42,20,supply,provide
108,42,21,billion,thousandmillion
108,42,22,sentiment,nostalgia
108,42,23,weekend,restdays
108,42,24,toilet,loo
108,42,25,tissue,personalpaper
108,42,26,value,worth
108,42,27,fix,mend
108,42,28,compliment,sweettalk
108,42,29,advertising,sellingtalk
108,42,30,tobacco,smokerstuff
108,42,31,discretion,privacy
108,42,32,war,fighting
108,42,33,atmosphere,environment
108,42,34,message,memo
108,42,35,attorney,lawyer
108,42,36,norm,usual
108,42,37,color,notwhite
108,42,38,air,breathingstuff
108,42,39,shot,chance
108,42,40,win,gain
108,42,41,department,section
108,42,42,determination,resilience
108,42,43,score,result
108,42,44,curiosity,nosiness
108,42,45,repair,mend
108,42,46,riot,loot
108,42,47,friendship,pallyness
108,42,48,plantation,farm
109,41,1,obstacle,barrier
109,41,2,precedent,original
109,41,3,reference,example
109,41,4,union,join
109,41,5,platinum,cheaper-metal
109,41,6,accountant,book-keeper
109,41,7,experiment,lab-research
109,41,8,fuel,energy
109,41,9,criminal,burglar
109,41,10,correspondence,letter
109,41,11,mineral,rock-component
109,41,12,assumption,guess
109,41,13,loan,borrow
109,41,14,understanding,comprehension
109,41,15,competition,prize-challenge
109,41,16,script,playdialogue
109,41,17,rumor,gossip
109,41,18,village,hamlet
109,41,19,glow,lamplight
109,41,20,ability,competence
109,41,21,evolution,natural-selection
109,41,22,regime,state
109,41,23,middle,centre
109,41,24,liability,risk
109,41,25,curse,spell
109,41,26,reach,stretch
109,41,27,reunion,re-finding
109,41,28,draft,first-version
109,41,29,flight,arialmovement
109,41,30,serial,repeated
109,41,31,fear,anti-hope
109,41,32,deposition,legal-statement
109,41,33,cloth,material
109,41,34,thief,burglar
109,41,35,globe,spherical-atlas
109,41,36,pride,lion-family
109,41,37,violence,physical-anger
109,41,38,heaven,angel-clouds
109,41,39,dark,anti-light
109,41,40,association,linked
109,41,41,community,people
109,41,42,illusion,magic
109,41,43,criticism,negative-input
109,41,44,sunshine,light-beam
109,41,45,survival,living
109,41,46,decline,refuse
109,41,47,mystery,who-done-it
109,41,48,warning,red-flag
110,22,1,attraction,love
110,22,2,murder,kill
110,22,3,excitement,super-happy
110,22,4,gateway,entrance
110,22,5,slave,not-freeman
110,22,6,stone,big-rock
110,22,7,quarter,fourth-of-one-hundred
110,22,8,holiday,vacation
110,22,9,noon,twelve-o-clock
110,22,10,dialogue,speaking
110,22,11,expression,feelings
110,22,12,insurance,get-for-health
110,22,13,submarine,water-airplain
110,22,14,aggression,angry
110,22,15,argument,disagreement
110,22,16,journey,trip
110,22,17,cheer,scream-n-shout
110,22,18,investigation,murder-search
110,22,19,temptation,sinner-downfall
110,22,20,cargo,goods
110,22,21,feeling,expressions
110,22,22,role,job
110,22,23,slavery,men-in-chains
110,22,24,truth,lie
110,22,25,wit,idiot-lacking
110,22,26,printing,writing
110,22,27,puppet,handmuppet
110,22,28,total,all-encompassing
110,22,29,mention,at-ed
110,22,30,state,condition
110,22,31,shortage,lacking
110,22,32,hatred,not-love
110,22,33,meantime,currently
110,22,34,violation,broken-law
110,22,35,frustration,less-bad-anger
110,22,36,leadership,control-taking
110,22,37,lottery,slots
110,22,38,instruction,tasks
110,22,39,entertainment,movies
110,22,40,nose,sniffer
110,22,41,boyfriend,not-girlfriend
110,22,42,perfection,ideal
110,22,43,collapse,falling
110,22,44,employment,job-having
110,22,45,freezing,not-boiling
110,22,46,author,book-writer
110,22,47,grief,post-death
110,22,48,receipt,transaction
111,49,1,prisoner,inmate
111,49,2,example,comparison
111,49,3,angle,obtuse
111,49,4,fantasy,island
111,49,5,era,bygone
111,49,6,poem,larkin
111,49,7,fraud,phoney
111,49,8,disaster,wrongful
111,49,9,compassion,empathy
111,49,10,explosion,bang
111,49,11,cut,scissors
111,49,12,evaluation,check
111,49,13,depot,warehouse
111,49,14,gambling,betting
111,49,15,joke,funny
111,49,16,secret,victoria
111,49,17,access,allow
111,49,18,actress,actor
111,49,19,earth,world
111,49,20,inconvenience,time
111,49,21,plastic,recycling
111,49,22,dream,sleeping
111,49,23,festival,bestival
111,49,24,talent,expert
111,49,25,prosecutor,fiscal
111,49,26,midnight,black
111,49,27,cry,tears
111,49,28,warrant,arrest
111,49,29,countryside,fields
111,49,30,laboratory,testing
111,49,31,rain,shower
111,49,32,reputation,belief
111,49,33,music,sound
111,49,34,answer,give
111,49,35,interview,test
111,49,36,commitment,commited
111,49,37,venture,game
111,49,38,conception,idea
111,49,39,regard,like
111,49,40,oxygen,breath
111,49,41,layout,size
111,49,42,voyage,holiday
111,49,43,stroke,touch
111,49,44,corps,military
111,49,45,battle,war
111,49,46,horror,war
111,49,47,sadness,unhappy
111,49,48,terrorist,shooter
112,35,1,warning,caution
112,35,2,cloth,fabric
112,35,3,assumption,guess
112,35,4,heaven,nirvana
112,35,5,middle,centre
112,35,6,mineral,vitamin
112,35,7,fuel,gas
112,35,8,criticism,judgment
112,35,9,evolution,development
112,35,10,globe,sphere
112,35,11,association,known
112,35,12,reference,mention
112,35,13,experiment,attempt
112,35,14,liability,risky
112,35,15,dark,nolight
112,35,16,curse,hex
112,35,17,ability,ableness
112,35,18,platinum,blondemetal
112,35,19,thief,stealer
112,35,20,fear,scared
112,35,21,reach,stretchfor
112,35,22,sunshine,worldslight
112,35,23,criminal,lawbreaker
112,35,24,mystery,unknown
112,35,25,competition,rivalry
112,35,26,illusion,magic
112,35,27,rumor,gossip
112,35,28,accountant,bookeeper
112,35,29,script,showwords
112,35,30,obstacle,hurdlw
112,35,31,pride,groupoflions
112,35,32,correspondence,letters
112,35,33,flight,soaring
112,35,34,village,smalltown
112,35,35,precedent,example
112,35,36,decline,lessen
112,35,37,understanding,getsit
112,35,38,reunion,rejoin
112,35,39,survival,notdying
112,35,40,serial,showseason
112,35,41,loan,lend
112,35,42,community,peoplegroup
112,35,43,regime,communistrule
112,35,44,deposition,impeachment
112,35,45,violence,fighting
112,35,46,union,marriage
112,35,47,draft,practiseletter
112,35,48,glow,radiate
113,31,1,intention,aim
113,31,2,sea,ocean
113,31,3,fortune,chance
113,31,4,chaos,craziness
113,31,5,innocence,pure
113,31,6,definition,meaning
113,31,7,terror,scared
113,31,8,scent,aroma
113,31,9,romance,lovestro
113,31,10,assurance,positive
113,31,11,database,informationstorage
113,31,12,welfare,care
113,31,13,notion,concept
113,31,14,pause,stopbreak
113,31,15,suicide,unalive
113,31,16,victory,winner
113,31,17,spectrum,widerange
113,31,18,input,enter
113,31,19,cartoon,animation
113,31,20,laughter,jollysounds
113,31,21,pension,oldpeoplemoney
113,31,22,sense,fiveofthem
113,31,23,darkness,unalight
113,31,24,merit,award
113,31,25,crisis,panicmode
113,31,26,effect,reaction
113,31,27,county,residense
113,31,28,treasure,piratesgoal
113,31,29,honesty,truth
113,31,30,lecture,boringspeech
113,31,31,assistant,personalhelp
113,31,32,orientation,personalpreference
113,31,33,error,wrong
113,31,34,payment,spendoption
113,31,35,region,area
113,31,36,charity,donationreciever
113,31,37,cake,yummysnack
113,31,38,battalion,armytroop
113,31,39,expertise,expertknowledge
113,31,40,assessment,knowlegecheck
113,31,41,philosopher,smart
113,31,42,trench,muddyhole
113,31,43,force,push
113,31,44,mining,tunneljob
113,31,45,defense,sheilding
113,31,46,recipe,foodinstructions
113,31,47,drain,watergatherer
113,31,48,trick,ortreat
114,32,1,mineral,watertype
114,32,2,precedent,happened
114,32,3,association,together
114,32,4,fear,scared
114,32,5,reference,mention
114,32,6,middle,centre
114,32,7,illusion,fake
114,32,8,script,story
114,32,9,survival,alive
114,32,10,platinum,goldplus
114,32,11,accountant,bookkeeper
114,32,12,pride,proud
114,32,13,decline,no
114,32,14,thief,robber
114,32,15,evolution,improvement
114,32,16,cloth,rag
114,32,17,liability,worry
114,32,18,glow,light
114,32,19,obstacle,intheway
114,32,20,assumption,guessed
114,32,21,village,mini-town
114,32,22,fuel,petrol
114,32,23,union,together
114,32,24,correspondence,communication
114,32,25,criminal,illegal
114,32,26,loan,borrow
114,32,27,sunshine,sun
114,32,28,criticism,negative
114,32,29,heaven,upper-hell
114,32,30,community,neighbourhood
114,32,31,rumor,gossip
114,32,32,ability,quality
114,32,33,violence,physical
114,32,34,draft,mock
114,32,35,understanding,get
114,32,36,dark,dull
114,32,37,serial,constant
114,32,38,mystery,unknown
114,32,39,experiment,test
114,32,40,regime,government
114,32,41,flight,fly
114,32,42,competition,contest
114,32,43,reach,stretch
114,32,44,reunion,meet
114,32,45,warning,threat
114,32,46,deposition,incorrect
114,32,47,globe,world
114,32,48,curse,ailment
115,33,1,sword,knife
115,33,2,promotion,outdo
115,33,3,accent,voiceways
115,33,4,assignment,homework
115,33,5,label,tag
115,33,6,conservative,politics
115,33,7,limb,leg
115,33,8,storm,weather
115,33,9,opponent,player
115,33,10,destiny,future
115,33,11,miracle,magic
115,33,12,shame,lowhead
115,33,13,acid,bitterliquid
115,33,14,hurricane,whirlwind
115,33,15,transcript,writing
115,33,16,economics,socialscience
115,33,17,inventor,designer
115,33,18,pregnancy,withchild
115,33,19,pie,pastry
115,33,20,mix,stir
115,33,21,guilt,regret
115,33,22,electronics,transistors
115,33,23,democracy,lawmaker
115,33,24,counsel,group
115,33,25,charm,appeal
115,33,26,cancer,disease
115,33,27,abuse,misuse
115,33,28,sympathy,empathy
115,33,29,size,fit
115,33,30,storm,cyclone
115,33,31,genius,brilliance
115,33,32,victim,casualty
115,33,33,operation,action
115,33,34,politics,government
115,33,35,breast,bosom
115,33,36,stretch,span
115,33,37,basis,base
115,33,38,method,mode
115,33,39,decision,thinking
115,33,40,policeman,constable
115,33,41,hunger,starving
115,33,42,colony,terriorty
115,33,43,assassination,killer
115,33,44,hunting,poaching
115,33,45,passion,fire
115,33,46,pain,ouch
115,33,47,maintenance,control
115,33,48,desire,want
116,25,1,total,sum
116,25,2,gateway,fencedoorway
116,25,3,argument,fight
116,25,4,aggression,hostility
116,25,5,insurance,moneybackup
116,25,6,perfection,flawlessness
116,25,7,quarter,halfahalf
116,25,8,shortage,scarcity
116,25,9,lottery,moneypool
116,25,10,printing,computertopaper
116,25,11,slavery,chaininghumans
116,25,12,investigation,inspection
116,25,13,puppet,handcreature
116,25,14,entertainment,funmedia
116,25,15,excitement,happyenergy
116,25,16,boyfriend,manpartner
116,25,17,holiday,vacation
116,25,18,expression,phrase
116,25,19,hatred,loathing
116,25,20,grief,despair
116,25,21,journey,travelroute
116,25,22,cheer,jollity
116,25,23,slave,ownedhuman
116,25,24,wit,shrewdness
116,25,25,truth,notfalsehood
116,25,26,nose,faceprotrusion
116,25,27,mention,note
116,25,28,employment,job
116,25,29,leadership,managerboat
116,25,30,violation,infringement
116,25,31,attraction,allure
116,25,32,role,job
116,25,33,cargo,shipbooty
116,25,34,freezing,icemaking
116,25,35,feeling,emotioning
116,25,36,receipt,purchaseproof
116,25,37,submarine,underwaterboat
116,25,38,collapse,breakdown
116,25,39,stone,rock
116,25,40,temptation,seduction
116,25,41,noon,midday
116,25,42,meantime,nastyclock
116,25,43,author,writer
116,25,44,instruction,tutelage
116,25,45,frustration,annoyance
116,25,46,state,country
116,25,47,murder,killing
116,25,48,dialogue,discussion
117,49,1,freezing,icey
117,49,2,violation,abuse
117,49,3,slave,workhorse
117,49,4,journey,travelonward
117,49,5,grief,deathloss
117,49,6,investigation,question
117,49,7,quarter,halfofhalf
117,49,8,aggression,anger
117,49,9,perfection,thebest
117,49,10,employment,paidtowork
117,49,11,holiday,vacation
117,49,12,insurance,paidprotection
117,49,13,meantime,selfishtime
117,49,14,temptation,alluring
117,49,15,attraction,drawntowards
117,49,16,murder,killer
117,49,17,collapse,breakdown
117,49,18,truth,honesty
117,49,19,printing,copyonform
117,49,20,expression,creative
117,49,21,entertainment,feelgoodwatching
117,49,22,slavery,abusivelabour
117,49,23,lottery,paytowin
117,49,24,nose,breathingbodypart
117,49,25,argument,verbalfight
117,49,26,excitement,happyanticipation
117,49,27,leadership,headofgroup
117,49,28,boyfriend,romanticpartner
117,49,29,shortage,runninglow
117,49,30,cheer,happy
117,49,31,mention,tell
117,49,32,cargo,freight
117,49,33,total,all
117,49,34,wit,humour
117,49,35,hatred,dislike
117,49,36,receipt,paidbill
117,49,37,author,writer
117,49,38,frustration,defeat
117,49,39,dialogue,features
117,49,40,gateway,entryway
117,49,41,instruction,directtoorder
117,49,42,submarine,underwatership
117,49,43,feeling,sensation
117,49,44,puppet,doll
117,49,45,stone,rock
117,49,46,role,part
117,49,47,noon,lunchtime
117,49,48,state,condition
118,22,1,supply,demand
118,22,2,score,goal
118,22,3,steam,vapour
118,22,4,friendship,besties
118,22,5,repair,fix
118,22,6,republican,friendly
118,22,7,penny,pound
118,22,8,tobacco,cigarette
118,22,9,series,multiple
118,22,10,color,shade
118,22,11,toilet,urinal
118,22,12,loss,grieve
118,22,13,photograph,camera
118,22,14,cruelty,rude
118,22,15,billion,trillion
118,22,16,message,text
118,22,17,plantation,slave
118,22,18,advertising,marketing
118,22,19,department,category
118,22,20,norm,ab
118,22,21,ruler,dictator
118,22,22,item,utility
118,22,23,diabetes,sugar
118,22,24,impulse,twitch
118,22,25,weekend,sleep
118,22,26,celebration,party
118,22,27,attorney,lawyer
118,22,28,determination,strive
118,22,29,atmosphere,crowd
118,22,30,homeland,america
118,22,31,shot,gun
118,22,32,win,lose
118,22,33,war,fight
118,22,34,value,money
118,22,35,click,press
118,22,36,discretion,secret
118,22,37,revenge,fight
118,22,38,dance,moves
118,22,39,compliment,blush
118,22,40,air,wind
118,22,41,sentiment,value
118,22,42,riot,police
118,22,43,conspiracy,theory
118,22,44,beast,man
118,22,45,fix,plumber
118,22,46,spell,cast
118,22,47,curiosity,cat
118,22,48,tissue,blow
119,36,1,criminal,lawbreaker
119,36,2,sunshine,yellowskycircle
119,36,3,illusion,fakeimage
119,36,4,understanding,compassionate
119,36,5,correspondence,communication
119,36,6,thief,stealingperson
119,36,7,assumption,presume
119,36,8,loan,borrowmoney
119,36,9,experiment,guesstest
119,36,10,village,smalltown
119,36,11,criticism,underfire
119,36,12,mystery,notaclue
119,36,13,globe,roundworld
119,36,14,accountant,moneyfigureman
119,36,15,obstacle,intheway
119,36,16,ability,candoit
119,36,17,cloth,cleaningmaterial
119,36,18,platinum,expensivegold
119,36,19,precedent,earlystandard
119,36,20,competition,aimtowin
119,36,21,fuel,gogojuice
119,36,22,script,playwords
119,36,23,deposition,kingstepdown
119,36,24,fear,scared
119,36,25,dark,notlight
119,36,26,regime,rigidroutine
119,36,27,reference,cvoldjob
119,36,28,survival,notdying
119,36,29,reunion,oldgettogether
119,36,30,mineral,vitaminsand
119,36,31,flight,planemoving
119,36,32,union,jackflag
119,36,33,violence,badfighting
119,36,34,liability,onyourshoulders
119,36,35,reach,highstretch
119,36,36,heaven,nothell
119,36,37,glow,brightstick
119,36,38,evolution,monkeytohuman
119,36,39,warning,dangersign
119,36,40,decline,notdoingit
119,36,41,curse,badspell
119,36,42,association,likento
119,36,43,draft,coldbreeze
119,36,44,rumor,chinesewhispers
119,36,45,community,neighbourhoodfriends
119,36,46,pride,gayevent
119,36,47,middle,neitheroutsidenorinside
119,36,48,serial,repeatkiller
120,32,1,union,joining
120,32,2,warning,alert
120,32,3,glow,fluorescence
120,32,4,precedent,priorcase
120,32,5,loan,lend
120,32,6,cloth,fabric
120,32,7,liability,risk
120,32,8,community,citizens
120,32,9,obstacle,barrier
120,32,10,survival,stayalive
120,32,11,correspondence,letter
120,32,12,association,commonorganisation
120,32,13,assumption,informedguess
120,32,14,deposition,testimony
120,32,15,rumor,gossip
120,32,16,experiment,test
120,32,17,pride,ego
120,32,18,village,hamlet
120,32,19,draft,breeze
120,32,20,dark,nolight
120,32,21,sunshine,sstarlight
120,32,22,curse,swear
120,32,23,middle,median
120,32,24,violence,war
120,32,25,flight,soar
120,32,26,globe,sphere
120,32,27,understanding,knowlege
120,32,28,criminal,felon
120,32,29,accountant,auditor
120,32,30,decline,sayno
120,32,31,illusion,hallucination
120,32,32,regime,programme
120,32,33,heaven,afterlife
120,32,34,reach,lengthofarm
120,32,35,reunion,meetup
120,32,36,thief,felon
120,32,37,fuel,petrol
120,32,38,competition,race
120,32,39,fear,terror
120,32,40,reference,alludeto
120,32,41,mystery,unexplained
120,32,42,platinum,pt
120,32,43,criticism,findfault
120,32,44,ability,skill
120,32,45,evolution,mutateovertime
120,32,46,serial,series
120,32,47,script,playwords
120,32,48,mineral,rock
121,61,1,investigation,findingout
121,61,2,boyfriend,malepartner
121,61,3,shortage,scarceage
121,61,4,quarter,fourth
121,61,5,perfection,ultimate
121,61,6,excitement,thrilled
121,61,7,noon,midday
121,61,8,feeling,touch
121,61,9,submarine,underwatership
121,61,10,receipt,bill
121,61,11,total,sum
121,61,12,dialogue,language
121,61,13,employment,work
121,61,14,journey,travel
121,61,15,temptation,irresistable
121,61,16,wit,humour
121,61,17,frustration,uptight
121,61,18,hatred,abhorrence
121,61,19,holiday,vacation
121,61,20,violation,encroachment
121,61,21,slave,workhorse
121,61,22,expression,portrayal
121,61,23,stone,pebble
121,61,24,argument,disagreement
121,61,25,instruction,manual
121,61,26,cargo,luggage
121,61,27,slavery,prisoner
121,61,28,attraction,drawn
121,61,29,meantime,erstwhile
121,61,30,nose,snozzle
121,61,31,murder,homicide
121,61,32,state,say
121,61,33,aggression,bullies
121,61,34,author,writer
121,61,35,truth,honesty
121,61,36,gateway,entrance
121,61,37,collapse,falldown
121,61,38,role,title
121,61,39,entertainment,performance
121,61,40,cheer,applaud
121,61,41,grief,sadness
121,61,42,lottery,chance
121,61,43,printing,typewriting
121,61,44,puppet,marionette
121,61,45,mention,quote
121,61,46,leadership,boss
121,61,47,insurance,justincase
121,61,48,freezing,petrifying
122,36,1,appreciation,thankfulness
122,36,2,minimum,lowest
122,36,3,extreme,verymost
122,36,4,land,notsea
122,36,5,obsession,interestmost
122,36,6,epic,saga
122,36,7,seizure,convulsion
122,36,8,reaction,response
122,36,9,strength,fortitude
122,36,10,audience,onlookers
122,36,11,smoke,firesteam
122,36,12,debt,arrears
122,36,13,email,eletters
122,36,14,scout,explorer
122,36,15,intent,plan
122,36,16,photographer,picturesnapper
122,36,17,philosophy,ideology
122,36,18,outlook,viewpoint
122,36,19,tomb,mausoleum
122,36,20,commission,compensation
122,36,21,principle,value
122,36,22,skill,ability
122,36,23,gold,au
122,36,24,concentration,focussing
122,36,25,program,schedule
122,36,26,id,psyche
122,36,27,vacation,holiday
122,36,28,creation,production
122,36,29,snack,inter-meal
122,36,30,programming,coding
122,36,31,pattern,design
122,36,32,article,newspiece
122,36,33,quote,citation
122,36,34,discipline,teaching
122,36,35,rally,protest
122,36,36,gram,anti-ounce
122,36,37,type,e-write
122,36,38,insert,input
122,36,39,plot,plan
122,36,40,river,super-stream
122,36,41,management,bosses
122,36,42,leap,super-jump
122,36,43,smell,odour
122,36,44,closure,resolution
122,36,45,language,dialect
122,36,46,category,subsection
122,36,47,application,app
122,36,48,encounter,meeting
123,30,1,syndrome,diease
123,30,2,loyalty,trust
123,30,3,forum,areana
123,30,4,seminar,talk
123,30,5,parliament,government
123,30,6,process,how
123,30,7,practice,try
123,30,8,graduation,complete
123,30,9,mistake,error
123,30,10,gravity,weight
123,30,11,length,long
123,30,12,communication,talk
123,30,13,military,army
123,30,14,skull,head
123,30,15,album,cd
123,30,16,nature,outside
123,30,17,scenario,act
123,30,18,south,direction
123,30,19,detail,parts
123,30,20,symbol,icon
123,30,21,gaming,playing
123,30,22,coal,fuel
123,30,23,analyst,examine
