condition;ID;gender;age;text;text2;type;resp
1;31;femmina;27;statua;audace;trackpad;audace
1;31;femmina;27;vetro;giustizia;trackpad;giustizia
1;31;femmina;27;leggenda;scala;trackpad;leggenda
1;31;femmina;27;idiota;scimmia;trackpad;idiota
1;31;femmina;27;burro;tenero;trackpad;tenero
1;31;femmina;27;magnifico;zanzara;trackpad;magnifico
1;31;femmina;27;prete;devoto;trackpad;devoto
1;31;femmina;27;causa;stomaco;trackpad;causa
1;31;femmina;27;poltrona;fiducia;trackpad;fiducia
1;31;femmina;27;meraviglia;cornice;trackpad;meraviglia
1;31;femmina;27;cavallo;arte;trackpad;arte
1;31;femmina;27;facile;morbido;trackpad;facile
1;31;femmina;27;prestigio;lusso;trackpad;prestigio
1;31;femmina;27;avventura;vacanza;trackpad;avventura
1;31;femmina;27;corrotto;gonna;trackpad;corrotto
1;31;femmina;27;assediato;ferito;trackpad;assediato
1;31;femmina;27;guarire;ospedale;trackpad;guarire
1;31;femmina;27;lussuria;prateria;trackpad;lussuria
1;31;femmina;27;farfalla;fantasia;trackpad;fantasia
1;31;femmina;27;deforme;tronco;trackpad;deforme
1;31;femmina;27;bocca;riverente;trackpad;riverente
1;31;femmina;27;attico;modesto;trackpad;modesto
1;31;femmina;27;umano;morale;trackpad;morale
1;31;femmina;27;bicicletta;passione;trackpad;passione
1;31;femmina;27;maglia;vincere;trackpad;vincere
1;31;femmina;27;puzza;stufa;trackpad;puzza
1;31;femmina;27;elegante;felpa;trackpad;elegante
1;31;femmina;27;rasoio;stritolare;trackpad;stritolare
1;31;femmina;27;ulivo;ambizione;trackpad;ambizione
1;31;femmina;27;insolente;vasca;trackpad;insolente
2;32;femmina;22;annoiato;mestolo;trackpad;mestolo
2;32;femmina;22;prete;devoto;trackpad;prete
2;32;femmina;22;facile;morbido;trackpad;morbido
2;32;femmina;22;poesia;penna;trackpad;penna
2;32;femmina;22;deforme;tronco;trackpad;tronco
2;32;femmina;22;lavare;attivare;trackpad;lavare
2;32;femmina;22;bocca;riverente;trackpad;bocca
2;32;femmina;22;frigido;forcina;trackpad;forcina
2;32;femmina;22;fastidio;naso;trackpad;naso
2;32;femmina;22;cappello;rovente;trackpad;cappello
2;32;femmina;22;rosso;bicchiere;trackpad;bicchiere
2;32;femmina;22;finestra;triste;trackpad;finestra
2;32;femmina;22;evidente;serbatoio;trackpad;serbatoio
2;32;femmina;22;giocattolo;insipido;trackpad;giocattolo
2;32;femmina;22;tromba;potenza;trackpad;tromba
2;32;femmina;22;giardino;salute;trackpad;giardino
2;32;femmina;22;buio;balcone;trackpad;balcone
2;32;femmina;22;musica;violino;trackpad;violino
2;32;femmina;22;caramella;melodia;trackpad;caramella
2;32;femmina;22;corrotto;gonna;trackpad;gonna
2;32;femmina;22;insolente;vasca;trackpad;vasca
2;32;femmina;22;abito;solenne;trackpad;abito
2;32;femmina;22;idiota;scimmia;trackpad;scimmia
2;32;femmina;22;sfera;fase;trackpad;sfera
2;32;femmina;22;bicicletta;passione;trackpad;bicicletta
2;32;femmina;22;disprezzo;sorriso;trackpad;sorriso
2;32;femmina;22;gomito;astio;trackpad;gomito
2;32;femmina;22;pianta;saggio;trackpad;pianta
2;32;femmina;22;pentola;mente;trackpad;pentola
2;32;femmina;22;laureato;dio;trackpad;laureato
2;32;femmina;22;onore;vino;trackpad;vino
2;32;femmina;22;guarire;ospedale;trackpad;ospedale
2;32;femmina;22;rasoio;stritolare;trackpad;rasoio
2;32;femmina;22;paralisi;sedia;trackpad;sedia
2;32;femmina;22;camera;cortesia;trackpad;camera
2;32;femmina;22;tavolo;pressione;trackpad;tavolo
2;32;femmina;22;montagna;codardo;trackpad;montagna
2;32;femmina;22;miracolo;applauso;trackpad;applauso
2;32;femmina;22;gatto;spaventato;trackpad;gatto
2;32;femmina;22;attico;modesto;trackpad;attico
2;32;femmina;22;vittoria;ombrello;trackpad;ombrello
2;32;femmina;22;incidente;colpa;trackpad;incidente
2;32;femmina;22;immorale;attrezzo;trackpad;attrezzo
2;32;femmina;22;puzza;stufa;trackpad;stufa
2;32;femmina;22;eccellenza;diamante;trackpad;diamante
2;32;femmina;22;prestigio;lusso;trackpad;lusso
2;32;femmina;22;dentista;fiducioso;trackpad;dentista
2;32;femmina;22;occhio;inganno;trackpad;occhio
2;32;femmina;22;avventura;vacanza;trackpad;vacanza
2;32;femmina;22;gattino;dettaglio;trackpad;gattino
2;32;femmina;22;asilo;motivo;trackpad;asilo
2;32;femmina;22;infedele;sposa;trackpad;sposa
2;32;femmina;22;mobilita;gomma;trackpad;gomma
2;32;femmina;22;intimo;mistico;trackpad;intimo
2;32;femmina;22;grato;abbraccio;trackpad;abbraccio
2;32;femmina;22;lenire;ferite;trackpad;ferite
2;32;femmina;22;orecchio;disturbare;trackpad;orecchio
2;32;femmina;22;stanco;divano;trackpad;divano
2;32;femmina;22;atletica;scarpa;trackpad;scarpa
2;32;femmina;22;rancido;insalata;trackpad;insalata
2;32;femmina;22;grave;caviglia;trackpad;caviglia
2;32;femmina;22;elefante;innocente;trackpad;elefante
2;32;femmina;22;cavallo;arte;trackpad;cavallo
2;32;femmina;22;appetitoso;pizza;trackpad;pizza
2;32;femmina;22;paletta;collisione;trackpad;paletta
2;32;femmina;22;piatto;insipido;trackpad;piatto
2;32;femmina;22;scarafaggio;orribile;trackpad;scarafaggio
2;32;femmina;22;causa;stomaco;trackpad;stomaco
2;32;femmina;22;umano;morale;trackpad;umano
2;32;femmina;22;fetido;calza;trackpad;calza
2;32;femmina;22;ostile;nuvoloso;trackpad;nuvoloso
2;32;femmina;22;scrivania;pensieroso;trackpad;scrivania
2;32;femmina;22;elegante;felpa;trackpad;felpa
2;32;femmina;22;infuriato;forchetta;trackpad;forchetta
2;32;femmina;22;crepuscolo;orologio;trackpad;orologio
2;32;femmina;22;poltrona;fiducia;trackpad;poltrona
2;32;femmina;22;ulivo;ambizione;trackpad;ulivo
2;32;femmina;22;sedile;agile;trackpad;sedile
2;32;femmina;22;statua;audace;trackpad;statua
2;32;femmina;22;vetro;giustizia;trackpad;vetro
2;32;femmina;22;veloce;vespa;trackpad;vespa
2;32;femmina;22;assediato;ferito;trackpad;ferito
2;32;femmina;22;burro;tenero;trackpad;burro
2;32;femmina;22;precipizio;orrore;trackpad;precipizio
2;32;femmina;22;aereo;allerta;trackpad;aereo
2;32;femmina;22;lussuria;prateria;trackpad;prateria
2;32;femmina;22;specchio;spirito;trackpad;specchio
2;32;femmina;22;maniaco;ossessione;trackpad;maniaco
2;32;femmina;22;opzione;giacca;trackpad;giacca
2;32;femmina;22;natale;albero;trackpad;albero
2;32;femmina;22;diavolo;prigione;trackpad;prigione
2;32;femmina;22;coltello;demonio;trackpad;coltello
2;32;femmina;22;ricatto;schiaffo;trackpad;schiaffo
2;32;femmina;22;estasi;sughero;trackpad;sughero
2;32;femmina;22;latte;fetore;trackpad;latte
2;32;femmina;22;freddo;cappotto;trackpad;cappotto
2;32;femmina;22;leggenda;scala;trackpad;scala
2;32;femmina;22;magnifico;zanzara;trackpad;zanzara
2;32;femmina;22;dollaro;utile;trackpad;dollaro
2;32;femmina;22;farfalla;fantasia;trackpad;farfalla
2;32;femmina;22;pugnale;fortuito;trackpad;pugnale
2;32;femmina;22;carcere;pena;trackpad;carcere
2;32;femmina;22;cane;cortese;trackpad;cane
2;32;femmina;22;maglia;vincere;trackpad;maglia
2;32;femmina;22;vaso;gloria;trackpad;vaso
2;32;femmina;22;ottimismo;profumo;trackpad;profumo
2;32;femmina;22;ispirato;geranio;trackpad;geranio
2;32;femmina;22;caos;quaderno;trackpad;quaderno
2;32;femmina;22;dormire;paradiso;trackpad;dormire
2;32;femmina;22;intelletto;idrante;trackpad;idrante
2;32;femmina;22;riparato;tenda;trackpad;tenda
2;32;femmina;22;brutale;miele;trackpad;miele
2;32;femmina;22;febbre;pino;trackpad;pino
2;32;femmina;22;mercato;vantaggio;trackpad;mercato
2;32;femmina;22;dono;perspicacia;trackpad;dono
2;32;femmina;22;meraviglia;cornice;trackpad;cornice
2;32;femmina;22;genere;cioccolato;trackpad;cioccolato
2;32;femmina;22;muscoloso;debole;trackpad;muscoloso
2;32;femmina;22;grezzo;barile;trackpad;barile
2;32;femmina;22;libreria;spazio;trackpad;libreria
1;33;F;20;mobilita;gomma;mouse esterno;mobilita
1;33;F;20;caramella;melodia;mouse esterno;melodia
1;33;F;20;ottimismo;profumo;mouse esterno;ottimismo
1;33;F;20;vittoria;ombrello;mouse esterno;vittoria
1;33;F;20;cappello;rovente;mouse esterno;rovente
1;33;F;20;cane;cortese;mouse esterno;cortese
1;33;F;20;mercato;vantaggio;mouse esterno;vantaggio
1;33;F;20;riparato;tenda;mouse esterno;riparato
1;33;F;20;vaso;gloria;mouse esterno;gloria
1;33;F;20;musica;violino;mouse esterno;musica
1;33;F;20;tromba;potenza;mouse esterno;potenza
1;33;F;20;leggenda;scala;mouse esterno;leggenda
1;33;F;20;grezzo;barile;mouse esterno;grezzo
1;33;F;20;disprezzo;sorriso;mouse esterno;disprezzo
1;33;F;20;assediato;ferito;mouse esterno;assediato
1;33;F;20;precipizio;orrore;mouse esterno;precipizio
1;33;F;20;eccellenza;diamante;mouse esterno;diamante
1;33;F;20;laureato;dio;mouse esterno;laureato
1;33;F;20;giocattolo;insipido;mouse esterno;insipido
1;33;F;20;carcere;pena;mouse esterno;pena
1;33;F;20;incidente;colpa;mouse esterno;incidente
1;33;F;20;rasoio;stritolare;mouse esterno;stritolare
1;33;F;20;ulivo;ambizione;mouse esterno;ambizione
1;33;F;20;grave;caviglia;mouse esterno;grave
1;33;F;20;attico;modesto;mouse esterno;modesto
1;33;F;20;brutale;miele;mouse esterno;brutale
1;33;F;20;meraviglia;cornice;mouse esterno;meraviglia
1;33;F;20;poltrona;fiducia;mouse esterno;fiducia
1;33;F;20;puzza;stufa;mouse esterno;puzza
1;33;F;20;atletica;scarpa;mouse esterno;atletica
1;33;F;20;facile;morbido;mouse esterno;morbido
1;33;F;20;occhio;inganno;mouse esterno;inganno
1;33;F;20;paletta;collisione;mouse esterno;collisione
1;33;F;20;tavolo;pressione;mouse esterno;pressione
1;33;F;20;freddo;cappotto;mouse esterno;freddo
1;33;F;20;aereo;allerta;mouse esterno;allerta
1;33;F;20;libreria;spazio;mouse esterno;spazio
1;33;F;20;intelletto;idrante;mouse esterno;idrante
1;33;F;20;asilo;motivo;mouse esterno;motivo
1;33;F;20;poesia;penna;mouse esterno;poesia
1;33;F;20;genere;cioccolato;mouse esterno;genere
1;33;F;20;idiota;scimmia;mouse esterno;idiota
1;33;F;20;natale;albero;mouse esterno;natale
1;33;F;20;estasi;sughero;mouse esterno;estasi
1;33;F;20;opzione;giacca;mouse esterno;opzione
1;33;F;20;cavallo;arte;mouse esterno;arte
1;33;F;20;gattino;dettaglio;mouse esterno;dettaglio
1;33;F;20;infedele;sposa;mouse esterno;infedele
1;33;F;20;rosso;bicchiere;mouse esterno;rosso
1;33;F;20;bicicletta;passione;mouse esterno;passione
1;33;F;20;immorale;attrezzo;mouse esterno;immorale
1;33;F;20;buio;balcone;mouse esterno;buio
1;33;F;20;pianta;saggio;mouse esterno;saggio
1;33;F;20;specchio;spirito;mouse esterno;spirito
1;33;F;20;scrivania;pensieroso;mouse esterno;pensieroso
1;33;F;20;causa;stomaco;mouse esterno;causa
1;33;F;20;maglia;vincere;mouse esterno;vincere
1;33;F;20;stanco;divano;mouse esterno;stanco
1;33;F;20;muscoloso;debole;mouse esterno;debole
1;33;F;20;montagna;codardo;mouse esterno;codardo
1;33;F;20;lavare;attivare;mouse esterno;attivare
1;33;F;20;febbre;pino;mouse esterno;pino
1;33;F;20;appetitoso;pizza;mouse esterno;appetitoso
1;33;F;20;farfalla;fantasia;mouse esterno;fantasia
1;33;F;20;diavolo;prigione;mouse esterno;prigione
1;33;F;20;prestigio;lusso;mouse esterno;prestigio
1;33;F;20;frigido;forcina;mouse esterno;frigido
1;33;F;20;evidente;serbatoio;mouse esterno;evidente
1;33;F;20;paralisi;sedia;mouse esterno;paralisi
1;33;F;20;vetro;giustizia;mouse esterno;giustizia
1;33;F;20;gatto;spaventato;mouse esterno;spaventato
1;33;F;20;scarafaggio;orribile;mouse esterno;orribile
1;33;F;20;camera;cortesia;mouse esterno;cortesia
1;33;F;20;bocca;riverente;mouse esterno;riverente
1;33;F;20;sfera;fase;mouse esterno;fase
1;33;F;20;statua;audace;mouse esterno;audace
1;33;F;20;dentista;fiducioso;mouse esterno;fiducioso
1;33;F;20;dollaro;utile;mouse esterno;utile
1;33;F;20;elegante;felpa;mouse esterno;elegante
1;33;F;20;lenire;ferite;mouse esterno;lenire
1;33;F;20;deforme;tronco;mouse esterno;deforme
1;33;F;20;avventura;vacanza;mouse esterno;avventura
1;33;F;20;onore;vino;mouse esterno;onore
1;33;F;20;latte;fetore;mouse esterno;fetore
1;33;F;20;pugnale;fortuito;mouse esterno;fortuito
1;33;F;20;miracolo;applauso;mouse esterno;miracolo
1;33;F;20;giardino;salute;mouse esterno;salute
1;33;F;20;coltello;demonio;mouse esterno;demonio
1;33;F;20;pentola;mente;mouse esterno;mente
1;33;F;20;veloce;vespa;mouse esterno;veloce
1;33;F;20;magnifico;zanzara;mouse esterno;magnifico
1;33;F;20;fetido;calza;mouse esterno;fetido
1;33;F;20;ricatto;schiaffo;mouse esterno;ricatto
1;33;F;20;crepuscolo;orologio;mouse esterno;crepuscolo
1;33;F;20;abito;solenne;mouse esterno;solenne
1;33;F;20;grato;abbraccio;mouse esterno;grato
1;33;F;20;burro;tenero;mouse esterno;tenero
1;33;F;20;caos;quaderno;mouse esterno;caos
1;33;F;20;lussuria;prateria;mouse esterno;lussuria
1;33;F;20;ispirato;geranio;mouse esterno;geranio
1;33;F;20;prete;devoto;mouse esterno;devoto
1;33;F;20;umano;morale;mouse esterno;morale
1;33;F;20;fastidio;naso;mouse esterno;fastidio
1;33;F;20;corrotto;gonna;mouse esterno;corrotto
1;33;F;20;rancido;insalata;mouse esterno;rancido
1;33;F;20;guarire;ospedale;mouse esterno;guarire
1;33;F;20;annoiato;mestolo;mouse esterno;annoiato
1;33;F;20;elefante;innocente;mouse esterno;innocente
1;33;F;20;dormire;paradiso;mouse esterno;dormire
1;33;F;20;gomito;astio;mouse esterno;astio
1;33;F;20;dono;perspicacia;mouse esterno;perspicacia
1;33;F;20;intimo;mistico;mouse esterno;mistico
1;33;F;20;infuriato;forchetta;mouse esterno;infuriato
1;33;F;20;piatto;insipido;mouse esterno;insipido
1;33;F;20;maniaco;ossessione;mouse esterno;ossessione
1;33;F;20;orecchio;disturbare;mouse esterno;disturbare
1;33;F;20;sedile;agile;mouse esterno;agile
1;33;F;20;ostile;nuvoloso;mouse esterno;ostile
1;33;F;20;insolente;vasca;mouse esterno;insolente
1;33;F;20;finestra;triste;mouse esterno;triste
1;34;femmina;20;poltrona;fiducia;mouse esterno;fiducia
1;34;femmina;20;maglia;vincere;mouse esterno;vincere
1;34;femmina;20;caos;quaderno;mouse esterno;caos
1;34;femmina;20;annoiato;mestolo;mouse esterno;annoiato
1;34;femmina;20;poesia;penna;mouse esterno;poesia
1;34;femmina;20;paralisi;sedia;mouse esterno;paralisi
1;34;femmina;20;sedile;agile;mouse esterno;agile
1;34;femmina;20;meraviglia;cornice;mouse esterno;meraviglia
1;34;femmina;20;farfalla;fantasia;mouse esterno;fantasia
1;34;femmina;20;avventura;vacanza;mouse esterno;avventura
1;34;femmina;20;prestigio;lusso;mouse esterno;prestigio
1;34;femmina;20;occhio;inganno;mouse esterno;inganno
1;34;femmina;20;rancido;insalata;mouse esterno;rancido
1;34;femmina;20;statua;audace;mouse esterno;audace
1;34;femmina;20;puzza;stufa;mouse esterno;puzza
1;34;femmina;20;dentista;fiducioso;mouse esterno;fiducioso
1;34;femmina;20;frigido;forcina;mouse esterno;frigido
1;34;femmina;20;onore;vino;mouse esterno;onore
1;34;femmina;20;freddo;cappotto;mouse esterno;freddo
1;34;femmina;20;gomito;astio;mouse esterno;astio
1;34;femmina;20;muscoloso;debole;mouse esterno;debole
1;34;femmina;20;libreria;spazio;mouse esterno;spazio
1;34;femmina;20;rosso;bicchiere;mouse esterno;rosso
1;34;femmina;20;piatto;insipido;mouse esterno;insipido
1;34;femmina;20;miracolo;applauso;mouse esterno;miracolo
1;34;femmina;20;grezzo;barile;mouse esterno;grezzo
1;34;femmina;20;giardino;salute;mouse esterno;salute
1;34;femmina;20;ottimismo;profumo;mouse esterno;ottimismo
1;34;femmina;20;intimo;mistico;mouse esterno;mistico
1;34;femmina;20;ispirato;geranio;mouse esterno;ispirato
1;34;femmina;20;attico;modesto;mouse esterno;modesto
1;34;femmina;20;vittoria;ombrello;mouse esterno;ombrello
1;34;femmina;20;atletica;scarpa;mouse esterno;atletica
1;34;femmina;20;finestra;triste;mouse esterno;triste
1;34;femmina;20;buio;balcone;mouse esterno;buio
1;34;femmina;20;abito;solenne;mouse esterno;solenne
1;34;femmina;20;fastidio;naso;mouse esterno;fastidio
1;34;femmina;20;crepuscolo;orologio;mouse esterno;crepuscolo
1;34;femmina;20;infedele;sposa;mouse esterno;infedele
1;34;femmina;20;grave;caviglia;mouse esterno;grave
1;34;femmina;20;estasi;sughero;mouse esterno;estasi
1;34;femmina;20;paletta;collisione;mouse esterno;collisione
1;34;femmina;20;specchio;spirito;mouse esterno;spirito
1;34;femmina;20;elefante;innocente;mouse esterno;innocente
1;34;femmina;20;pianta;saggio;mouse esterno;saggio
1;34;femmina;20;idiota;scimmia;mouse esterno;idiota
1;34;femmina;20;lavare;attivare;mouse esterno;lavare
1;34;femmina;20;maniaco;ossessione;mouse esterno;ossessione
1;34;femmina;20;ricatto;schiaffo;mouse esterno;ricatto
1;34;femmina;20;eccellenza;diamante;mouse esterno;eccellenza
1;34;femmina;20;gatto;spaventato;mouse esterno;spaventato
1;34;femmina;20;cavallo;arte;mouse esterno;arte
1;34;femmina;20;dono;perspicacia;mouse esterno;perspicacia
1;34;femmina;20;orecchio;disturbare;mouse esterno;disturbare
1;34;femmina;20;grato;abbraccio;mouse esterno;grato
1;34;femmina;20;precipizio;orrore;mouse esterno;orrore
1;34;femmina;20;asilo;motivo;mouse esterno;motivo
1;34;femmina;20;veloce;vespa;mouse esterno;veloce
1;34;femmina;20;tavolo;pressione;mouse esterno;pressione
1;34;femmina;20;gattino;dettaglio;mouse esterno;dettaglio
1;34;femmina;20;infuriato;forchetta;mouse esterno;infuriato
1;34;femmina;20;diavolo;prigione;mouse esterno;diavolo
1;34;femmina;20;stanco;divano;mouse esterno;stanco
1;34;femmina;20;aereo;allerta;mouse esterno;allerta
1;34;femmina;20;leggenda;scala;mouse esterno;leggenda
1;34;femmina;20;giocattolo;insipido;mouse esterno;insipido
1;34;femmina;20;sfera;fase;mouse esterno;fase
1;34;femmina;20;incidente;colpa;mouse esterno;colpa
1;34;femmina;20;rasoio;stritolare;mouse esterno;stritolare
1;34;femmina;20;fetido;calza;mouse esterno;fetido
1;34;femmina;20;mobilita;gomma;mouse esterno;mobilita
1;34;femmina;20;lenire;ferite;mouse esterno;lenire
1;34;femmina;20;evidente;serbatoio;mouse esterno;evidente
1;34;femmina;20;febbre;pino;mouse esterno;febbre
1;34;femmina;20;assediato;ferito;mouse esterno;assediato
1;34;femmina;20;coltello;demonio;mouse esterno;demonio
1;34;femmina;20;brutale;miele;mouse esterno;brutale
1;34;femmina;20;prete;devoto;mouse esterno;devoto
1;34;femmina;20;vetro;giustizia;mouse esterno;giustizia
1;34;femmina;20;intelletto;idrante;mouse esterno;intelletto
1;34;femmina;20;dormire;paradiso;mouse esterno;paradiso
1;34;femmina;20;laureato;dio;mouse esterno;dio
1;34;femmina;20;burro;tenero;mouse esterno;tenero
1;34;femmina;20;causa;stomaco;mouse esterno;causa
1;34;femmina;20;pugnale;fortuito;mouse esterno;fortuito
1;34;femmina;20;ostile;nuvoloso;mouse esterno;ostile
1;34;femmina;20;pentola;mente;mouse esterno;mente
1;34;femmina;20;latte;fetore;mouse esterno;fetore
1;34;femmina;20;dollaro;utile;mouse esterno;utile
1;34;femmina;20;deforme;tronco;mouse esterno;deforme
1;34;femmina;20;musica;violino;mouse esterno;musica
1;34;femmina;20;lussuria;prateria;mouse esterno;lussuria
1;34;femmina;20;facile;morbido;mouse esterno;facile
1;34;femmina;20;ulivo;ambizione;mouse esterno;ambizione
1;34;femmina;20;cappello;rovente;mouse esterno;rovente
1;34;femmina;20;montagna;codardo;mouse esterno;codardo
1;34;femmina;20;opzione;giacca;mouse esterno;opzione
1;34;femmina;20;scrivania;pensieroso;mouse esterno;pensieroso
1;34;femmina;20;disprezzo;sorriso;mouse esterno;disprezzo
1;34;femmina;20;appetitoso;pizza;mouse esterno;appetitoso
1;34;femmina;20;camera;cortesia;mouse esterno;cortesia
1;34;femmina;20;guarire;ospedale;mouse esterno;guarire
1;34;femmina;20;bocca;riverente;mouse esterno;riverente
1;34;femmina;20;umano;morale;mouse esterno;morale
1;34;femmina;20;riparato;tenda;mouse esterno;riparato
1;34;femmina;20;tromba;potenza;mouse esterno;potenza
1;34;femmina;20;carcere;pena;mouse esterno;pena
1;34;femmina;20;caramella;melodia;mouse esterno;melodia
1;34;femmina;20;magnifico;zanzara;mouse esterno;magnifico
1;34;femmina;20;cane;cortese;mouse esterno;cortese
1;34;femmina;20;mercato;vantaggio;mouse esterno;vantaggio
1;34;femmina;20;insolente;vasca;mouse esterno;insolente
1;34;femmina;20;immorale;attrezzo;mouse esterno;immorale
1;34;femmina;20;elegante;felpa;mouse esterno;elegante
1;34;femmina;20;corrotto;gonna;mouse esterno;corrotto
1;34;femmina;20;natale;albero;mouse esterno;natale
1;34;femmina;20;genere;cioccolato;mouse esterno;genere
1;34;femmina;20;bicicletta;passione;mouse esterno;passione
1;34;femmina;20;scarafaggio;orribile;mouse esterno;orribile
1;34;femmina;20;vaso;gloria;mouse esterno;gloria
1;35;m;21;latte;fetore;mouse;fetore
1;35;m;21;riparato;tenda;mouse;riparato
1;35;m;21;meraviglia;cornice;mouse;meraviglia
1;35;m;21;pentola;mente;mouse;mente
1;35;m;21;carcere;pena;mouse;pena
1;35;m;21;magnifico;zanzara;mouse;magnifico
1;35;m;21;sedile;agile;mouse;agile
1;35;m;21;natale;albero;mouse;natale
1;35;m;21;statua;audace;mouse;audace
1;35;m;21;stanco;divano;mouse;stanco
1;35;m;21;frigido;forcina;mouse;frigido
1;35;m;21;libreria;spazio;mouse;spazio
1;35;m;21;estasi;sughero;mouse;estasi
1;35;m;21;rasoio;stritolare;mouse;stritolare
1;35;m;21;pianta;saggio;mouse;saggio
1;35;m;21;brutale;miele;mouse;brutale
1;35;m;21;leggenda;scala;mouse;leggenda
1;35;m;21;finestra;triste;mouse;triste
1;35;m;21;tavolo;pressione;mouse;pressione
1;35;m;21;veloce;vespa;mouse;veloce
1;35;m;21;rancido;insalata;mouse;rancido
1;35;m;21;cane;cortese;mouse;cortese
1;35;m;21;prete;devoto;mouse;devoto
1;35;m;21;scrivania;pensieroso;mouse;pensieroso
1;35;m;21;dono;perspicacia;mouse;perspicacia
1;35;m;21;causa;stomaco;mouse;causa
1;35;m;21;scarafaggio;orribile;mouse;orribile
1;35;m;21;maniaco;ossessione;mouse;ossessione
1;35;m;21;ulivo;ambizione;mouse;ambizione
1;35;m;21;grato;abbraccio;mouse;grato
1;35;m;21;opzione;giacca;mouse;opzione
1;35;m;21;immorale;attrezzo;mouse;immorale
1;35;m;21;elefante;innocente;mouse;innocente
1;35;m;21;lenire;ferite;mouse;lenire
1;35;m;21;mobilita;gomma;mouse;mobilita
1;35;m;21;prestigio;lusso;mouse;prestigio
1;35;m;21;ostile;nuvoloso;mouse;ostile
1;35;m;21;infuriato;forchetta;mouse;infuriato
1;35;m;21;buio;balcone;mouse;buio
1;35;m;21;ispirato;geranio;mouse;ispirato
1;35;m;21;tromba;potenza;mouse;potenza
1;35;m;21;ottimismo;profumo;mouse;ottimismo
1;35;m;21;giocattolo;insipido;mouse;insipido
1;35;m;21;occhio;inganno;mouse;inganno
1;35;m;21;infedele;sposa;mouse;infedele
1;35;m;21;ricatto;schiaffo;mouse;ricatto
1;35;m;21;bicicletta;passione;mouse;passione
1;35;m;21;mercato;vantaggio;mouse;vantaggio
1;35;m;21;vetro;giustizia;mouse;giustizia
1;35;m;21;attico;modesto;mouse;modesto
1;35;m;21;eccellenza;diamante;mouse;eccellenza
1;35;m;21;caos;quaderno;mouse;caos
1;35;m;21;disprezzo;sorriso;mouse;disprezzo
1;35;m;21;dentista;fiducioso;mouse;fiducioso
1;35;m;21;dormire;paradiso;mouse;paradiso
1;35;m;21;atletica;scarpa;mouse;atletica
1;35;m;21;lussuria;prateria;mouse;lussuria
1;35;m;21;farfalla;fantasia;mouse;fantasia
1;35;m;21;sfera;fase;mouse;fase
1;35;m;21;laureato;dio;mouse;dio
1;35;m;21;intelletto;idrante;mouse;intelletto
1;35;m;21;coltello;demonio;mouse;demonio
1;35;m;21;paralisi;sedia;mouse;paralisi
1;35;m;21;musica;violino;mouse;musica
1;35;m;21;umano;morale;mouse;morale
1;35;m;21;guarire;ospedale;mouse;guarire
1;35;m;21;evidente;serbatoio;mouse;evidente
1;35;m;21;bocca;riverente;mouse;riverente
1;35;m;21;cappello;rovente;mouse;rovente
1;35;m;21;gattino;dettaglio;mouse;dettaglio
1;35;m;21;pugnale;fortuito;mouse;fortuito
1;35;m;21;specchio;spirito;mouse;spirito
1;35;m;21;puzza;stufa;mouse;puzza
1;35;m;21;freddo;cappotto;mouse;freddo
1;35;m;21;assediato;ferito;mouse;assediato
1;35;m;21;insolente;vasca;mouse;insolente
1;35;m;21;grave;caviglia;mouse;grave
1;35;m;21;gomito;astio;mouse;astio
1;35;m;21;diavolo;prigione;mouse;diavolo
1;35;m;21;muscoloso;debole;mouse;debole
1;35;m;21;genere;cioccolato;mouse;genere
1;35;m;21;facile;morbido;mouse;facile
1;35;m;21;poesia;penna;mouse;poesia
1;35;m;21;grezzo;barile;mouse;grezzo
1;35;m;21;poltrona;fiducia;mouse;fiducia
1;35;m;21;montagna;codardo;mouse;codardo
1;35;m;21;miracolo;applauso;mouse;miracolo
1;35;m;21;febbre;pino;mouse;febbre
1;35;m;21;deforme;tronco;mouse;deforme
1;35;m;21;paletta;collisione;mouse;collisione
1;35;m;21;fastidio;naso;mouse;fastidio
1;35;m;21;gatto;spaventato;mouse;spaventato
1;35;m;21;abito;solenne;mouse;solenne
1;35;m;21;precipizio;orrore;mouse;orrore
1;35;m;21;maglia;vincere;mouse;vincere
1;35;m;21;corrotto;gonna;mouse;corrotto
1;35;m;21;cavallo;arte;mouse;arte
1;35;m;21;annoiato;mestolo;mouse;annoiato
1;35;m;21;rosso;bicchiere;mouse;rosso
1;35;m;21;fetido;calza;mouse;fetido
1;35;m;21;vaso;gloria;mouse;gloria
1;35;m;21;lavare;attivare;mouse;attivare
1;35;m;21;orecchio;disturbare;mouse;disturbare
1;35;m;21;caramella;melodia;mouse;melodia
1;35;m;21;asilo;motivo;mouse;motivo
1;35;m;21;giardino;salute;mouse;salute
1;35;m;21;dollaro;utile;mouse;utile
1;35;m;21;elegante;felpa;mouse;elegante
1;35;m;21;burro;tenero;mouse;tenero
1;35;m;21;idiota;scimmia;mouse;idiota
1;35;m;21;intimo;mistico;mouse;mistico
1;35;m;21;onore;vino;mouse;onore
1;35;m;21;avventura;vacanza;mouse;avventura
1;35;m;21;vittoria;ombrello;mouse;vittoria
1;35;m;21;crepuscolo;orologio;mouse;crepuscolo
1;35;m;21;piatto;insipido;mouse;insipido
1;35;m;21;incidente;colpa;mouse;colpa
1;35;m;21;aereo;allerta;mouse;allerta
1;35;m;21;appetitoso;pizza;mouse;appetitoso
