"","participant","fullscreen","html_button_response","exp_duration","mean_duration","med_duration","...1","number","item","internal_name","label_cond","label_word","val_label","type","listname","gender","age","language","monolingual","attention","distractions","notice","easy_hard","about","trial_order","subject","pronoun","picture","prompt","valence","resp.order","critical","exclude","critical_new","corrected","exclude2","valence_crit"
"10983","association_576119.csv",3192,679725,11.27555,16.2041638888889,14.4621416666667,5686,39,13,"salvation_death","no_label",,0,"critical","itemlist1","male",30,"english","yes","yes","no","it felt to me that all the images where negative in tone","no","reactions to impossible concepts put to image",5,"general referent","this","salvation_death.png","Fairyish creature rising inside a moon of dead bodies",17,"critical3","bittersweet","no","bittersweet",,,5.09
"10984","association_576119.csv",3192,679725,11.27555,16.2041638888889,14.4621416666667,5688,58,20,"unity_separation","positive","unity",6.67,"critical","itemlist1","male",30,"english","yes","yes","no","it felt to me that all the images where negative in tone","no","reactions to impossible concepts put to image",6,"general referent","this","unity_separation.png","Nerve cells on puzzle pieces that are inserted one after the other into real nerve tissue",62,"critical2","surgery","no","surgery",,,3.18
"10985","association_576119.csv",3192,679725,11.27555,16.2041638888889,14.4621416666667,5676,40,14,"medley_chaos","positive","medley",6.6,"critical","itemlist1","male",30,"english","yes","yes","no","it felt to me that all the images where negative in tone","no","reactions to impossible concepts put to image",10,"general referent","this","medley_chaos.png","Various scraps mixed with Polaroid photos shrink-wrapped in foil in a gold-plated picture frame",69,"critical1","art","no","art",,,6.85
"10986","association_576119.csv",3192,679725,11.27555,16.2041638888889,14.4621416666667,5667,30,10,"cure_poison","no_label",,0,"critical","itemlist1","male",30,"english","yes","yes","no","it felt to me that all the images where negative in tone","no","reactions to impossible concepts put to image",8,"general referent","this","cure_poison.png","Medicine bottle out of glass vanishing on one side letting out blue steam",38,"critical3","concoction","no","concoction",,,5.52
"10987","association_576119.csv",3192,679725,11.27555,16.2041638888889,14.4621416666667,5672,67,23,"guest_intruder","positive","guest",6.14,"critical","itemlist1","male",30,"english","yes","yes","no","it felt to me that all the images where negative in tone","no","reactions to impossible concepts put to image",21,"concrete referent","it","guest_intruder.png","Friendly creature with dinosaur skin that enters a room through a door",78,"critical3","chap","no","chap",,,5.1
"10988","association_576119.csv",3192,679725,11.27555,16.2041638888889,14.4621416666667,5687,17,6,"security_captivity","negative","captivity",3.14,"critical","itemlist1","male",30,"english","yes","yes","no","it felt to me that all the images where negative in tone","no","reactions to impossible concepts put to image",12,"general referent","this","security_captivity.png","Cross section of a wooden box containing an inflatable bouncy castle that looks like a holey cheese.",22,"critical2","home","no","home",,,7.48
"10989","association_576119.csv",3192,679725,11.27555,16.2041638888889,14.4621416666667,5676,40,14,"medley_chaos","positive","medley",6.6,"critical","itemlist1","male",30,"english","yes","yes","no","it felt to me that all the images where negative in tone","no","reactions to impossible concepts put to image",10,"general referent","this","medley_chaos.png","Various scraps mixed with Polaroid photos shrink-wrapped in foil in a gold-plated picture frame",69,"critical3","memories","no","memories",,,7
"10990","association_576119.csv",3192,679725,11.27555,16.2041638888889,14.4621416666667,5671,31,11,"guardian_nemesis","positive","guardian",6.5,"critical","itemlist1","male",30,"english","yes","yes","no","it felt to me that all the images where negative in tone","no","reactions to impossible concepts put to image",7,"general referent","this","guardian_nemesis.png","Outstretched hand consisting of clouds of mist tries to cover the black hole underneath. Surrealism style",0,"critical3","fear","no","fear",,,2.93
"10991","association_576119.csv",3192,679725,11.27555,16.2041638888889,14.4621416666667,5677,66,22,"mend_damage","no_label",,0,"critical","itemlist1","male",30,"english","yes","yes","no","it felt to me that all the images where negative in tone","no","reactions to impossible concepts put to image",23,"general referent","this","mend_damage.png","Green slime stain attached with nails to a labeled sheet of paper",42,"critical3","slime","no","slime",,,3.15
"10992","association_576119.csv",3192,679725,11.27555,16.2041638888889,14.4621416666667,5687,17,6,"security_captivity","negative","captivity",3.14,"critical","itemlist1","male",30,"english","yes","yes","no","it felt to me that all the images where negative in tone","no","reactions to impossible concepts put to image",12,"general referent","this","security_captivity.png","Cross section of a wooden box containing an inflatable bouncy castle that looks like a holey cheese.",22,"critical3","barracks","no","barracks",,,4.37354685147363
"10993","association_576119.csv",3192,679725,11.27555,16.2041638888889,14.4621416666667,5674,62,21,"leader_dictator","negative","dictator",2.77,"critical","itemlist1","male",30,"english","yes","yes","no","it felt to me that all the images where negative in tone","no","reactions to impossible concepts put to image",16,"general referent","this","leader_dictator.png","Scepter with gaping mouth and military hat standing on a trophy and being worshiped by particles",26,"critical1","authority","no","authority",,,4.76
"10994","association_576119.csv",3192,679725,11.27555,16.2041638888889,14.4621416666667,5675,4,2,"masterpiece_trash","positive","masterpiece",7.14,"critical","itemlist1","male",30,"english","yes","yes","no","it felt to me that all the images where negative in tone","no","reactions to impossible concepts put to image",4,"general referent","this","masterpiece_trash.png","household appliances, like a washing machine woven into a nest with a giant spoon, merge surreal art with practical use",40,"critical3","metal","no","metal",,,5.05
"10995","association_576119.csv",3192,679725,11.27555,16.2041638888889,14.4621416666667,5674,62,21,"leader_dictator","negative","dictator",2.77,"critical","itemlist1","male",30,"english","yes","yes","no","it felt to me that all the images where negative in tone","no","reactions to impossible concepts put to image",16,"general referent","this","leader_dictator.png","Scepter with gaping mouth and military hat standing on a trophy and being worshiped by particles",26,"critical3","martial","no","martial",,,5.4
"10996","association_576119.csv",3192,679725,11.27555,16.2041638888889,14.4621416666667,5682,71,24,"protector_warden","negative","warden",3.5,"critical","itemlist1","male",30,"english","yes","yes","no","it felt to me that all the images where negative in tone","no","reactions to impossible concepts put to image",11,"concrete referent","it","protector_warden.png","balloon with jellyfish tentacles protecting a creature beneath them",0,"critical3","leech","no","leech",,,2.43
"10997","association_576119.csv",3192,679725,11.27555,16.2041638888889,14.4621416666667,5675,4,2,"masterpiece_trash","positive","masterpiece",7.14,"critical","itemlist1","male",30,"english","yes","yes","no","it felt to me that all the images where negative in tone","no","reactions to impossible concepts put to image",4,"general referent","this","masterpiece_trash.png","household appliances, like a washing machine woven into a nest with a giant spoon, merge surreal art with practical use",40,"critical2","heavy","no","heavy",,,4.78
"10998","association_576119.csv",3192,679725,11.27555,16.2041638888889,14.4621416666667,5669,13,5,"explorer_invader","positive","explorer",5.9,"critical","itemlist1","male",30,"english","yes","yes","no","it felt to me that all the images where negative in tone","no","reactions to impossible concepts put to image",15,"general referent","this","explorer_invader.png","Lampshade sits on a jellyfish and makes tracks through a cornfield. Birds eye view",57,"critical2","wizard","no","wizard",,,6.52
"10999","association_576119.csv",3192,679725,11.27555,16.2041638888889,14.4621416666667,5665,53,18,"blessing_curse","negative","curse",2.9,"critical","itemlist1","male",30,"english","yes","yes","no","it felt to me that all the images where negative in tone","no","reactions to impossible concepts put to image",19,"general referent","this","blessing_curse.png","Wooden cannons with transparent blades that shoot water balls into a dry field",51,"critical2","fairy","no","fairy",,,6.71
"11000","association_576119.csv",3192,679725,11.27555,16.2041638888889,14.4621416666667,5684,3,1,"refuge_abyss","no_label",,0,"critical","itemlist1","male",30,"english","yes","yes","no","it felt to me that all the images where negative in tone","no","reactions to impossible concepts put to image",9,"general referent","this","refuge_abyss.png","A broad crack in a grass-covered cloud that spirals deeply into it like a colorful vortex",61,"critical1","collapse","no","collapse",,,3.37
"11001","association_576119.csv",3192,679725,11.27555,16.2041638888889,14.4621416666667,5672,67,23,"guest_intruder","positive","guest",6.14,"critical","itemlist1","male",30,"english","yes","yes","no","it felt to me that all the images where negative in tone","no","reactions to impossible concepts put to image",21,"concrete referent","it","guest_intruder.png","Friendly creature with dinosaur skin that enters a room through a door",78,"critical2","happy","no","happy",,,8.47
"11002","association_576119.csv",3192,679725,11.27555,16.2041638888889,14.4621416666667,5673,21,7,"haven_prison","no_label",,0,"critical","itemlist1","male",30,"english","yes","yes","no","it felt to me that all the images where negative in tone","no","reactions to impossible concepts put to image",2,"general referent","this","haven_prison.png","Pink shore with fluffy clouds being imprisoned",83,"critical3","pink","no","pink",,,6.68
"11003","association_576119.csv",3192,679725,11.27555,16.2041638888889,14.4621416666667,5670,57,19,"fairy_demon","no_label",,0,"critical","itemlist1","male",30,"english","yes","yes","no","it felt to me that all the images where negative in tone","no","reactions to impossible concepts put to image",0,"general referent","this","fairy_demon.png","Charred, thin strand of string with a halo that snakes elegantly toward the sky.",42,"critical3","scary","no","scary",,,3
"11004","association_576119.csv",3192,679725,11.27555,16.2041638888889,14.4621416666667,5685,48,16,"safety_isolation","no_label",,0,"critical","itemlist1","male",30,"english","yes","yes","no","it felt to me that all the images where negative in tone","no","reactions to impossible concepts put to image",1,"general referent","this","safety_isolation.png","Clear yellow liquid in thick glass plate wrapped with dense wire mesh. Behind the liquid you can see paradise",74,"critical1","fairies","no","fairies",,,6.91399195545603
"11005","association_576119.csv",3192,679725,11.27555,16.2041638888889,14.4621416666667,5681,26,9,"pet_pest","negative","pest",2.67,"critical","itemlist1","male",30,"english","yes","yes","no","it felt to me that all the images where negative in tone","no","reactions to impossible concepts put to image",22,"general referent","this","pet_pest.png","Animal with skelleton on the outside looking cute",49,"critical1","rat","no","rat",,,3.21
"11006","association_576119.csv",3192,679725,11.27555,16.2041638888889,14.4621416666667,5677,66,22,"mend_damage","no_label",,0,"critical","itemlist1","male",30,"english","yes","yes","no","it felt to me that all the images where negative in tone","no","reactions to impossible concepts put to image",23,"general referent","this","mend_damage.png","Green slime stain attached with nails to a labeled sheet of paper",42,"critical2","nails","no","nails",,,4.36141550996598
"11007","association_576119.csv",3192,679725,11.27555,16.2041638888889,14.4621416666667,5673,21,7,"haven_prison","no_label",,0,"critical","itemlist1","male",30,"english","yes","yes","no","it felt to me that all the images where negative in tone","no","reactions to impossible concepts put to image",2,"general referent","this","haven_prison.png","Pink shore with fluffy clouds being imprisoned",83,"critical2","pop","no","pop",,,6.05
"11008","association_576119.csv",3192,679725,11.27555,16.2041638888889,14.4621416666667,5668,49,17,"ecstasy_agony","positive","ecstasy",7.19,"critical","itemlist1","male",30,"english","yes","yes","no","it felt to me that all the images where negative in tone","no","reactions to impossible concepts put to image",18,"general referent","this","ecstasy_agony.png","Jello lying flat on the floor, its soul half moving out of it like steam. Salvador Dali style background.",62,"critical3","cigarette","no","cigarette",,,3
"11009","association_576119.csv",3192,679725,11.27555,16.2041638888889,14.4621416666667,5668,49,17,"ecstasy_agony","positive","ecstasy",7.19,"critical","itemlist1","male",30,"english","yes","yes","no","it felt to me that all the images where negative in tone","no","reactions to impossible concepts put to image",18,"general referent","this","ecstasy_agony.png","Jello lying flat on the floor, its soul half moving out of it like steam. Salvador Dali style background.",62,"critical1","epoxy","no","epoxy",,,4.66951378631182
"11010","association_576119.csv",3192,679725,11.27555,16.2041638888889,14.4621416666667,5666,12,4,"creator_destroyer","no_label",,0,"critical","itemlist1","male",30,"english","yes","yes","no","it felt to me that all the images where negative in tone","no","reactions to impossible concepts put to image",14,"general referent","this","creator_destroyer.png","Sharp drill drilling through the sky to reach the other side",50,"critical1","reach","no","reach",,,5.78
"11011","association_576119.csv",3192,679725,11.27555,16.2041638888889,14.4621416666667,5676,40,14,"medley_chaos","positive","medley",6.6,"critical","itemlist1","male",30,"english","yes","yes","no","it felt to me that all the images where negative in tone","no","reactions to impossible concepts put to image",10,"general referent","this","medley_chaos.png","Various scraps mixed with Polaroid photos shrink-wrapped in foil in a gold-plated picture frame",69,"critical2","trash","no","trash",,,2.74
"11012","association_576119.csv",3192,679725,11.27555,16.2041638888889,14.4621416666667,5687,17,6,"security_captivity","negative","captivity",3.14,"critical","itemlist1","male",30,"english","yes","yes","no","it felt to me that all the images where negative in tone","no","reactions to impossible concepts put to image",12,"general referent","this","security_captivity.png","Cross section of a wooden box containing an inflatable bouncy castle that looks like a holey cheese.",22,"critical1","mouse","no","mouse",,,4.8
"11013","association_576119.csv",3192,679725,11.27555,16.2041638888889,14.4621416666667,5685,48,16,"safety_isolation","no_label",,0,"critical","itemlist1","male",30,"english","yes","yes","no","it felt to me that all the images where negative in tone","no","reactions to impossible concepts put to image",1,"general referent","this","safety_isolation.png","Clear yellow liquid in thick glass plate wrapped with dense wire mesh. Behind the liquid you can see paradise",74,"critical2","ambrosia","no","ambrosia",,,5.95
"11014","association_576119.csv",3192,679725,11.27555,16.2041638888889,14.4621416666667,5670,57,19,"fairy_demon","no_label",,0,"critical","itemlist1","male",30,"english","yes","yes","no","it felt to me that all the images where negative in tone","no","reactions to impossible concepts put to image",0,"general referent","this","fairy_demon.png","Charred, thin strand of string with a halo that snakes elegantly toward the sky.",42,"critical2","dragon","no","dragon",,,6.68
"11015","association_576119.csv",3192,679725,11.27555,16.2041638888889,14.4621416666667,5665,53,18,"blessing_curse","negative","curse",2.9,"critical","itemlist1","male",30,"english","yes","yes","no","it felt to me that all the images where negative in tone","no","reactions to impossible concepts put to image",19,"general referent","this","blessing_curse.png","Wooden cannons with transparent blades that shoot water balls into a dry field",51,"critical1","cannon","no","cannon",,,4.74
"11016","association_576119.csv",3192,679725,11.27555,16.2041638888889,14.4621416666667,5679,35,12,"oracle_impostor","negative","impostor",3.47,"critical","itemlist1","male",30,"english","yes","yes","no","it felt to me that all the images where negative in tone","no","reactions to impossible concepts put to image",20,"general referent","this","oracle_impostor.png","Iris and large pupil, flow in whirlpools. Octopus arms grow out. Sits on a red velvet cushion",23,"critical3","surviel","no","survive","survive","no",6.9
"11017","association_576119.csv",3192,679725,11.27555,16.2041638888889,14.4621416666667,5675,4,2,"masterpiece_trash","positive","masterpiece",7.14,"critical","itemlist1","male",30,"english","yes","yes","no","it felt to me that all the images where negative in tone","no","reactions to impossible concepts put to image",4,"general referent","this","masterpiece_trash.png","household appliances, like a washing machine woven into a nest with a giant spoon, merge surreal art with practical use",40,"critical1","cereal","no","cereal",,,6.45
"11018","association_576119.csv",3192,679725,11.27555,16.2041638888889,14.4621416666667,5681,26,9,"pet_pest","negative","pest",2.67,"critical","itemlist1","male",30,"english","yes","yes","no","it felt to me that all the images where negative in tone","no","reactions to impossible concepts put to image",22,"general referent","this","pet_pest.png","Animal with skelleton on the outside looking cute",49,"critical3","nuisence","no","nuisance","nuisance","no",3
"11019","association_576119.csv",3192,679725,11.27555,16.2041638888889,14.4621416666667,5667,30,10,"cure_poison","no_label",,0,"critical","itemlist1","male",30,"english","yes","yes","no","it felt to me that all the images where negative in tone","no","reactions to impossible concepts put to image",8,"general referent","this","cure_poison.png","Medicine bottle out of glass vanishing on one side letting out blue steam",38,"critical2","potion","no","potion",,,5.65
"11020","association_576119.csv",3192,679725,11.27555,16.2041638888889,14.4621416666667,5668,49,17,"ecstasy_agony","positive","ecstasy",7.19,"critical","itemlist1","male",30,"english","yes","yes","no","it felt to me that all the images where negative in tone","no","reactions to impossible concepts put to image",18,"general referent","this","ecstasy_agony.png","Jello lying flat on the floor, its soul half moving out of it like steam. Salvador Dali style background.",62,"critical2","surreal","no","surreal",,,6.65
"11021","association_576119.csv",3192,679725,11.27555,16.2041638888889,14.4621416666667,5686,39,13,"salvation_death","no_label",,0,"critical","itemlist1","male",30,"english","yes","yes","no","it felt to me that all the images where negative in tone","no","reactions to impossible concepts put to image",5,"general referent","this","salvation_death.png","Fairyish creature rising inside a moon of dead bodies",17,"critical2","horror","no","horror",,,3.38
"11022","association_576119.csv",3192,679725,11.27555,16.2041638888889,14.4621416666667,5688,58,20,"unity_separation","positive","unity",6.67,"critical","itemlist1","male",30,"english","yes","yes","no","it felt to me that all the images where negative in tone","no","reactions to impossible concepts put to image",6,"general referent","this","unity_separation.png","Nerve cells on puzzle pieces that are inserted one after the other into real nerve tissue",62,"critical1","neurology","no","neurology",,,4.95
"11023","association_576119.csv",3192,679725,11.27555,16.2041638888889,14.4621416666667,5686,39,13,"salvation_death","no_label",,0,"critical","itemlist1","male",30,"english","yes","yes","no","it felt to me that all the images where negative in tone","no","reactions to impossible concepts put to image",5,"general referent","this","salvation_death.png","Fairyish creature rising inside a moon of dead bodies",17,"critical1","alien","no","alien",,,4.45
"11024","association_576119.csv",3192,679725,11.27555,16.2041638888889,14.4621416666667,5682,71,24,"protector_warden","negative","warden",3.5,"critical","itemlist1","male",30,"english","yes","yes","no","it felt to me that all the images where negative in tone","no","reactions to impossible concepts put to image",11,"concrete referent","it","protector_warden.png","balloon with jellyfish tentacles protecting a creature beneath them",0,"critical2","absorb","no","absorb",,,5.5
"11025","association_576119.csv",3192,679725,11.27555,16.2041638888889,14.4621416666667,5683,8,3,"rebirth_apocalypse","negative","apocalypse",3.24,"critical","itemlist1","male",30,"english","yes","yes","no","it felt to me that all the images where negative in tone","no","reactions to impossible concepts put to image",17,"general referent","this","rebirth_apocalypse.png","A bursting stone floor with stones flying in all directions. From the center of the explosion, brown cords grow towards a light coming from above.""",33,"critical3","tendrills","no","tendril","tendril","no",4.85423775944676
"11026","association_576119.csv",3192,679725,11.27555,16.2041638888889,14.4621416666667,5683,8,3,"rebirth_apocalypse","negative","apocalypse",3.24,"critical","itemlist1","male",30,"english","yes","yes","no","it felt to me that all the images where negative in tone","no","reactions to impossible concepts put to image",17,"general referent","this","rebirth_apocalypse.png","A bursting stone floor with stones flying in all directions. From the center of the explosion, brown cords grow towards a light coming from above.""",33,"critical1","destruction","no","destruction",,,2.53
"11027","association_576119.csv",3192,679725,11.27555,16.2041638888889,14.4621416666667,5688,58,20,"unity_separation","positive","unity",6.67,"critical","itemlist1","male",30,"english","yes","yes","no","it felt to me that all the images where negative in tone","no","reactions to impossible concepts put to image",6,"general referent","this","unity_separation.png","Nerve cells on puzzle pieces that are inserted one after the other into real nerve tissue",62,"critical3","doctor","no","doctor",,,5.93
"11028","association_576119.csv",3192,679725,11.27555,16.2041638888889,14.4621416666667,5674,62,21,"leader_dictator","negative","dictator",2.77,"critical","itemlist1","male",30,"english","yes","yes","no","it felt to me that all the images where negative in tone","no","reactions to impossible concepts put to image",16,"general referent","this","leader_dictator.png","Scepter with gaping mouth and military hat standing on a trophy and being worshiped by particles",26,"critical2","shout","no","shout",,,5
"11029","association_576119.csv",3192,679725,11.27555,16.2041638888889,14.4621416666667,5671,31,11,"guardian_nemesis","positive","guardian",6.5,"critical","itemlist1","male",30,"english","yes","yes","no","it felt to me that all the images where negative in tone","no","reactions to impossible concepts put to image",7,"general referent","this","guardian_nemesis.png","Outstretched hand consisting of clouds of mist tries to cover the black hole underneath. Surrealism style",0,"critical1","biblical","no","biblical",,,6.52
"11030","association_576119.csv",3192,679725,11.27555,16.2041638888889,14.4621416666667,5683,8,3,"rebirth_apocalypse","negative","apocalypse",3.24,"critical","itemlist1","male",30,"english","yes","yes","no","it felt to me that all the images where negative in tone","no","reactions to impossible concepts put to image",17,"general referent","this","rebirth_apocalypse.png","A bursting stone floor with stones flying in all directions. From the center of the explosion, brown cords grow towards a light coming from above.""",33,"critical2","quake","no","quake",,,3.3
"11031","association_576119.csv",3192,679725,11.27555,16.2041638888889,14.4621416666667,5673,21,7,"haven_prison","no_label",,0,"critical","itemlist1","male",30,"english","yes","yes","no","it felt to me that all the images where negative in tone","no","reactions to impossible concepts put to image",2,"general referent","this","haven_prison.png","Pink shore with fluffy clouds being imprisoned",83,"critical1","bubblegum","no","bubblegum","bubblegum","no",
"11032","association_576119.csv",3192,679725,11.27555,16.2041638888889,14.4621416666667,5678,22,8,"museum_sewer","positive","museum",6.67,"critical","itemlist1","male",30,"english","yes","yes","no","it felt to me that all the images where negative in tone","no","reactions to impossible concepts put to image",13,"general referent","this","museum_sewer.png","Sewer decorated as an art gallery",50,"critical1","sewer","no","sewer",,,2.9
"11033","association_576119.csv",3192,679725,11.27555,16.2041638888889,14.4621416666667,5666,12,4,"creator_destroyer","no_label",,0,"critical","itemlist1","male",30,"english","yes","yes","no","it felt to me that all the images where negative in tone","no","reactions to impossible concepts put to image",14,"general referent","this","creator_destroyer.png","Sharp drill drilling through the sky to reach the other side",50,"critical2","science","no","science",,,6.32
"11034","association_576119.csv",3192,679725,11.27555,16.2041638888889,14.4621416666667,5666,12,4,"creator_destroyer","no_label",,0,"critical","itemlist1","male",30,"english","yes","yes","no","it felt to me that all the images where negative in tone","no","reactions to impossible concepts put to image",14,"general referent","this","creator_destroyer.png","Sharp drill drilling through the sky to reach the other side",50,"critical3","gods","no","gods",,,5.93776094552786
"11035","association_576119.csv",3192,679725,11.27555,16.2041638888889,14.4621416666667,5680,44,15,"organism_virus","negative","virus",1.71,"critical","itemlist1","male",30,"english","yes","yes","no","it felt to me that all the images where negative in tone","no","reactions to impossible concepts put to image",3,"general referent","this","organism_virus.png","Green ball made of little broccolies flying in space",50,"critical1","bacteria","no","bacteria",,,3.3
"11036","association_576119.csv",3192,679725,11.27555,16.2041638888889,14.4621416666667,5684,3,1,"refuge_abyss","no_label",,0,"critical","itemlist1","male",30,"english","yes","yes","no","it felt to me that all the images where negative in tone","no","reactions to impossible concepts put to image",9,"general referent","this","refuge_abyss.png","A broad crack in a grass-covered cloud that spirals deeply into it like a colorful vortex",61,"critical3","underground","no","underground",,,4.7
"11037","association_583621.csv",7773,933693,15.432,16.2041638888889,14.4621416666667,2638,37,13,"salvation_death","positive","salvation",6.94,"critical","itemlist2","male",27,"english","yes","yes","no","ai art","disagreement","responses to ai generated art",6,"general referent","this","salvation_death.png","Fairyish creature rising inside a moon of dead bodies",32,"critical1","fairy","no","fairy",,,6.71
"11038","association_583621.csv",7773,933693,15.432,16.2041638888889,14.4621416666667,2617,54,18,"blessing_curse","no_label",,0,"critical","itemlist2","male",27,"english","yes","yes","no","ai art","disagreement","responses to ai generated art",2,"general referent","this","blessing_curse.png","Wooden cannons with transparent blades that shoot water balls into a dry field",50,"critical2","fairy","no","fairy",,,6.71
"11039","association_583621.csv",7773,933693,15.432,16.2041638888889,14.4621416666667,2619,28,10,"cure_poison","positive","cure",7.81,"critical","itemlist2","male",27,"english","yes","yes","no","ai art","disagreement","responses to ai generated art",1,"general referent","this","cure_poison.png","Medicine bottle out of glass vanishing on one side letting out blue steam",41,"critical1","water","no","water",,,7
"11040","association_583621.csv",7773,933693,15.432,16.2041638888889,14.4621416666667,2637,46,16,"safety_isolation","positive","safety",7.14,"critical","itemlist2","male",27,"english","yes","yes","no","ai art","disagreement","responses to ai generated art",15,"general referent","this","safety_isolation.png","Clear yellow liquid in thick glass plate wrapped with dense wire mesh. Behind the liquid you can see paradise",84,"critical3","microcosm","no","microcosm",,,5.18097402411777
"11041","association_583621.csv",7773,933693,15.432,16.2041638888889,14.4621416666667,2636,1,1,"refuge_abyss","positive","refuge",5.95,"critical","itemlist2","male",27,"english","yes","yes","no","ai art","disagreement","responses to ai generated art",13,"general referent","this","refuge_abyss.png","A broad crack in a grass-covered cloud that spirals deeply into it like a colorful vortex",21,"critical1","abyss","no","abyss",,,3.9
"11042","association_583621.csv",7773,933693,15.432,16.2041638888889,14.4621416666667,2636,1,1,"refuge_abyss","positive","refuge",5.95,"critical","itemlist2","male",27,"english","yes","yes","no","ai art","disagreement","responses to ai generated art",13,"general referent","this","refuge_abyss.png","A broad crack in a grass-covered cloud that spirals deeply into it like a colorful vortex",21,"critical2","land","no","land",,,6.61
"11043","association_583621.csv",7773,933693,15.432,16.2041638888889,14.4621416666667,2629,64,22,"mend_damage","positive","mend",6.53,"critical","itemlist2","male",27,"english","yes","yes","no","ai art","disagreement","responses to ai generated art",3,"general referent","this","mend_damage.png","Green slime stain attached with nails to a labeled sheet of paper",0,"critical2","map","no","map",,,5.81
"11044","association_583621.csv",7773,933693,15.432,16.2041638888889,14.4621416666667,2626,63,21,"leader_dictator","no_label",,0,"critical","itemlist2","male",27,"english","yes","yes","no","ai art","disagreement","responses to ai generated art",8,"general referent","this","leader_dictator.png","Scepter with gaping mouth and military hat standing on a trophy and being worshiped by particles",29,"critical2","teeth","no","teeth",,,5
"11045","association_583621.csv",7773,933693,15.432,16.2041638888889,14.4621416666667,2630,23,8,"museum_sewer","negative","sewer",2.9,"critical","itemlist2","male",27,"english","yes","yes","no","ai art","disagreement","responses to ai generated art",11,"general referent","this","museum_sewer.png","Sewer decorated as an art gallery",65,"critical3","smelly","no","smelly",,,2.68
"11046","association_583621.csv",7773,933693,15.432,16.2041638888889,14.4621416666667,2628,41,14,"medley_chaos","negative","chaos",2.84,"critical","itemlist2","male",27,"english","yes","yes","no","ai art","disagreement","responses to ai generated art",17,"general referent","this","medley_chaos.png","Various scraps mixed with Polaroid photos shrink-wrapped in foil in a gold-plated picture frame",10,"critical2","messy","no","messy",,,3
"11047","association_583621.csv",7773,933693,15.432,16.2041638888889,14.4621416666667,2619,28,10,"cure_poison","positive","cure",7.81,"critical","itemlist2","male",27,"english","yes","yes","no","ai art","disagreement","responses to ai generated art",1,"general referent","this","cure_poison.png","Medicine bottle out of glass vanishing on one side letting out blue steam",41,"critical3","medicine","no","medicine",,,5.9
"11048","association_583621.csv",7773,933693,15.432,16.2041638888889,14.4621416666667,2627,5,2,"masterpiece_trash","negative","trash",2.74,"critical","itemlist2","male",27,"english","yes","yes","no","ai art","disagreement","responses to ai generated art",14,"general referent","this","masterpiece_trash.png","household appliances, like a washing machine woven into a nest with a giant spoon, merge surreal art with practical use",57,"critical3","metallic","no","metallic",,,5.26
"11049","association_583621.csv",7773,933693,15.432,16.2041638888889,14.4621416666667,2634,72,24,"protector_warden","no_label",,0,"critical","itemlist2","male",27,"english","yes","yes","no","ai art","disagreement","responses to ai generated art",20,"concrete referent","it","protector_warden.png","balloon with jellyfish tentacles protecting a creature beneath them",0,"critical3","entangled","no","entangled",,,3.5186472556449
"11050","association_583621.csv",7773,933693,15.432,16.2041638888889,14.4621416666667,2618,10,4,"creator_destroyer","positive","creator",6.45,"critical","itemlist2","male",27,"english","yes","yes","no","ai art","disagreement","responses to ai generated art",19,"general referent","this","creator_destroyer.png","Sharp drill drilling through the sky to reach the other side",55,"critical2","universe","no","universe",,,6.81
"11051","association_583621.csv",7773,933693,15.432,16.2041638888889,14.4621416666667,2632,45,15,"organism_virus","no_label",,0,"critical","itemlist2","male",27,"english","yes","yes","no","ai art","disagreement","responses to ai generated art",0,"general referent","this","organism_virus.png","Green ball made of little broccolies flying in space",13,"critical1","biology","no","biology",,,6
"11052","association_583621.csv",7773,933693,15.432,16.2041638888889,14.4621416666667,2629,64,22,"mend_damage","positive","mend",6.53,"critical","itemlist2","male",27,"english","yes","yes","no","ai art","disagreement","responses to ai generated art",3,"general referent","this","mend_damage.png","Green slime stain attached with nails to a labeled sheet of paper",0,"critical3","death","no","death",,,1.89
"11053","association_583621.csv",7773,933693,15.432,16.2041638888889,14.4621416666667,2625,19,7,"haven_prison","positive","haven",6.36,"critical","itemlist2","male",27,"english","yes","yes","no","ai art","disagreement","responses to ai generated art",12,"general referent","this","haven_prison.png","Pink shore with fluffy clouds being imprisoned",100,"critical3","sky","no","sky",,,7.32
"11054","association_583621.csv",7773,933693,15.432,16.2041638888889,14.4621416666667,2639,18,6,"security_captivity","no_label",,0,"critical","itemlist2","male",27,"english","yes","yes","no","ai art","disagreement","responses to ai generated art",21,"general referent","this","security_captivity.png","Cross section of a wooden box containing an inflatable bouncy castle that looks like a holey cheese.",50,"critical3","trenches","no","trenches",,,4.32488649277049
"11055","association_583621.csv",7773,933693,15.432,16.2041638888889,14.4621416666667,2621,14,5,"explorer_invader","negative","invader",2.23,"critical","itemlist2","male",27,"english","yes","yes","no","ai art","disagreement","responses to ai generated art",9,"general referent","this","explorer_invader.png","Lampshade sits on a jellyfish and makes tracks through a cornfield. Birds eye view",60,"critical3","alien","no","alien",,,4.45
"11056","association_583621.csv",7773,933693,15.432,16.2041638888889,14.4621416666667,2622,55,19,"fairy_demon","positive","fairy",6.71,"critical","itemlist2","male",27,"english","yes","yes","no","ai art","disagreement","responses to ai generated art",5,"general referent","this","fairy_demon.png","Charred, thin strand of string with a halo that snakes elegantly toward the sky.",43,"critical3","lights","no","lights",,,6.12562574817776
