participant_id,source_file,age,gender,nationality,first_language,occupation,stem_background,trial_id,trial_order,stimulus,response1,response2,response3,stimulus_valence,response1_valence,response2_valence,response3_valence
cfm_v5_154928264383dddafb612238807ed3900d016537cc_s,cfm_v5_154928264383dddafb612238807ed3900d016537cc_s.csv,26,female,pakistani,urdu,Freelancer Computer Scientist,,cfm_v5_154928264383dddafb612238807ed3900d016537cc_s_trial_004,4,school,memory,friends,building,4,5,5,5
cfm_v5_154928264383dddafb612238807ed3900d016537cc_s,cfm_v5_154928264383dddafb612238807ed3900d016537cc_s.csv,26,female,pakistani,urdu,Freelancer Computer Scientist,,cfm_v5_154928264383dddafb612238807ed3900d016537cc_s_trial_005,5,biology,cell,life cycle,doctor,2,2,2,2
cfm_v5_154928264383dddafb612238807ed3900d016537cc_s,cfm_v5_154928264383dddafb612238807ed3900d016537cc_s.csv,26,female,pakistani,urdu,Freelancer Computer Scientist,,cfm_v5_154928264383dddafb612238807ed3900d016537cc_s_trial_006,6,system,government,support,education,3,1,5,1
cfm_v5_154928264383dddafb612238807ed3900d016537cc_s,cfm_v5_154928264383dddafb612238807ed3900d016537cc_s.csv,26,female,pakistani,urdu,Freelancer Computer Scientist,,cfm_v5_154928264383dddafb612238807ed3900d016537cc_s_trial_007,7,mathematics,dry,beautiful,design,4,1,3,4
cfm_v5_154928264383dddafb612238807ed3900d016537cc_s,cfm_v5_154928264383dddafb612238807ed3900d016537cc_s.csv,26,female,pakistani,urdu,Freelancer Computer Scientist,,cfm_v5_154928264383dddafb612238807ed3900d016537cc_s_trial_008,8,chemistry,test tubes,carbon,hexagon,2,3,3,3
cfm_v5_154928264383dddafb612238807ed3900d016537cc_s,cfm_v5_154928264383dddafb612238807ed3900d016537cc_s.csv,26,female,pakistani,urdu,Freelancer Computer Scientist,,cfm_v5_154928264383dddafb612238807ed3900d016537cc_s_trial_009,9,art,abstract,doodle,waste,4,4,4,4
cfm_v5_1549471599585d586602eef47650b53403883481ac_s,cfm_v5_1549471599585d586602eef47650b53403883481ac_s.csv,26,female,sweden & usa,swedish & english,Graduate Researcher,,cfm_v5_1549471599585d586602eef47650b53403883481ac_s_trial_000,0,system,complex,network,rigid,3,5,5,1
cfm_v5_1549471599585d586602eef47650b53403883481ac_s,cfm_v5_1549471599585d586602eef47650b53403883481ac_s.csv,26,female,sweden & usa,swedish & english,Graduate Researcher,,cfm_v5_1549471599585d586602eef47650b53403883481ac_s_trial_001,1,university,study,institution,beurocracy,4,5,2,1
cfm_v5_1549471599585d586602eef47650b53403883481ac_s,cfm_v5_1549471599585d586602eef47650b53403883481ac_s.csv,26,female,sweden & usa,swedish & english,Graduate Researcher,,cfm_v5_1549471599585d586602eef47650b53403883481ac_s_trial_002,2,physics,math,curiosity,science,4,4,5,5
cfm_v5_1549471599585d586602eef47650b53403883481ac_s,cfm_v5_1549471599585d586602eef47650b53403883481ac_s.csv,26,female,sweden & usa,swedish & english,Graduate Researcher,,cfm_v5_1549471599585d586602eef47650b53403883481ac_s_trial_003,3,chemistry,labs,precision,knowledge,3,3,3,4
cfm_v5_1549471599585d586602eef47650b53403883481ac_s,cfm_v5_1549471599585d586602eef47650b53403883481ac_s.csv,26,female,sweden & usa,swedish & english,Graduate Researcher,,cfm_v5_1549471599585d586602eef47650b53403883481ac_s_trial_004,4,mathematics,clean,useful,incomplete,3,3,4,2
cfm_v5_1549471599585d586602eef47650b53403883481ac_s,cfm_v5_1549471599585d586602eef47650b53403883481ac_s.csv,26,female,sweden & usa,swedish & english,Graduate Researcher,,cfm_v5_1549471599585d586602eef47650b53403883481ac_s_trial_005,5,biology,messy,women,challenging,3,2,5,5
cfm_v5_1549471599585d586602eef47650b53403883481ac_s,cfm_v5_1549471599585d586602eef47650b53403883481ac_s.csv,26,female,sweden & usa,swedish & english,Graduate Researcher,,cfm_v5_1549471599585d586602eef47650b53403883481ac_s_trial_006,6,complex,interesting,messy,challenging,5,5,5,5
cfm_v5_1549471599585d586602eef47650b53403883481ac_s,cfm_v5_1549471599585d586602eef47650b53403883481ac_s.csv,26,female,sweden & usa,swedish & english,Graduate Researcher,,cfm_v5_1549471599585d586602eef47650b53403883481ac_s_trial_007,7,school,learning,undervalued,children,3,5,1,4
cfm_v5_1549471599585d586602eef47650b53403883481ac_s,cfm_v5_1549471599585d586602eef47650b53403883481ac_s.csv,26,female,sweden & usa,swedish & english,Graduate Researcher,,cfm_v5_1549471599585d586602eef47650b53403883481ac_s_trial_008,8,life,calm,exciting,love,5,5,5,5
cfm_v5_1549471599585d586602eef47650b53403883481ac_s,cfm_v5_1549471599585d586602eef47650b53403883481ac_s.csv,26,female,sweden & usa,swedish & english,Graduate Researcher,,cfm_v5_1549471599585d586602eef47650b53403883481ac_s_trial_009,9,art,beautiful,cozy,jarring,4,5,4,1
cfm_v5_1549629202f569962e46f6e170e9c8ba3bac5e41ce_s,cfm_v5_1549629202f569962e46f6e170e9c8ba3bac5e41ce_s.csv,38,female,italian,italian,researcher,,cfm_v5_1549629202f569962e46f6e170e9c8ba3bac5e41ce_s_trial_000,0,biology,cell,animal,mause,4,5,5,3
cfm_v5_1549629202f569962e46f6e170e9c8ba3bac5e41ce_s,cfm_v5_1549629202f569962e46f6e170e9c8ba3bac5e41ce_s.csv,38,female,italian,italian,researcher,,cfm_v5_1549629202f569962e46f6e170e9c8ba3bac5e41ce_s_trial_001,1,mathematics,equation,simulation,plot,5,5,3,5
cfm_v5_1549629202f569962e46f6e170e9c8ba3bac5e41ce_s,cfm_v5_1549629202f569962e46f6e170e9c8ba3bac5e41ce_s.csv,38,female,italian,italian,researcher,,cfm_v5_1549629202f569962e46f6e170e9c8ba3bac5e41ce_s_trial_002,2,physics,nature,law,mechanism,5,5,3,4
cfm_v5_1549629202f569962e46f6e170e9c8ba3bac5e41ce_s,cfm_v5_1549629202f569962e46f6e170e9c8ba3bac5e41ce_s.csv,38,female,italian,italian,researcher,,cfm_v5_1549629202f569962e46f6e170e9c8ba3bac5e41ce_s_trial_003,3,life,experience,biology,nature,5,5,3,5
cfm_v5_1549629202f569962e46f6e170e9c8ba3bac5e41ce_s,cfm_v5_1549629202f569962e46f6e170e9c8ba3bac5e41ce_s.csv,38,female,italian,italian,researcher,,cfm_v5_1549629202f569962e46f6e170e9c8ba3bac5e41ce_s_trial_004,4,school,education,student,learning,5,5,5,4
cfm_v5_1549629202f569962e46f6e170e9c8ba3bac5e41ce_s,cfm_v5_1549629202f569962e46f6e170e9c8ba3bac5e41ce_s.csv,38,female,italian,italian,researcher,,cfm_v5_1549629202f569962e46f6e170e9c8ba3bac5e41ce_s_trial_005,5,complex,heterogenous,non-linear,emerging,5,,5,5
cfm_v5_1549629202f569962e46f6e170e9c8ba3bac5e41ce_s,cfm_v5_1549629202f569962e46f6e170e9c8ba3bac5e41ce_s.csv,38,female,italian,italian,researcher,,cfm_v5_1549629202f569962e46f6e170e9c8ba3bac5e41ce_s_trial_006,6,art,beauty,concept,thinking,5,5,5,5
cfm_v5_1549629202f569962e46f6e170e9c8ba3bac5e41ce_s,cfm_v5_1549629202f569962e46f6e170e9c8ba3bac5e41ce_s.csv,38,female,italian,italian,researcher,,cfm_v5_1549629202f569962e46f6e170e9c8ba3bac5e41ce_s_trial_007,7,system,organisation,emerging,behaviour,5,5,5,5
cfm_v5_1549629202f569962e46f6e170e9c8ba3bac5e41ce_s,cfm_v5_1549629202f569962e46f6e170e9c8ba3bac5e41ce_s.csv,38,female,italian,italian,researcher,,cfm_v5_1549629202f569962e46f6e170e9c8ba3bac5e41ce_s_trial_008,8,chemistry,particles,reactions,materials,5,5,5,5
cfm_v5_1549629202f569962e46f6e170e9c8ba3bac5e41ce_s,cfm_v5_1549629202f569962e46f6e170e9c8ba3bac5e41ce_s.csv,38,female,italian,italian,researcher,,cfm_v5_1549629202f569962e46f6e170e9c8ba3bac5e41ce_s_trial_009,9,university,disciplines,scholars,education,5,5,4,5
cfm_v5_15496301728fd93d6e6d633a289a7fc1704f7e4023_s,cfm_v5_15496301728fd93d6e6d633a289a7fc1704f7e4023_s.csv,27,female,italian,italian,PhD student,,cfm_v5_15496301728fd93d6e6d633a289a7fc1704f7e4023_s_trial_000,0,physics,math,phenomena,complexity,5,5,5,5
cfm_v5_15496301728fd93d6e6d633a289a7fc1704f7e4023_s,cfm_v5_15496301728fd93d6e6d633a289a7fc1704f7e4023_s.csv,27,female,italian,italian,PhD student,,cfm_v5_15496301728fd93d6e6d633a289a7fc1704f7e4023_s_trial_001,1,life,interactions,joy,courage,5,5,5,5
cfm_v5_15496301728fd93d6e6d633a289a7fc1704f7e4023_s,cfm_v5_15496301728fd93d6e6d633a289a7fc1704f7e4023_s.csv,27,female,italian,italian,PhD student,,cfm_v5_15496301728fd93d6e6d633a289a7fc1704f7e4023_s_trial_002,2,biology,animals,plants,green,5,5,5,5
cfm_v5_15496301728fd93d6e6d633a289a7fc1704f7e4023_s,cfm_v5_15496301728fd93d6e6d633a289a7fc1704f7e4023_s.csv,27,female,italian,italian,PhD student,,cfm_v5_15496301728fd93d6e6d633a289a7fc1704f7e4023_s_trial_003,3,system,state,constitution,organitation,5,4,5,5
cfm_v5_15496301728fd93d6e6d633a289a7fc1704f7e4023_s,cfm_v5_15496301728fd93d6e6d633a289a7fc1704f7e4023_s.csv,27,female,italian,italian,PhD student,,cfm_v5_15496301728fd93d6e6d633a289a7fc1704f7e4023_s_trial_004,4,art,poetry,flux,freedom,5,5,5,5
cfm_v5_15496301728fd93d6e6d633a289a7fc1704f7e4023_s,cfm_v5_15496301728fd93d6e6d633a289a7fc1704f7e4023_s.csv,27,female,italian,italian,PhD student,,cfm_v5_15496301728fd93d6e6d633a289a7fc1704f7e4023_s_trial_005,5,mathematics,cifre,logic,universal,5,5,5,5
cfm_v5_15496301728fd93d6e6d633a289a7fc1704f7e4023_s,cfm_v5_15496301728fd93d6e6d633a289a7fc1704f7e4023_s.csv,27,female,italian,italian,PhD student,,cfm_v5_15496301728fd93d6e6d633a289a7fc1704f7e4023_s_trial_006,6,complex,traffic,system,problem,5,1,5,3
cfm_v5_15496301728fd93d6e6d633a289a7fc1704f7e4023_s,cfm_v5_15496301728fd93d6e6d633a289a7fc1704f7e4023_s.csv,27,female,italian,italian,PhD student,,cfm_v5_15496301728fd93d6e6d633a289a7fc1704f7e4023_s_trial_007,7,chemistry,gown,experiment,laboratory,5,3,5,5
cfm_v5_15496301728fd93d6e6d633a289a7fc1704f7e4023_s,cfm_v5_15496301728fd93d6e6d633a289a7fc1704f7e4023_s.csv,27,female,italian,italian,PhD student,,cfm_v5_15496301728fd93d6e6d633a289a7fc1704f7e4023_s_trial_008,8,school,learning,friendship,blackboard,5,5,5,2
cfm_v5_15496301728fd93d6e6d633a289a7fc1704f7e4023_s,cfm_v5_15496301728fd93d6e6d633a289a7fc1704f7e4023_s.csv,27,female,italian,italian,PhD student,,cfm_v5_15496301728fd93d6e6d633a289a7fc1704f7e4023_s_trial_009,9,university,faculty,manifestations,title,5,5,5,4
cfm_v5_154963078558342b2f28dfb39fe494487411a17161_s,cfm_v5_154963078558342b2f28dfb39fe494487411a17161_s.csv,36,male,italian,italian,Data-science,,cfm_v5_154963078558342b2f28dfb39fe494487411a17161_s_trial_000,0,physics,complexity,universe,mistery,5,5,5,4
cfm_v5_154963078558342b2f28dfb39fe494487411a17161_s,cfm_v5_154963078558342b2f28dfb39fe494487411a17161_s.csv,36,male,italian,italian,Data-science,,cfm_v5_154963078558342b2f28dfb39fe494487411a17161_s_trial_001,1,life,mistery,complexity,joy,5,4,5,5
cfm_v5_154963078558342b2f28dfb39fe494487411a17161_s,cfm_v5_154963078558342b2f28dfb39fe494487411a17161_s.csv,36,male,italian,italian,Data-science,,cfm_v5_154963078558342b2f28dfb39fe494487411a17161_s_trial_002,2,biology,complexity,nature,life,5,5,5,5
cfm_v5_154963078558342b2f28dfb39fe494487411a17161_s,cfm_v5_154963078558342b2f28dfb39fe494487411a17161_s.csv,36,male,italian,italian,Data-science,,cfm_v5_154963078558342b2f28dfb39fe494487411a17161_s_trial_003,3,system,organization,composition,relations,5,5,4,4
cfm_v5_154963078558342b2f28dfb39fe494487411a17161_s,cfm_v5_154963078558342b2f28dfb39fe494487411a17161_s.csv,36,male,italian,italian,Data-science,,cfm_v5_154963078558342b2f28dfb39fe494487411a17161_s_trial_004,4,art,creativity,communication,association,3,5,5,4
cfm_v5_154963078558342b2f28dfb39fe494487411a17161_s,cfm_v5_154963078558342b2f28dfb39fe494487411a17161_s.csv,36,male,italian,italian,Data-science,,cfm_v5_154963078558342b2f28dfb39fe494487411a17161_s_trial_005,5,mathematics,structure,beauty,perfection,5,4,5,5
cfm_v5_154963078558342b2f28dfb39fe494487411a17161_s,cfm_v5_154963078558342b2f28dfb39fe494487411a17161_s.csv,36,male,italian,italian,Data-science,,cfm_v5_154963078558342b2f28dfb39fe494487411a17161_s_trial_006,6,complex,complicated,nature,unpredictable,5,4,5,5
cfm_v5_154963078558342b2f28dfb39fe494487411a17161_s,cfm_v5_154963078558342b2f28dfb39fe494487411a17161_s.csv,36,male,italian,italian,Data-science,,cfm_v5_154963078558342b2f28dfb39fe494487411a17161_s_trial_007,7,chemistry,bond,transformation,power,5,4,4,4
cfm_v5_154963078558342b2f28dfb39fe494487411a17161_s,cfm_v5_154963078558342b2f28dfb39fe494487411a17161_s.csv,36,male,italian,italian,Data-science,,cfm_v5_154963078558342b2f28dfb39fe494487411a17161_s_trial_008,8,school,study,classroom,boredome,5,5,3,2
cfm_v5_154963078558342b2f28dfb39fe494487411a17161_s,cfm_v5_154963078558342b2f28dfb39fe494487411a17161_s.csv,36,male,italian,italian,Data-science,,cfm_v5_154963078558342b2f28dfb39fe494487411a17161_s_trial_009,9,university,discover,knowledge,science,5,5,5,5
cfm_v5_154963082014332b2a6d8bee708109da3112965323_s,cfm_v5_154963082014332b2a6d8bee708109da3112965323_s.csv,33,male,italian,italian,data scientist,,cfm_v5_154963082014332b2a6d8bee708109da3112965323_s_trial_000,0,school,kids,study,teachers,4,3,4,4
cfm_v5_154963082014332b2a6d8bee708109da3112965323_s,cfm_v5_154963082014332b2a6d8bee708109da3112965323_s.csv,33,male,italian,italian,data scientist,,cfm_v5_154963082014332b2a6d8bee708109da3112965323_s_trial_001,1,system,complex,ordered,disordered,3,4,2,4
cfm_v5_154963082014332b2a6d8bee708109da3112965323_s,cfm_v5_154963082014332b2a6d8bee708109da3112965323_s.csv,33,male,italian,italian,data scientist,,cfm_v5_154963082014332b2a6d8bee708109da3112965323_s_trial_002,2,art,paint,human,representation,5,4,4,4
cfm_v5_154963082014332b2a6d8bee708109da3112965323_s,cfm_v5_154963082014332b2a6d8bee708109da3112965323_s.csv,33,male,italian,italian,data scientist,,cfm_v5_154963082014332b2a6d8bee708109da3112965323_s_trial_003,3,physics,nature,greece,models,5,5,4,4
cfm_v5_154963082014332b2a6d8bee708109da3112965323_s,cfm_v5_154963082014332b2a6d8bee708109da3112965323_s.csv,33,male,italian,italian,data scientist,,cfm_v5_154963082014332b2a6d8bee708109da3112965323_s_trial_004,4,chemistry,atoms,reactant,professor,4,5,3,4
cfm_v5_154963082014332b2a6d8bee708109da3112965323_s,cfm_v5_154963082014332b2a6d8bee708109da3112965323_s.csv,33,male,italian,italian,data scientist,,cfm_v5_154963082014332b2a6d8bee708109da3112965323_s_trial_005,5,complex,nature,networks,brain,5,5,5,5
cfm_v5_154963082014332b2a6d8bee708109da3112965323_s,cfm_v5_154963082014332b2a6d8bee708109da3112965323_s.csv,33,male,italian,italian,data scientist,,cfm_v5_154963082014332b2a6d8bee708109da3112965323_s_trial_006,6,life,path,possibility,finite,5,3,5,2
cfm_v5_154963082014332b2a6d8bee708109da3112965323_s,cfm_v5_154963082014332b2a6d8bee708109da3112965323_s.csv,33,male,italian,italian,data scientist,,cfm_v5_154963082014332b2a6d8bee708109da3112965323_s_trial_007,7,mathematics,formula,language,equations,4,4,5,4
cfm_v5_154963082014332b2a6d8bee708109da3112965323_s,cfm_v5_154963082014332b2a6d8bee708109da3112965323_s.csv,33,male,italian,italian,data scientist,,cfm_v5_154963082014332b2a6d8bee708109da3112965323_s_trial_008,8,biology,cell,life,experiments,5,5,5,4
cfm_v5_154963082014332b2a6d8bee708109da3112965323_s,cfm_v5_154963082014332b2a6d8bee708109da3112965323_s.csv,33,male,italian,italian,data scientist,,cfm_v5_154963082014332b2a6d8bee708109da3112965323_s_trial_009,9,university,campus,study,learning,4,3,4,5
cfm_v5_1549631805df994df60151498b2a864c9d3984c8eb_s,cfm_v5_1549631805df994df60151498b2a864c9d3984c8eb_s.csv,22,male,french,french,student,,cfm_v5_1549631805df994df60151498b2a864c9d3984c8eb_s_trial_000,0,complex,systems,networks,hard,3,3,4,2
cfm_v5_1549631805df994df60151498b2a864c9d3984c8eb_s,cfm_v5_1549631805df994df60151498b2a864c9d3984c8eb_s.csv,22,male,french,french,student,,cfm_v5_1549631805df994df60151498b2a864c9d3984c8eb_s_trial_001,1,chemistry,glass,solvent,blouse,1,3,1,1
cfm_v5_1549631805df994df60151498b2a864c9d3984c8eb_s,cfm_v5_1549631805df994df60151498b2a864c9d3984c8eb_s.csv,22,male,french,french,student,,cfm_v5_1549631805df994df60151498b2a864c9d3984c8eb_s_trial_002,2,physics,calculation,gravity,equation,4,4,4,5
cfm_v5_1549631805df994df60151498b2a864c9d3984c8eb_s,cfm_v5_1549631805df994df60151498b2a864c9d3984c8eb_s.csv,22,male,french,french,student,,cfm_v5_1549631805df994df60151498b2a864c9d3984c8eb_s_trial_003,3,system,computer,equations,construction,3,4,5,5
cfm_v5_1549631805df994df60151498b2a864c9d3984c8eb_s,cfm_v5_1549631805df994df60151498b2a864c9d3984c8eb_s.csv,22,male,french,french,student,,cfm_v5_1549631805df994df60151498b2a864c9d3984c8eb_s_trial_004,4,school,pupil,teacher,classroom,2,2,3,2
cfm_v5_1549631805df994df60151498b2a864c9d3984c8eb_s,cfm_v5_1549631805df994df60151498b2a864c9d3984c8eb_s.csv,22,male,french,french,student,,cfm_v5_1549631805df994df60151498b2a864c9d3984c8eb_s_trial_005,5,art,picture,painting,statue,4,4,3,5
cfm_v5_1549631805df994df60151498b2a864c9d3984c8eb_s,cfm_v5_1549631805df994df60151498b2a864c9d3984c8eb_s.csv,22,male,french,french,student,,cfm_v5_1549631805df994df60151498b2a864c9d3984c8eb_s_trial_006,6,mathematics,abstraction,language,demonstration,5,5,4,5
cfm_v5_1549631805df994df60151498b2a864c9d3984c8eb_s,cfm_v5_1549631805df994df60151498b2a864c9d3984c8eb_s.csv,22,male,french,french,student,,cfm_v5_1549631805df994df60151498b2a864c9d3984c8eb_s_trial_007,7,biology,cells,living beings,protein,2,2,4,2
cfm_v5_1549631805df994df60151498b2a864c9d3984c8eb_s,cfm_v5_1549631805df994df60151498b2a864c9d3984c8eb_s.csv,22,male,french,french,student,,cfm_v5_1549631805df994df60151498b2a864c9d3984c8eb_s_trial_008,8,university,studies,research,professor,2,4,2,2
cfm_v5_1549631805df994df60151498b2a864c9d3984c8eb_s,cfm_v5_1549631805df994df60151498b2a864c9d3984c8eb_s.csv,22,male,french,french,student,,cfm_v5_1549631805df994df60151498b2a864c9d3984c8eb_s_trial_009,9,life,happy,love,friends,5,5,5,5
cfm_v5_1549633791d61db81d5fd686e3e2f9f59ad033dc63_s,cfm_v5_1549633791d61db81d5fd686e3e2f9f59ad033dc63_s.csv,29,male,italian,italian,Data Science Employee,,cfm_v5_1549633791d61db81d5fd686e3e2f9f59ad033dc63_s_trial_000,0,school,studying,homework,teenager,4,4,2,4
cfm_v5_1549633791d61db81d5fd686e3e2f9f59ad033dc63_s,cfm_v5_1549633791d61db81d5fd686e3e2f9f59ad033dc63_s.csv,29,male,italian,italian,Data Science Employee,,cfm_v5_1549633791d61db81d5fd686e3e2f9f59ad033dc63_s_trial_001,1,life,living being,animals,plants,4,4,5,5
cfm_v5_1549633791d61db81d5fd686e3e2f9f59ad033dc63_s,cfm_v5_1549633791d61db81d5fd686e3e2f9f59ad033dc63_s.csv,29,male,italian,italian,Data Science Employee,,cfm_v5_1549633791d61db81d5fd686e3e2f9f59ad033dc63_s_trial_002,2,chemistry,laboratory,electron,periodic table,4,3,4,4
cfm_v5_1549633791d61db81d5fd686e3e2f9f59ad033dc63_s,cfm_v5_1549633791d61db81d5fd686e3e2f9f59ad033dc63_s.csv,29,male,italian,italian,Data Science Employee,,cfm_v5_1549633791d61db81d5fd686e3e2f9f59ad033dc63_s_trial_003,3,mathematics,school,university,rigorous,5,3,4,3
cfm_v5_1549633791d61db81d5fd686e3e2f9f59ad033dc63_s,cfm_v5_1549633791d61db81d5fd686e3e2f9f59ad033dc63_s.csv,29,male,italian,italian,Data Science Employee,,cfm_v5_1549633791d61db81d5fd686e3e2f9f59ad033dc63_s_trial_004,4,system,equations,model,linear,3,2,5,4
cfm_v5_1549633791d61db81d5fd686e3e2f9f59ad033dc63_s,cfm_v5_1549633791d61db81d5fd686e3e2f9f59ad033dc63_s.csv,29,male,italian,italian,Data Science Employee,,cfm_v5_1549633791d61db81d5fd686e3e2f9f59ad033dc63_s_trial_005,5,complex,system,emergent,descriptive,5,4,5,5
cfm_v5_1549633791d61db81d5fd686e3e2f9f59ad033dc63_s,cfm_v5_1549633791d61db81d5fd686e3e2f9f59ad033dc63_s.csv,29,male,italian,italian,Data Science Employee,,cfm_v5_1549633791d61db81d5fd686e3e2f9f59ad033dc63_s_trial_006,6,university,study,mathematics,professor,5,4,5,4
cfm_v5_1549633791d61db81d5fd686e3e2f9f59ad033dc63_s,cfm_v5_1549633791d61db81d5fd686e3e2f9f59ad033dc63_s.csv,29,male,italian,italian,Data Science Employee,,cfm_v5_1549633791d61db81d5fd686e3e2f9f59ad033dc63_s_trial_007,7,biology,animals,plants,cell,5,5,5,5
cfm_v5_1549633791d61db81d5fd686e3e2f9f59ad033dc63_s,cfm_v5_1549633791d61db81d5fd686e3e2f9f59ad033dc63_s.csv,29,male,italian,italian,Data Science Employee,,cfm_v5_1549633791d61db81d5fd686e3e2f9f59ad033dc63_s_trial_008,8,art,painting,sculpture,architecture,5,5,5,4
cfm_v5_1549633791d61db81d5fd686e3e2f9f59ad033dc63_s,cfm_v5_1549633791d61db81d5fd686e3e2f9f59ad033dc63_s.csv,29,male,italian,italian,Data Science Employee,,cfm_v5_1549633791d61db81d5fd686e3e2f9f59ad033dc63_s_trial_009,9,physics,quantum,relativity,biophysics,4,2,4,5
cfm_v5_1549907572c782a9a152fe6021108627f6c51ce43a_s,cfm_v5_1549907572c782a9a152fe6021108627f6c51ce43a_s.csv,36,male,usa,english,professor,,cfm_v5_1549907572c782a9a152fe6021108627f6c51ce43a_s_trial_000,0,art,color,painting,see,4,5,4,5
cfm_v5_1549907572c782a9a152fe6021108627f6c51ce43a_s,cfm_v5_1549907572c782a9a152fe6021108627f6c51ce43a_s.csv,36,male,usa,english,professor,,cfm_v5_1549907572c782a9a152fe6021108627f6c51ce43a_s_trial_001,1,biology,animal,body,earth,2,4,4,4
cfm_v5_1549907572c782a9a152fe6021108627f6c51ce43a_s,cfm_v5_1549907572c782a9a152fe6021108627f6c51ce43a_s.csv,36,male,usa,english,professor,,cfm_v5_1549907572c782a9a152fe6021108627f6c51ce43a_s_trial_002,2,school,learn,teacher,student,3,5,4,4
cfm_v5_1549907572c782a9a152fe6021108627f6c51ce43a_s,cfm_v5_1549907572c782a9a152fe6021108627f6c51ce43a_s.csv,36,male,usa,english,professor,,cfm_v5_1549907572c782a9a152fe6021108627f6c51ce43a_s_trial_003,3,university,study,student,learn,3,2,4,5
cfm_v5_1549907572c782a9a152fe6021108627f6c51ce43a_s,cfm_v5_1549907572c782a9a152fe6021108627f6c51ce43a_s.csv,36,male,usa,english,professor,,cfm_v5_1549907572c782a9a152fe6021108627f6c51ce43a_s_trial_004,4,system,network,sets,interaction,3,3,3,3
cfm_v5_1549907572c782a9a152fe6021108627f6c51ce43a_s,cfm_v5_1549907572c782a9a152fe6021108627f6c51ce43a_s.csv,36,male,usa,english,professor,,cfm_v5_1549907572c782a9a152fe6021108627f6c51ce43a_s_trial_005,5,life,breath,body,system,4,3,4,3
cfm_v5_1549907572c782a9a152fe6021108627f6c51ce43a_s,cfm_v5_1549907572c782a9a152fe6021108627f6c51ce43a_s.csv,36,male,usa,english,professor,,cfm_v5_1549907572c782a9a152fe6021108627f6c51ce43a_s_trial_006,6,complex,challenging,worth,understand,2,1,4,4
cfm_v5_1549907572c782a9a152fe6021108627f6c51ce43a_s,cfm_v5_1549907572c782a9a152fe6021108627f6c51ce43a_s.csv,36,male,usa,english,professor,,cfm_v5_1549907572c782a9a152fe6021108627f6c51ce43a_s_trial_007,7,chemistry,reaction,liquid,solution,3,3,3,3
cfm_v5_1549907572c782a9a152fe6021108627f6c51ce43a_s,cfm_v5_1549907572c782a9a152fe6021108627f6c51ce43a_s.csv,36,male,usa,english,professor,,cfm_v5_1549907572c782a9a152fe6021108627f6c51ce43a_s_trial_008,8,mathematics,formula,symbol,number,3,2,3,3
cfm_v5_1549907572c782a9a152fe6021108627f6c51ce43a_s,cfm_v5_1549907572c782a9a152fe6021108627f6c51ce43a_s.csv,36,male,usa,english,professor,,cfm_v5_1549907572c782a9a152fe6021108627f6c51ce43a_s_trial_009,9,physics,interaction,small,large,3,3,3,3
cfm_v5_15499093297f232b7cbfe51caf744a680af21290d2_s,cfm_v5_15499093297f232b7cbfe51caf744a680af21290d2_s.csv,35,male,uk,english,dr,,cfm_v5_15499093297f232b7cbfe51caf744a680af21290d2_s_trial_000,0,mathematics,geometry,science,life,,,,
cfm_v5_15499093297f232b7cbfe51caf744a680af21290d2_s,cfm_v5_15499093297f232b7cbfe51caf744a680af21290d2_s.csv,35,male,uk,english,dr,,cfm_v5_15499093297f232b7cbfe51caf744a680af21290d2_s_trial_001,1,life,spirit,animal,eat,5,4,5,4
cfm_v5_15499093297f232b7cbfe51caf744a680af21290d2_s,cfm_v5_15499093297f232b7cbfe51caf744a680af21290d2_s.csv,35,male,uk,english,dr,,cfm_v5_15499093297f232b7cbfe51caf744a680af21290d2_s_trial_002,2,university,study,book,library,4,4,5,5
cfm_v5_15499093297f232b7cbfe51caf744a680af21290d2_s,cfm_v5_15499093297f232b7cbfe51caf744a680af21290d2_s.csv,35,male,uk,english,dr,,cfm_v5_15499093297f232b7cbfe51caf744a680af21290d2_s_trial_003,3,school,child,learn,lesson,4,4,5,4
cfm_v5_15499093297f232b7cbfe51caf744a680af21290d2_s,cfm_v5_15499093297f232b7cbfe51caf744a680af21290d2_s.csv,35,male,uk,english,dr,,cfm_v5_15499093297f232b7cbfe51caf744a680af21290d2_s_trial_004,4,system,network,boring,authority,3,4,2,2
cfm_v5_15499093297f232b7cbfe51caf744a680af21290d2_s,cfm_v5_15499093297f232b7cbfe51caf744a680af21290d2_s.csv,35,male,uk,english,dr,,cfm_v5_15499093297f232b7cbfe51caf744a680af21290d2_s_trial_005,5,complex,system,network,science,3,3,4,4
cfm_v5_15499093297f232b7cbfe51caf744a680af21290d2_s,cfm_v5_15499093297f232b7cbfe51caf744a680af21290d2_s.csv,35,male,uk,english,dr,,cfm_v5_15499093297f232b7cbfe51caf744a680af21290d2_s_trial_006,6,biology,animals,life,cells,4,5,5,3
cfm_v5_15499093297f232b7cbfe51caf744a680af21290d2_s,cfm_v5_15499093297f232b7cbfe51caf744a680af21290d2_s.csv,35,male,uk,english,dr,,cfm_v5_15499093297f232b7cbfe51caf744a680af21290d2_s_trial_007,7,art,paiting,sculpture,creativity,5,5,4,5
