"","trial","stimulus","target1","target2","support","endswith","stimcode_target","stimcode_foil","targetUP","targetDOWN","foil","targetwhere","KEY","RT","Accuracy","ID"
"1292",77,"PARTONCELLO","tavolo","albero",0.402321232170136,"o",24,"15","albero","tavolo","MUSTONCELLO","left",1,2070,1,16
"1293",78,"GIUBBIATURA","giacca","scarpa",0.458165374529759,"a",13,"31","scarpa","giacca","COTTOLIOLIA","right",2,1760,1,16
"1294",79,"MURANTURIA","roccia","scarpa",0.413419863177116,"a",33,"11","roccia","scarpa","GIUBBITINA","right",2,2800,1,16
"1295",80,"MURICATTOLA","finestra","roccia",0.47764464953134,"a",12,"10","roccia","finestra","VESTINETTA","left",1,2927,1,16
"1296",81,"MUSTONCELLO","albero","violino",0.431915544858551,"o",15,"19","violino","albero","SUONANELLO","right",1,1975,0,16
"1297",1,"PANCOTTELLA","torta","scarpa",0.397920796868293,"a",37,"31","scarpa","torta","COTTOLIOLIA","left",1,6376,1,17
"1298",2,"FIOCOSCRIO","libro","prato",0.393283359880707,"o",36,"25","prato","libro","CIGOLITELLO","right",2,5834,1,17
"1299",3,"POZZONELLA","acqua","finestra",0.456575135142585,"a",18,"45","acqua","finestra","RETTIELLIA","right",2,4778,1,17
"1300",4,"IDRANGIA","acqua","insalata",0.49500547062065,"a",3,"8","acqua","insalata","CLIETTONDOLA","left",1,3793,1,17
"1301",5,"SDRAIOLIO","tavolo","tramonto",0.395415084081465,"o",26,"19","tramonto","tavolo","SUONANELLO","left",1,4780,1,17
"1302",6,"PALCAVERIA","piazza","roccia",0.452228311893175,"a",16,"34","piazza","roccia","CLICCATTOLA","right",2,7411,1,17
"1303",7,"RAPALINCIO","martello","prato",0.388931499641466,"o",33,"26","martello","prato","SDRAIOLIO","left",1,5374,1,17
"1304",8,"FIORARIOLO","tramonto","vaso",0.46144142963819,"o",8,"20","tramonto","vaso","SRADINELLO","left",1,3436,1,17
"1305",9,"CENSARELLINA","torta","bambola",0.471218182999293,"a",7,"36","bambola","torta","CINCOTTELLA","left",1,5877,1,17
"1306",10,"RABELLIMENTO","libro","specchio",0.395756074912868,"o",28,"16","libro","specchio","ROCCERIOLO","left",1,5174,1,17
"1307",11,"FIORECCIANDOLO","albero","fazzoletto",0.501467247177442,"o",2,"34","fazzoletto","albero","PICATTOLO","left",1,6297,1,17
"1308",12,"SUONANNARIO","tramonto","violino",0.436999752503265,"o",12,"21","tramonto","violino","SUONISCRIO","right",2,10152,1,17
"1309",13,"SUONANELLO","prato","violino",0.42092393031434,"o",19,"36","prato","violino","FIOCOSCRIO","left",1,9543,1,17
"1310",14,"VISUONDOLO","specchio","violino",0.391008337445416,"o",31,"9","specchio","violino","SEDINOCCIO","left",1,4571,1,17
"1311",15,"MURANTURIA","roccia","scarpa",0.413419863177116,"a",33,"23","roccia","scarpa","IMMONTURA","left",1,7558,1,17
"1312",16,"SGUARELLIO","specchio","fazzoletto",0.470165895488278,"o",3,"22","specchio","fazzoletto","LUMERSTERSIMO","left",1,7879,1,17
"1313",17,"IDRACIOLA","acqua","roccia",0.522737584353153,"a",1,"44","acqua","roccia","SENDINAIA","right",2,5875,1,17
"1314",18,"IDRATOLANA","acqua","scarpa",0.429187881125278,"a",26,"16","scarpa","acqua","PALCAVERIA","right",2,4441,1,17
"1315",19,"GIAPRIATOLA","finestra","piazza",0.409918163079235,"a",35,"17","finestra","piazza","CAPPETTELLA","left",2,9270,0,17
"1316",20,"SPURIALLIO","specchio","prato",0.378012446652611,"o",35,"12","specchio","prato","SUONANNARIO","left",1,3143,1,17
"1317",21,"ARMORICELLO","vaso","violino",0.460998958069288,"o",7,"18","vaso","violino","NARAMPICOLO","right",2,4300,1,17
"1318",22,"SDRANZIA","camera","tenda",0.371844310953691,"a",43,"19","camera","tenda","TERNOTELLA","right",2,9719,1,17
"1319",23,"FIOTTINO","prato","fazzoletto",0.467692295329747,"o",4,"15","prato","fazzoletto","MUSTONCELLO","right",2,5978,1,17
"1320",24,"SUONCOLLO","tavolo","violino",0.41212082349233,"o",27,"13","tavolo","violino","SUONACARIO","right",1,8977,0,17
"1321",25,"FRICOTTELA","torta","insalata",0.477677004296455,"a",5,"10","insalata","torta","VESTINETTA","right",2,7064,1,17
"1322",26,"SENDINAIA","camera","piazza",0.365935804289337,"a",44,"39","piazza","camera","SICCOTTELA","left",1,9209,1,17
"1323",27,"FIORICELLO","albero","vaso",0.486247009630272,"o",6,"5","vaso","albero","FIONCOLIOLO","right",2,7970,1,17
"1324",28,"VESTINETTA","giacca","insalata",0.465134941301442,"a",10,"14","giacca","insalata","CLIETTOLA","right",2,7390,1,17
"1325",29,"SUONACARIO","martello","violino",0.431931557252949,"o",13,"1","violino","martello","FIORINELLO","right",2,5252,1,17
"1326",30,"PARTONCELLO","tavolo","albero",0.402321232170136,"o",24,"17","tavolo","albero","CERBOSCELLO","right",1,10593,0,17
"1327",31,"SDRANGOLIO","tavolo","specchio",0.388372680304045,"o",30,"7","specchio","tavolo","ARMORICELLO","right",2,9604,1,17
"1328",32,"BANDINAIA","tenda","piazza",0.388122936208263,"a",41,"4","tenda","piazza","ERRACIOLINA","right",1,4798,0,17
"1329",33,"GIUBBIATURA","giacca","scarpa",0.458165374529759,"a",13,"33","scarpa","giacca","MURANTURIA","right",2,5917,1,17
"1330",34,"CAMATINCIA","giacca","piazza",0.428157076417196,"a",28,"29","piazza","giacca","IDRANDINA","left",1,7396,1,17
"1331",35,"CERBOSCELLO","albero","prato",0.430747408233241,"o",17,"2","albero","prato","FIORECCIANDOLO","right",1,6614,0,17
"1332",36,"POZZETTERIA","acqua","piazza",0.415528522970472,"a",32,"6","acqua","piazza","LAVESCIA","right",2,2797,1,17
"1333",37,"FIORINELLO","vaso","fazzoletto",0.49666509075676,"o",1,"27","fazzoletto","vaso","SUONCOLLO","right",2,5135,1,17
"1334",38,"MURICATTOLA","finestra","roccia",0.47764464953134,"a",12,"38","finestra","roccia","SICCOTTELLA","right",2,7825,1,17
"1335",39,"GHIANCIOLA","torta","roccia",0.424879623594919,"a",24,"43","roccia","torta","SDRANZIA","right",2,8735,1,17
"1336",40,"RETTIELLIA","camera","scarpa",0.333051299054932,"a",45,"35","scarpa","camera","GIAPRIATOLA","right",1,8003,0,17
"1337",41,"ERRACIOLINA","insalata","roccia",0.485320022334696,"a",4,"1","insalata","roccia","IDRACIOLA","right",2,8051,1,17
"1338",42,"NARAMPICOLO","libro","albero",0.419717897675257,"o",18,"30","albero","libro","SDRANGOLIO","right",2,7832,1,17
"1339",43,"VESTOLETTA","giacca","bambola",0.488970016213063,"a",2,"20","bambola","giacca","GOCCOTTELLA","right",2,11810,1,17
"1340",44,"ROSCESCOLO","albero","tramonto",0.428075432001771,"o",14,"11","tramonto","albero","CROIETTOLO","right",2,7270,1,17
"1341",45,"IDRANDINA","acqua","camera",0.422081829736095,"a",29,"24","acqua","camera","GHIANCIOLA","left",1,6512,1,17
"1342",46,"CLICCATTOLA","finestra","scarpa",0.415522183561553,"a",34,"25","finestra","scarpa","BANCOTTINA","left",1,5279,1,17
"1343",47,"SEDINOCCIO","tavolo","fazzoletto",0.448979713721618,"o",9,"3","fazzoletto","tavolo","SGUARELLIO","left",1,11484,1,17
"1344",48,"LAVESCIA","acqua","giacca",0.477502876286935,"a",6,"40","giacca","acqua","ARMONTURIA","right",2,3931,1,17
"1345",49,"TERNOTELLA","finestra","tenda",0.447458904846507,"a",19,"12","finestra","tenda","MURICATTOLA","left",2,8414,0,17
"1346",50,"POZZANELLA","acqua","tenda",0.456784940153879,"a",15,"26","acqua","tenda","IDRATOLANA","left",2,7057,0,17
"1347",51,"ARMONTURIA","camera","roccia",0.386541859114092,"a",40,"30","camera","roccia","APRIATTOLA","left",2,10050,0,17
"1348",52,"CINCOTTELLA","torta","piazza",0.400446741017095,"a",36,"7","torta","piazza","CENSARELLINA","right",1,8100,0,17
"1349",53,"SDRAIARELLO","tavolo","prato",0.396708350305362,"o",32,"31","prato","tavolo","VISUONDOLO","left",1,5359,1,17
"1350",54,"GOCCOTTELLA","acqua","torta",0.435659146467781,"a",20,"11","torta","acqua","GIUBBITINA","left",1,4823,1,17
"1351",55,"MUSTONCELLO","albero","violino",0.431915544858551,"o",15,"8","violino","albero","FIORARIOLO","right",1,7832,0,17
"1352",56,"SUONISCRIO","libro","violino",0.418887002616857,"o",21,"6","libro","violino","FIORICELLO","right",2,3792,1,17
"1353",57,"FIORISITOLO","libro","vaso",0.44605935197955,"o",10,"28","libro","vaso","RABELLIMENTO","left",2,5450,0,17
"1354",58,"LUMERSTERSIMO","libro","tramonto",0.406360856583771,"o",22,"10","tramonto","libro","FIORISITOLO","left",1,3940,1,17
"1355",59,"BANCOTTINA","insalata","piazza",0.425915829591933,"a",25,"22","insalata","piazza","GIUBBIATINA","right",2,4456,1,17
"1356",60,"CLIETTOLA","finestra","insalata",0.465481192509731,"a",14,"2","finestra","insalata","VESTOLETTA","left",2,10297,0,17
"1357",61,"FIONCOLIOLO","vaso","prato",0.466683748642467,"o",5,"14","vaso","prato","ROSCESCOLO","right",1,7719,0,17
"1358",62,"FRIGLIANZA","tenda","insalata",0.434661479816257,"a",21,"32","tenda","insalata","POZZETTERIA","left",1,5993,1,17
"1359",63,"COSTRELLINA","bambola","roccia",0.471669218334297,"a",9,"3","bambola","roccia","IDRANGIA","left",1,2831,1,17
"1360",64,"POLIETTOLA","finestra","torta",0.419978313494715,"a",27,"37","torta","finestra","PANCOTTELLA","left",2,6376,0,17
"1361",65,"APRIATTOLA","camera","finestra",0.445083660259352,"a",30,"41","finestra","camera","BANDINAIA","left",1,6665,1,17
"1362",66,"SDRAIATURA","tenda","scarpa",0.373875599810904,"a",42,"15","tenda","scarpa","POZZANELLA","right",1,6681,0,17
"1363",67,"CAPPETTELLA","torta","giacca",0.445503404450181,"a",17,"5","giacca","torta","FRICOTTELA","left",2,5067,0,17
"1364",68,"CLIETTONDOLA","finestra","giacca",0.48483531848458,"a",8,"42","finestra","giacca","SDRAIATURA","right",2,10954,1,17
"1365",69,"GRAMINELLO","tavolo","vaso",0.405468191411038,"o",23,"33","tavolo","vaso","RAPALINCIO","right",2,7581,1,17
"1366",70,"ROCCERIOLO","martello","vaso",0.422465845764188,"o",16,"23","vaso","martello","GRAMINELLO","left",1,5868,1,17
"1367",71,"SICCOTTELLA","torta","tenda",0.39775601139806,"a",38,"28","torta","tenda","CAMATINCIA","left",1,6271,1,17
"1368",72,"COTTOLIOLIA","camera","insalata",0.422850505618225,"a",31,"18","camera","insalata","POZZONELLA","left",1,13573,1,17
"1369",73,"SICCOTTELA","camera","torta",0.396127824434801,"a",39,"21","camera","torta","FRIGLIANZA","right",1,7172,0,17
"1370",74,"IMMONTURA","tenda","roccia",0.436838143983005,"a",23,"27","roccia","tenda","POLIETTOLA","right",2,8464,1,17
"1371",75,"GIUBBITINA","giacca","tenda",0.478935582879313,"a",11,"13","giacca","tenda","GIUBBIATURA","right",1,7675,0,17
"1372",76,"CROIETTOLO","muro","specchio",0.439610410800281,"o",11,"24","muro","specchio","PARTONCELLO","left",1,9492,1,17
"1373",77,"PICATTOLO","libro","martello",0.381508508624341,"o",34,"35","martello","libro","SPURIALLIO","right",2,3506,1,17
"1374",78,"GIUBBIATINA","camera","giacca",0.440875607098327,"a",22,"9","camera","giacca","COSTRELLINA","right",2,5225,1,17
"1375",79,"CIGOLITELLO","tavolo","muro",0.398585908766644,"o",25,"4","muro","tavolo","FIOTTINO","left",2,6255,0,17
"1376",80,"SRADINELLO","albero","specchio",0.424257493886018,"o",20,"32","albero","specchio","SDRAIARELLO","left",2,6339,0,17
"1377",81,"SPALENTOLO","specchio","martello",0.399203699451159,"o",29,"undefined","specchio","martello","undefined","left",1,3123,1,17
"1378",1,"GRAMINELLO","tavolo","vaso",0.405468191411038,"o",23,"8","vaso","tavolo","FIORARIOLO","left",2,3099,0,18
"1379",2,"POZZONELLA","acqua","finestra",0.456575135142585,"a",18,"11","acqua","finestra","GIUBBITINA","left",1,2417,1,18
"1380",3,"PARTONCELLO","tavolo","albero",0.402321232170136,"o",24,"36","albero","tavolo","FIOCOSCRIO","right",2,1941,1,18
"1381",4,"CAPPETTELLA","torta","giacca",0.445503404450181,"a",17,"38","torta","giacca","SICCOTTELLA","left",2,2007,0,18
"1382",5,"CERBOSCELLO","albero","prato",0.430747408233241,"o",17,"16","prato","albero","ROCCERIOLO","right",2,1886,1,18
"1383",6,"SEDINOCCIO","tavolo","fazzoletto",0.448979713721618,"o",9,"17","tavolo","fazzoletto","CERBOSCELLO","left",1,1915,1,18
"1384",7,"RETTIELLIA","camera","scarpa",0.333051299054932,"a",45,"19","scarpa","camera","TERNOTELLA","left",2,3461,0,18
"1385",8,"CLICCATTOLA","finestra","scarpa",0.415522183561553,"a",34,"41","finestra","scarpa","BANDINAIA","right",1,1689,0,18
"1386",9,"SUONISCRIO","libro","violino",0.418887002616857,"o",21,"31","violino","libro","VISUONDOLO","left",1,1902,1,18
"1387",10,"ARMONTURIA","camera","roccia",0.386541859114092,"a",40,"15","camera","roccia","POZZANELLA","left",1,1591,1,18
"1388",11,"SICCOTTELLA","torta","tenda",0.39775601139806,"a",38,"14","tenda","torta","CLIETTOLA","left",1,1666,1,18
"1389",12,"BANDINAIA","tenda","piazza",0.388122936208263,"a",41,"3","tenda","piazza","IDRANGIA","right",2,1680,1,18
"1390",13,"IDRATOLANA","acqua","scarpa",0.429187881125278,"a",26,"8","acqua","scarpa","CLIETTONDOLA","left",1,1781,1,18
"1391",14,"MUSTONCELLO","albero","violino",0.431915544858551,"o",15,"7","violino","albero","ARMORICELLO","right",2,2612,1,18
"1392",15,"PALCAVERIA","piazza","roccia",0.452228311893175,"a",16,"39","roccia","piazza","SICCOTTELA","left",1,2113,1,18
"1393",16,"ERRACIOLINA","insalata","roccia",0.485320022334696,"a",4,"17","roccia","insalata","CAPPETTELLA","right",2,1550,1,18
"1394",17,"SDRAIOLIO","tavolo","tramonto",0.395415084081465,"o",26,"24","tramonto","tavolo","PARTONCELLO","left",1,1667,1,18
"1395",18,"PICATTOLO","libro","martello",0.381508508624341,"o",34,"1","libro","martello","FIORINELLO","left",1,1711,1,18
"1396",19,"CENSARELLINA","torta","bambola",0.471218182999293,"a",7,"5","torta","bambola","FRICOTTELA","right",1,2360,0,18
"1397",20,"GOCCOTTELLA","acqua","torta",0.435659146467781,"a",20,"22","acqua","torta","GIUBBIATINA","left",2,1463,0,18
"1398",21,"CROIETTOLO","muro","specchio",0.439610410800281,"o",11,"29","muro","specchio","SPALENTOLO","right",1,1918,0,18
"1399",22,"BANCOTTINA","insalata","piazza",0.425915829591933,"a",25,"44","piazza","insalata","SENDINAIA","right",1,1946,0,18
"1400",23,"SUONANELLO","prato","violino",0.42092393031434,"o",19,"10","violino","prato","FIORISITOLO","left",1,1712,1,18
"1401",24,"ROSCESCOLO","albero","tramonto",0.428075432001771,"o",14,"2","albero","tramonto","FIORECCIANDOLO","right",1,1800,0,18
"1402",25,"SENDINAIA","camera","piazza",0.365935804289337,"a",44,"21","camera","piazza","FRIGLIANZA","right",2,2161,1,18
"1403",26,"VESTINETTA","giacca","insalata",0.465134941301442,"a",10,"31","insalata","giacca","COTTOLIOLIA","right",1,1601,0,18
"1404",27,"POZZANELLA","acqua","tenda",0.456784940153879,"a",15,"33","tenda","acqua","MURANTURIA","left",1,1188,1,18
"1405",28,"FIORARIOLO","tramonto","vaso",0.46144142963819,"o",8,"6","vaso","tramonto","FIORICELLO","right",1,2895,0,18
"1406",29,"SGUARELLIO","specchio","fazzoletto",0.470165895488278,"o",3,"4","fazzoletto","specchio","FIOTTINO","left",2,1826,0,18
"1407",30,"RABELLIMENTO","libro","specchio",0.395756074912868,"o",28,"23","specchio","libro","GRAMINELLO","right",1,1822,0,18
"1408",31,"FRIGLIANZA","tenda","insalata",0.434661479816257,"a",21,"18","tenda","insalata","POZZONELLA","right",2,2999,1,18
"1409",32,"SUONCOLLO","tavolo","violino",0.41212082349233,"o",27,"30","violino","tavolo","SDRANGOLIO","right",2,1809,1,18
"1410",33,"APRIATTOLA","camera","finestra",0.445083660259352,"a",30,"34","finestra","camera","CLICCATTOLA","left",1,1939,1,18
"1411",34,"ARMORICELLO","vaso","violino",0.460998958069288,"o",7,"21","vaso","violino","SUONISCRIO","right",1,1433,0,18
"1412",35,"IMMONTURA","tenda","roccia",0.436838143983005,"a",23,"4","roccia","tenda","ERRACIOLINA","right",1,1589,0,18
"1413",36,"MURANTURIA","roccia","scarpa",0.413419863177116,"a",33,"29","scarpa","roccia","IDRANDINA","left",1,1640,1,18
"1414",37,"TERNOTELLA","finestra","tenda",0.447458904846507,"a",19,"6","finestra","tenda","LAVESCIA","left",1,1643,1,18
"1415",38,"GIUBBIATINA","camera","giacca",0.440875607098327,"a",22,"27","camera","giacca","POLIETTOLA","left",1,1275,1,18
"1416",39,"SPALENTOLO","specchio","martello",0.399203699451159,"o",29,"34","martello","specchio","PICATTOLO","right",1,1517,0,18
"1417",40,"LAVESCIA","acqua","giacca",0.477502876286935,"a",6,"24","giacca","acqua","GHIANCIOLA","right",2,1459,1,18
"1418",41,"CINCOTTELLA","torta","piazza",0.400446741017095,"a",36,"26","piazza","torta","IDRATOLANA","left",1,1566,1,18
"1419",42,"VISUONDOLO","specchio","violino",0.391008337445416,"o",31,"32","violino","specchio","SDRAIARELLO","right",2,1427,1,18
"1420",43,"ROCCERIOLO","martello","vaso",0.422465845764188,"o",16,"15","martello","vaso","MUSTONCELLO","left",1,1388,1,18
"1421",44,"LUMERSTERSIMO","libro","tramonto",0.406360856583771,"o",22,"25","libro","tramonto","CIGOLITELLO","right",2,1666,1,18
"1422",45,"FIORECCIANDOLO","albero","fazzoletto",0.501467247177442,"o",2,"20","albero","fazzoletto","SRADINELLO","left",1,2032,1,18
"1423",46,"FIOTTINO","prato","fazzoletto",0.467692295329747,"o",4,"11","prato","fazzoletto","CROIETTOLO","right",2,1773,1,18
"1424",47,"SDRANZIA","camera","tenda",0.371844310953691,"a",43,"10","camera","tenda","VESTINETTA","left",1,1935,1,18
"1425",48,"FIORISITOLO","libro","vaso",0.44605935197955,"o",10,"33","libro","vaso","RAPALINCIO","left",1,1636,1,18
"1426",49,"FIONCOLIOLO","vaso","prato",0.466683748642467,"o",5,"27","prato","vaso","SUONCOLLO","right",2,1854,1,18
"1427",50,"CLIETTONDOLA","finestra","giacca",0.48483531848458,"a",8,"45","finestra","giacca","RETTIELLIA","left",1,1562,1,18
"1428",51,"GIAPRIATOLA","finestra","piazza",0.409918163079235,"a",35,"42","piazza","finestra","SDRAIATURA","left",1,1689,1,18
"1429",52,"SDRAIARELLO","tavolo","prato",0.396708350305362,"o",32,"35","tavolo","prato","SPURIALLIO","right",1,1814,0,18
"1430",53,"FIOCOSCRIO","libro","prato",0.393283359880707,"o",36,"13","libro","prato","SUONACARIO","left",1,1816,1,18
"1431",54,"MURICATTOLA","finestra","roccia",0.47764464953134,"a",12,"35","finestra","roccia","GIAPRIATOLA","right",2,2246,1,18
"1432",55,"GHIANCIOLA","torta","roccia",0.424879623594919,"a",24,"36","torta","roccia","CINCOTTELLA","left",1,1741,1,18
"1433",56,"SDRAIATURA","tenda","scarpa",0.373875599810904,"a",42,"40","tenda","scarpa","ARMONTURIA","right",2,2441,1,18
"1434",57,"RAPALINCIO","martello","prato",0.388931499641466,"o",33,"3","prato","martello","SGUARELLIO","right",1,2592,0,18
"1435",58,"IDRACIOLA","acqua","roccia",0.522737584353153,"a",1,"7","acqua","roccia","CENSARELLINA","left",1,1127,1,18
"1436",59,"COSTRELLINA","bambola","roccia",0.471669218334297,"a",9,"16","bambola","roccia","PALCAVERIA","right",2,1514,1,18
"1437",60,"SRADINELLO","albero","specchio",0.424257493886018,"o",20,"5","albero","specchio","FIONCOLIOLO","left",1,1570,1,18
"1438",61,"GIUBBITINA","giacca","tenda",0.478935582879313,"a",11,"20","giacca","tenda","GOCCOTTELLA","right",2,1483,1,18
"1439",62,"NARAMPICOLO","libro","albero",0.419717897675257,"o",18,"22","libro","albero","LUMERSTERSIMO","left",2,1300,0,18
"1440",63,"CAMATINCIA","giacca","piazza",0.428157076417196,"a",28,"13","piazza","giacca","GIUBBIATURA","right",1,1105,0,18
"1441",64,"PANCOTTELLA","torta","scarpa",0.397920796868293,"a",37,"28","torta","scarpa","CAMATINCIA","left",1,1285,1,18
"1442",65,"FRICOTTELA","torta","insalata",0.477677004296455,"a",5,"32","torta","insalata","POZZETTERIA","right",2,1371,1,18
"1443",66,"SICCOTTELA","camera","torta",0.396127824434801,"a",39,"2","torta","camera","VESTOLETTA","left",1,2188,1,18
"1444",67,"VESTOLETTA","giacca","bambola",0.488970016213063,"a",2,"12","giacca","bambola","MURICATTOLA","right",2,1979,1,18
"1445",68,"GIUBBIATURA","giacca","scarpa",0.458165374529759,"a",13,"43","giacca","scarpa","SDRANZIA","right",2,1950,1,18
"1446",69,"POLIETTOLA","finestra","torta",0.419978313494715,"a",27,"1","finestra","torta","IDRACIOLA","right",2,2584,1,18
"1447",70,"SDRANGOLIO","tavolo","specchio",0.388372680304045,"o",30,"9","specchio","tavolo","SEDINOCCIO","left",1,2771,1,18
"1448",71,"CIGOLITELLO","tavolo","muro",0.398585908766644,"o",25,"19","muro","tavolo","SUONANELLO","right",2,1489,1,18
"1449",72,"FIORINELLO","vaso","fazzoletto",0.49666509075676,"o",1,"28","fazzoletto","vaso","RABELLIMENTO","right",1,1426,0,18
"1450",73,"FIORICELLO","albero","vaso",0.486247009630272,"o",6,"12","albero","vaso","SUONANNARIO","right",2,1675,1,18
"1451",74,"SPURIALLIO","specchio","prato",0.378012446652611,"o",35,"14","prato","specchio","ROSCESCOLO","left",1,1682,1,18
"1452",75,"IDRANDINA","acqua","camera",0.422081829736095,"a",29,"25","camera","acqua","BANCOTTINA","right",1,1551,0,18
"1453",76,"POZZETTERIA","acqua","piazza",0.415528522970472,"a",32,"9","acqua","piazza","COSTRELLINA","left",1,1087,1,18
"1454",77,"COTTOLIOLIA","camera","insalata",0.422850505618225,"a",31,"37","camera","insalata","PANCOTTELLA","left",2,2362,0,18
"1455",78,"SUONANNARIO","tramonto","violino",0.436999752503265,"o",12,"18","violino","tramonto","NARAMPICOLO","right",2,1839,1,18
"1456",79,"IDRANGIA","acqua","insalata",0.49500547062065,"a",3,"30","acqua","insalata","APRIATTOLA","left",1,1140,1,18
"1457",80,"CLIETTOLA","finestra","insalata",0.465481192509731,"a",14,"23","insalata","finestra","IMMONTURA","right",2,1781,1,18
"1458",81,"SUONACARIO","martello","violino",0.431931557252949,"o",13,"26","violino","martello","SDRAIOLIO","right",2,1647,1,18
"1459",1,"IDRANGIA","acqua","insalata",0.49500547062065,"a",3,"4","insalata","acqua","ERRACIOLINA","left",1,5854,1,19
"1460",2,"POLIETTOLA","finestra","torta",0.419978313494715,"a",27,"28","torta","finestra","CAMATINCIA","left",2,7622,0,19
"1461",3,"CENSARELLINA","torta","bambola",0.471218182999293,"a",7,"21","torta","bambola","FRIGLIANZA","left",1,20000,99,19
"1462",4,"ARMONTURIA","camera","roccia",0.386541859114092,"a",40,"3","camera","roccia","IDRANGIA","left",1,3517,1,19
"1463",5,"RABELLIMENTO","libro","specchio",0.395756074912868,"o",28,"27","libro","specchio","SUONCOLLO","right",2,4735,1,19
"1464",6,"MUSTONCELLO","albero","violino",0.431915544858551,"o",15,"8","violino","albero","FIORARIOLO","left",1,4148,1,19
"1465",7,"SRADINELLO","albero","specchio",0.424257493886018,"o",20,"18","specchio","albero","NARAMPICOLO","right",1,5778,0,19
"1466",8,"LUMERSTERSIMO","libro","tramonto",0.406360856583771,"o",22,"6","libro","tramonto","FIORICELLO","left",1,4599,1,19
"1467",9,"SUONCOLLO","tavolo","violino",0.41212082349233,"o",27,"28","violino","tavolo","RABELLIMENTO","right",2,5034,1,19
"1468",10,"COTTOLIOLIA","camera","insalata",0.422850505618225,"a",31,"17","camera","insalata","CAPPETTELLA","right",1,5337,0,19
"1469",11,"ROSCESCOLO","albero","tramonto",0.428075432001771,"o",14,"33","albero","tramonto","RAPALINCIO","right",2,5590,1,19
"1470",12,"GIUBBIATINA","camera","giacca",0.440875607098327,"a",22,"7","giacca","camera","CENSARELLINA","left",1,6104,1,19
"1471",13,"FIONCOLIOLO","vaso","prato",0.466683748642467,"o",5,"13","prato","vaso","SUONACARIO","right",2,5802,1,19
"1472",14,"SUONANELLO","prato","violino",0.42092393031434,"o",19,"2","violino","prato","FIORECCIANDOLO","left",1,6606,1,19
"1473",15,"RETTIELLIA","camera","scarpa",0.333051299054932,"a",45,"2","camera","scarpa","VESTOLETTA","right",1,5580,0,19
"1474",16,"SICCOTTELA","camera","torta",0.396127824434801,"a",39,"25","camera","torta","BANCOTTINA","right",1,4416,0,19
"1475",17,"POZZONELLA","acqua","finestra",0.456575135142585,"a",18,"20","finestra","acqua","GOCCOTTELLA","left",1,5268,1,19
"1476",18,"IDRACIOLA","acqua","roccia",0.522737584353153,"a",1,"10","acqua","roccia","VESTINETTA","right",2,6585,1,19
"1477",19,"SUONACARIO","martello","violino",0.431931557252949,"o",13,"4","martello","violino","FIOTTINO","right",2,5427,1,19
"1478",20,"MURICATTOLA","finestra","roccia",0.47764464953134,"a",12,"26","finestra","roccia","IDRATOLANA","right",2,5224,1,19
"1479",21,"IDRATOLANA","acqua","scarpa",0.429187881125278,"a",26,"27","acqua","scarpa","POLIETTOLA","left",1,7255,1,19
"1480",22,"FRIGLIANZA","tenda","insalata",0.434661479816257,"a",21,"5","insalata","tenda","FRICOTTELA","right",1,6481,0,19
"1481",23,"SDRANZIA","camera","tenda",0.371844310953691,"a",43,"9","camera","tenda","COSTRELLINA","left",1,7348,1,19
"1482",24,"CAMATINCIA","giacca","piazza",0.428157076417196,"a",28,"24","giacca","piazza","GHIANCIOLA","right",1,6840,0,19
"1483",25,"SUONISCRIO","libro","violino",0.418887002616857,"o",21,"32","libro","violino","SDRAIARELLO","left",1,4663,1,19
"1484",26,"ARMORICELLO","vaso","violino",0.460998958069288,"o",7,"10","violino","vaso","FIORISITOLO","left",2,5442,0,19
"1485",27,"PICATTOLO","libro","martello",0.381508508624341,"o",34,"19","martello","libro","SUONANELLO","right",2,6866,1,19
"1486",28,"CLIETTONDOLA","finestra","giacca",0.48483531848458,"a",8,"19","finestra","giacca","TERNOTELLA","right",1,9091,0,19
"1487",29,"BANDINAIA","tenda","piazza",0.388122936208263,"a",41,"18","piazza","tenda","POZZONELLA","left",1,3306,1,19
"1488",30,"FIORINELLO","vaso","fazzoletto",0.49666509075676,"o",1,"23","vaso","fazzoletto","GRAMINELLO","right",2,4938,1,19
"1489",31,"SENDINAIA","camera","piazza",0.365935804289337,"a",44,"39","camera","piazza","SICCOTTELA","right",1,7936,0,19
"1490",32,"CLIETTOLA","finestra","insalata",0.465481192509731,"a",14,"16","finestra","insalata","PALCAVERIA","left",2,6039,0,19
"1491",33,"CINCOTTELLA","torta","piazza",0.400446741017095,"a",36,"44","torta","piazza","SENDINAIA","right",2,6590,1,19
"1492",34,"VISUONDOLO","specchio","violino",0.391008337445416,"o",31,"36","specchio","violino","FIOCOSCRIO","left",1,7328,1,19
"1493",35,"FIORICELLO","albero","vaso",0.486247009630272,"o",6,"12","vaso","albero","SUONANNARIO","left",1,5105,1,19
"1494",36,"SEDINOCCIO","tavolo","fazzoletto",0.448979713721618,"o",9,"29","fazzoletto","tavolo","SPALENTOLO","left",2,5039,0,19
"1495",37,"CAPPETTELLA","torta","giacca",0.445503404450181,"a",17,"14","giacca","torta","CLIETTOLA","right",2,5587,1,19
"1496",38,"RAPALINCIO","martello","prato",0.388931499641466,"o",33,"21","martello","prato","SUONISCRIO","right",2,5731,1,19
