"","trial","stimulus","target1","target2","support","endswith","stimcode_target","stimcode_foil","targetUP","targetDOWN","foilUP","foilDOWN","targetwhere","KEY","RT","Accuracy","ID"
"1329",33,"LAVESCIA","acqua","giacca",0.477502876286935,"a",6,"14","giacca","acqua","finestra","insalata","left",1,4608,1,17
"1330",34,"SDRAIARELLO","tavolo","prato",0.396708350305362,"o",32,"10","prato","tavolo","vaso","libro","right",2,3350,1,17
"1331",35,"CAPPETTELLA","torta","giacca",0.445503404450181,"a",17,"30","torta","giacca","camera","finestra","right",1,6677,0,17
"1332",36,"SENDINAIA","camera","piazza",0.365935804289337,"a",44,"43","camera","piazza","tenda","camera","left",2,9950,0,17
"1333",37,"FIOTTINO","prato","fazzoletto",0.467692295329747,"o",4,"35","prato","fazzoletto","specchio","prato","left",1,3912,1,17
"1334",38,"IDRATOLANA","acqua","scarpa",0.429187881125278,"a",26,"16","acqua","scarpa","piazza","roccia","right",2,6123,1,17
"1335",39,"ERRACIOLINA","insalata","roccia",0.485320022334696,"a",4,"44","roccia","insalata","camera","piazza","left",1,3025,1,17
"1336",40,"APRIATTOLA","camera","finestra",0.445083660259352,"a",30,"4","finestra","camera","roccia","insalata","right",1,5743,0,17
"1337",41,"ROSCESCOLO","albero","tramonto",0.428075432001771,"o",14,"2","tramonto","albero","albero","fazzoletto","left",1,7392,1,17
"1338",42,"PICATTOLO","libro","martello",0.381508508624341,"o",34,"28","martello","libro","libro","specchio","left",1,2999,1,17
"1339",43,"MUSTONCELLO","albero","violino",0.431915544858551,"o",15,"13","albero","violino","violino","martello","right",1,3879,0,17
"1340",44,"ROCCERIOLO","martello","vaso",0.422465845764188,"o",16,"20","martello","vaso","specchio","albero","right",1,5814,0,17
"1341",45,"FRIGLIANZA","tenda","insalata",0.434661479816257,"a",21,"3","tenda","insalata","insalata","acqua","left",1,5365,1,17
"1342",46,"COTTOLIOLIA","camera","insalata",0.422850505618225,"a",31,"5","camera","insalata","torta","insalata","right",2,8470,1,17
"1343",47,"GIUBBITINA","giacca","tenda",0.478935582879313,"a",11,"42","giacca","tenda","scarpa","tenda","left",1,2425,1,17
"1344",48,"GIUBBIATINA","camera","giacca",0.440875607098327,"a",22,"32","giacca","camera","acqua","piazza","right",2,2231,1,17
"1345",49,"SUONCOLLO","tavolo","violino",0.41212082349233,"o",27,"5","violino","tavolo","vaso","prato","right",2,1823,1,17
"1346",50,"BANCOTTINA","insalata","piazza",0.425915829591933,"a",25,"37","piazza","insalata","torta","scarpa","left",1,4318,1,17
"1347",51,"CIGOLITELLO","tavolo","muro",0.398585908766644,"o",25,"36","muro","tavolo","prato","libro","left",1,11257,1,17
"1348",52,"IDRACIOLA","acqua","roccia",0.522737584353153,"a",1,"13","acqua","roccia","giacca","scarpa","left",1,2404,1,17
"1349",53,"SGUARELLIO","specchio","fazzoletto",0.470165895488278,"o",3,"26","fazzoletto","specchio","tavolo","tramonto","right",2,3530,1,17
"1350",54,"SDRANGOLIO","tavolo","specchio",0.388372680304045,"o",30,"6","tavolo","specchio","albero","vaso","left",1,3498,1,17
"1351",55,"FIOCOSCRIO","libro","prato",0.393283359880707,"o",36,"33","libro","prato","prato","martello","right",2,5297,1,17
"1352",56,"FIORINELLO","vaso","fazzoletto",0.49666509075676,"o",1,"31","fazzoletto","vaso","specchio","violino","left",1,4515,1,17
"1353",57,"RABELLIMENTO","libro","specchio",0.395756074912868,"o",28,"25","libro","specchio","muro","tavolo","left",2,6470,0,17
"1354",58,"COSTRELLINA","bambola","roccia",0.471669218334297,"a",9,"27","roccia","bambola","finestra","torta","left",1,9700,1,17
"1355",59,"RETTIELLIA","camera","scarpa",0.333051299054932,"a",45,"17","camera","scarpa","torta","giacca","right",1,5499,0,17
"1356",60,"IDRANGIA","acqua","insalata",0.49500547062065,"a",3,"34","insalata","acqua","scarpa","finestra","right",2,2766,1,17
"1357",61,"SICCOTTELLA","torta","tenda",0.39775601139806,"a",38,"18","torta","tenda","acqua","finestra","left",1,3501,1,17
"1358",62,"CLIETTONDOLA","finestra","giacca",0.48483531848458,"a",8,"36","finestra","giacca","torta","piazza","left",2,4393,0,17
"1359",63,"PANCOTTELLA","torta","scarpa",0.397920796868293,"a",37,"21","torta","scarpa","insalata","tenda","left",2,4608,0,17
"1360",64,"SUONANNARIO","tramonto","violino",0.436999752503265,"o",12,"17","tramonto","violino","prato","albero","right",2,2994,1,17
"1361",65,"SPURIALLIO","specchio","prato",0.378012446652611,"o",35,"3","prato","specchio","specchio","fazzoletto","right",1,5222,0,17
"1362",66,"FIORECCIANDOLO","albero","fazzoletto",0.501467247177442,"o",2,"30","albero","fazzoletto","specchio","tavolo","right",2,4009,1,17
"1363",67,"IMMONTURA","tenda","roccia",0.436838143983005,"a",23,"1","tenda","roccia","acqua","roccia","left",1,2846,1,17
"1364",68,"CENSARELLINA","torta","bambola",0.471218182999293,"a",7,"15","torta","bambola","acqua","tenda","left",1,4322,1,17
"1365",69,"CERBOSCELLO","albero","prato",0.430747408233241,"o",17,"15","albero","prato","violino","albero","right",2,4967,1,17
"1366",70,"SDRAIATURA","tenda","scarpa",0.373875599810904,"a",42,"35","tenda","scarpa","finestra","piazza","right",2,4579,1,17
"1367",71,"VISUONDOLO","specchio","violino",0.391008337445416,"o",31,"21","violino","specchio","libro","violino","left",1,6822,1,17
"1368",72,"PARTONCELLO","tavolo","albero",0.402321232170136,"o",24,"27","albero","tavolo","tavolo","violino","left",1,5786,1,17
"1369",73,"ARMORICELLO","vaso","violino",0.460998958069288,"o",7,"4","vaso","violino","prato","fazzoletto","left",2,6029,0,17
"1370",74,"GOCCOTTELLA","acqua","torta",0.435659146467781,"a",20,"11","acqua","torta","giacca","tenda","right",1,3513,0,17
"1371",75,"PALCAVERIA","piazza","roccia",0.452228311893175,"a",16,"26","roccia","piazza","acqua","scarpa","left",1,4166,1,17
"1372",76,"GIAPRIATOLA","finestra","piazza",0.409918163079235,"a",35,"9","finestra","piazza","bambola","roccia","right",2,5459,1,17
"1373",77,"CLIETTOLA","finestra","insalata",0.465481192509731,"a",14,"23","finestra","insalata","roccia","tenda","left",1,4128,1,17
"1374",78,"SUONANELLO","prato","violino",0.42092393031434,"o",19,"7","prato","violino","vaso","violino","left",1,6471,1,17
"1375",79,"MURANTURIA","roccia","scarpa",0.413419863177116,"a",33,"38","scarpa","roccia","tenda","torta","left",1,2714,1,17
"1376",80,"FRICOTTELA","torta","insalata",0.477677004296455,"a",5,"28","insalata","torta","giacca","piazza","right",2,2421,1,17
"1377",81,"POLIETTOLA","finestra","torta",0.419978313494715,"a",27,"25","finestra","torta","piazza","insalata","right",2,4793,1,17
"1378",1,"SUONANELLO","prato","violino",0.42092393031434,"o",19,"35","violino","prato","prato","specchio","left",1,2708,1,18
"1379",2,"RABELLIMENTO","libro","specchio",0.395756074912868,"o",28,"16","specchio","libro","martello","vaso","left",1,2443,1,18
"1380",3,"ROCCERIOLO","martello","vaso",0.422465845764188,"o",16,"32","martello","vaso","tavolo","prato","left",1,2249,1,18
"1381",4,"SUONCOLLO","tavolo","violino",0.41212082349233,"o",27,"10","tavolo","violino","libro","vaso","left",1,3762,1,18
"1382",5,"SDRANZIA","camera","tenda",0.371844310953691,"a",43,"14","camera","tenda","insalata","finestra","left",1,3254,1,18
"1383",6,"CAPPETTELLA","torta","giacca",0.445503404450181,"a",17,"24","giacca","torta","roccia","torta","right",1,3811,0,18
"1384",7,"LUMERSTERSIMO","libro","tramonto",0.406360856583771,"o",22,"13","tramonto","libro","martello","violino","right",2,2486,1,18
"1385",8,"VESTINETTA","giacca","insalata",0.465134941301442,"a",10,"39","insalata","giacca","torta","camera","left",1,2575,1,18
"1386",9,"GRAMINELLO","tavolo","vaso",0.405468191411038,"o",23,"11","vaso","tavolo","muro","specchio","right",2,3046,1,18
"1387",10,"FIORISITOLO","libro","vaso",0.44605935197955,"o",10,"17","libro","vaso","albero","prato","left",1,2573,1,18
"1388",11,"SRADINELLO","albero","specchio",0.424257493886018,"o",20,"26","specchio","albero","tramonto","tavolo","right",2,5864,1,18
"1389",12,"CLIETTONDOLA","finestra","giacca",0.48483531848458,"a",8,"31","giacca","finestra","insalata","camera","right",1,5123,0,18
"1390",13,"BANCOTTINA","insalata","piazza",0.425915829591933,"a",25,"35","piazza","insalata","piazza","finestra","right",2,3944,1,18
"1391",14,"GOCCOTTELLA","acqua","torta",0.435659146467781,"a",20,"10","torta","acqua","insalata","giacca","left",2,3856,0,18
"1392",15,"RETTIELLIA","camera","scarpa",0.333051299054932,"a",45,"27","scarpa","camera","torta","finestra","left",2,5790,0,18
"1393",16,"FIOTTINO","prato","fazzoletto",0.467692295329747,"o",4,"33","prato","fazzoletto","prato","martello","left",1,4513,1,18
"1394",17,"SDRAIARELLO","tavolo","prato",0.396708350305362,"o",32,"8","tavolo","prato","vaso","tramonto","left",1,2967,1,18
"1395",18,"GIUBBIATINA","camera","giacca",0.440875607098327,"a",22,"36","giacca","camera","torta","piazza","left",1,2029,1,18
"1396",19,"SPURIALLIO","specchio","prato",0.378012446652611,"o",35,"4","prato","specchio","fazzoletto","prato","left",2,4995,0,18
"1397",20,"SUONACARIO","martello","violino",0.431931557252949,"o",13,"20","martello","violino","specchio","albero","left",1,2531,1,18
"1398",21,"SDRANGOLIO","tavolo","specchio",0.388372680304045,"o",30,"7","specchio","tavolo","vaso","violino","right",1,2065,0,18
"1399",22,"SUONANNARIO","tramonto","violino",0.436999752503265,"o",12,"22","violino","tramonto","tramonto","libro","left",1,3736,1,18
"1400",23,"CINCOTTELLA","torta","piazza",0.400446741017095,"a",36,"1","torta","piazza","acqua","roccia","right",2,2876,1,18
"1401",24,"POLIETTOLA","finestra","torta",0.419978313494715,"a",27,"17","torta","finestra","giacca","torta","left",2,2536,0,18
"1402",25,"SDRAIATURA","tenda","scarpa",0.373875599810904,"a",42,"3","scarpa","tenda","acqua","insalata","right",2,2730,1,18
"1403",26,"FIONCOLIOLO","vaso","prato",0.466683748642467,"o",5,"27","prato","vaso","violino","tavolo","left",1,2866,1,18
"1404",27,"ARMORICELLO","vaso","violino",0.460998958069288,"o",7,"21","violino","vaso","libro","violino","left",2,2863,0,18
"1405",28,"MURANTURIA","roccia","scarpa",0.413419863177116,"a",33,"42","scarpa","roccia","tenda","scarpa","left",2,4538,0,18
"1406",29,"CERBOSCELLO","albero","prato",0.430747408233241,"o",17,"6","albero","prato","albero","vaso","right",2,2250,1,18
"1407",30,"RAPALINCIO","martello","prato",0.388931499641466,"o",33,"28","martello","prato","specchio","libro","right",1,2967,0,18
"1408",31,"ARMONTURIA","camera","roccia",0.386541859114092,"a",40,"8","camera","roccia","finestra","giacca","left",1,2876,1,18
"1409",32,"PARTONCELLO","tavolo","albero",0.402321232170136,"o",24,"31","tavolo","albero","violino","specchio","left",2,3613,0,18
"1410",33,"COSTRELLINA","bambola","roccia",0.471669218334297,"a",9,"22","bambola","roccia","camera","giacca","right",2,3088,1,18
"1411",34,"GIUBBIATURA","giacca","scarpa",0.458165374529759,"a",13,"19","giacca","scarpa","tenda","finestra","right",2,2017,1,18
"1412",35,"APRIATTOLA","camera","finestra",0.445083660259352,"a",30,"21","camera","finestra","tenda","insalata","left",1,2505,1,18
"1413",36,"CLIETTOLA","finestra","insalata",0.465481192509731,"a",14,"32","finestra","insalata","acqua","piazza","right",1,3575,0,18
"1414",37,"IDRACIOLA","acqua","roccia",0.522737584353153,"a",1,"43","acqua","roccia","camera","tenda","right",2,2442,1,18
"1415",38,"COTTOLIOLIA","camera","insalata",0.422850505618225,"a",31,"28","insalata","camera","giacca","piazza","left",1,5686,1,18
"1416",39,"GIAPRIATOLA","finestra","piazza",0.409918163079235,"a",35,"13","finestra","piazza","scarpa","giacca","right",2,3390,1,18
"1417",40,"PICATTOLO","libro","martello",0.381508508624341,"o",34,"3","martello","libro","specchio","fazzoletto","left",1,2902,1,18
"1418",41,"CIGOLITELLO","tavolo","muro",0.398585908766644,"o",25,"1","tavolo","muro","vaso","fazzoletto","right",1,3976,0,18
"1419",42,"VISUONDOLO","specchio","violino",0.391008337445416,"o",31,"29","specchio","violino","specchio","martello","right",2,1533,1,18
"1420",43,"MUSTONCELLO","albero","violino",0.431915544858551,"o",15,"25","violino","albero","muro","tavolo","left",1,3114,1,18
"1421",44,"SICCOTTELA","camera","torta",0.396127824434801,"a",39,"2","camera","torta","bambola","giacca","left",1,7643,1,18
"1422",45,"CLICCATTOLA","finestra","scarpa",0.415522183561553,"a",34,"11","scarpa","finestra","giacca","tenda","right",2,2627,1,18
"1423",46,"FIORINELLO","vaso","fazzoletto",0.49666509075676,"o",1,"36","fazzoletto","vaso","libro","prato","left",2,3115,0,18
"1424",47,"CAMATINCIA","giacca","piazza",0.428157076417196,"a",28,"34","giacca","piazza","scarpa","finestra","left",1,2545,1,18
"1425",48,"SGUARELLIO","specchio","fazzoletto",0.470165895488278,"o",3,"24","fazzoletto","specchio","albero","tavolo","left",1,2752,1,18
"1426",49,"VESTOLETTA","giacca","bambola",0.488970016213063,"a",2,"12","bambola","giacca","roccia","finestra","left",1,2012,1,18
"1427",50,"POZZANELLA","acqua","tenda",0.456784940153879,"a",15,"38","tenda","acqua","tenda","torta","left",1,1867,1,18
"1428",51,"TERNOTELLA","finestra","tenda",0.447458904846507,"a",19,"41","finestra","tenda","piazza","tenda","right",1,1844,0,18
"1429",52,"SICCOTTELLA","torta","tenda",0.39775601139806,"a",38,"6","torta","tenda","acqua","giacca","right",2,5216,1,18
"1430",53,"FIORECCIANDOLO","albero","fazzoletto",0.501467247177442,"o",2,"15","fazzoletto","albero","violino","albero","right",2,6765,1,18
"1431",54,"GHIANCIOLA","torta","roccia",0.424879623594919,"a",24,"23","torta","roccia","roccia","tenda","left",2,1829,0,18
"1432",55,"IDRATOLANA","acqua","scarpa",0.429187881125278,"a",26,"40","scarpa","acqua","camera","roccia","right",2,2488,1,18
"1433",56,"SEDINOCCIO","tavolo","fazzoletto",0.448979713721618,"o",9,"14","tavolo","fazzoletto","tramonto","albero","right",1,2452,0,18
"1434",57,"BANDINAIA","tenda","piazza",0.388122936208263,"a",41,"44","piazza","tenda","piazza","camera","left",1,2671,1,18
"1435",58,"GIUBBITINA","giacca","tenda",0.478935582879313,"a",11,"45","tenda","giacca","camera","scarpa","right",1,1986,0,18
"1436",59,"SUONISCRIO","libro","violino",0.418887002616857,"o",21,"9","libro","violino","tavolo","fazzoletto","right",2,2017,1,18
"1437",60,"POZZETTERIA","acqua","piazza",0.415528522970472,"a",32,"15","piazza","acqua","acqua","tenda","right",2,1447,1,18
"1438",61,"CENSARELLINA","torta","bambola",0.471218182999293,"a",7,"18","bambola","torta","acqua","finestra","left",2,4156,0,18
"1439",62,"SENDINAIA","camera","piazza",0.365935804289337,"a",44,"9","camera","piazza","roccia","bambola","left",2,2575,0,18
"1440",63,"ROSCESCOLO","albero","tramonto",0.428075432001771,"o",14,"19","tramonto","albero","violino","prato","right",2,2383,1,18
"1441",64,"ERRACIOLINA","insalata","roccia",0.485320022334696,"a",4,"7","roccia","insalata","torta","bambola","left",2,4167,0,18
"1442",65,"FIORARIOLO","tramonto","vaso",0.46144142963819,"o",8,"5","tramonto","vaso","vaso","prato","left",2,1486,0,18
"1443",66,"CROIETTOLO","muro","specchio",0.439610410800281,"o",11,"12","muro","specchio","tramonto","violino","left",1,2311,1,18
"1444",67,"IDRANDINA","acqua","camera",0.422081829736095,"a",29,"30","acqua","camera","camera","finestra","right",2,1520,1,18
"1445",68,"NARAMPICOLO","libro","albero",0.419717897675257,"o",18,"2","albero","libro","albero","fazzoletto","right",2,3706,1,18
"1446",69,"SDRAIOLIO","tavolo","tramonto",0.395415084081465,"o",26,"18","tavolo","tramonto","libro","albero","right",2,3467,1,18
"1447",70,"MURICATTOLA","finestra","roccia",0.47764464953134,"a",12,"25","roccia","finestra","piazza","insalata","right",1,4456,0,18
"1448",71,"FRIGLIANZA","tenda","insalata",0.434661479816257,"a",21,"29","insalata","tenda","camera","acqua","right",1,1655,0,18
"1449",72,"PANCOTTELLA","torta","scarpa",0.397920796868293,"a",37,"33","torta","scarpa","roccia","scarpa","left",1,7202,1,18
"1450",73,"IMMONTURA","tenda","roccia",0.436838143983005,"a",23,"37","tenda","roccia","scarpa","torta","right",2,2584,1,18
"1451",74,"FIOCOSCRIO","libro","prato",0.393283359880707,"o",36,"34","prato","libro","libro","martello","left",1,15215,1,18
"1452",75,"LAVESCIA","acqua","giacca",0.477502876286935,"a",6,"5","acqua","giacca","torta","insalata","left",1,8122,1,18
"1453",76,"FIORICELLO","albero","vaso",0.486247009630272,"o",6,"30","albero","vaso","specchio","tavolo","right",2,1582,1,18
"1454",77,"FRICOTTELA","torta","insalata",0.477677004296455,"a",5,"20","insalata","torta","torta","acqua","left",1,2511,1,18
"1455",78,"POZZONELLA","acqua","finestra",0.456575135142585,"a",18,"26","acqua","finestra","acqua","scarpa","right",1,488,0,18
"1456",79,"SPALENTOLO","specchio","martello",0.399203699451159,"o",29,"23","martello","specchio","vaso","tavolo","right",1,714,0,18
"1457",80,"IDRANGIA","acqua","insalata",0.49500547062065,"a",3,"16","acqua","insalata","piazza","roccia","left",1,2717,1,18
"1458",81,"PALCAVERIA","piazza","roccia",0.452228311893175,"a",16,"4","roccia","piazza","insalata","roccia","right",2,5820,1,18
"1459",1,"ROCCERIOLO","martello","vaso",0.422465845764188,"o",16,"21","martello","vaso","libro","violino","right",2,11671,1,19
"1460",2,"SDRANGOLIO","tavolo","specchio",0.388372680304045,"o",30,"34","specchio","tavolo","libro","martello","left",1,13207,1,19
"1461",3,"FRICOTTELA","torta","insalata",0.477677004296455,"a",5,"29","torta","insalata","camera","acqua","left",1,4692,1,19
"1462",4,"ROSCESCOLO","albero","tramonto",0.428075432001771,"o",14,"20","albero","tramonto","albero","specchio","left",1,8156,1,19
"1463",5,"SDRAIARELLO","tavolo","prato",0.396708350305362,"o",32,"24","tavolo","prato","tavolo","albero","left",2,6053,0,19
"1464",6,"PANCOTTELLA","torta","scarpa",0.397920796868293,"a",37,"34","torta","scarpa","finestra","scarpa","left",1,4837,1,19
"1465",7,"SPURIALLIO","specchio","prato",0.378012446652611,"o",35,"10","prato","specchio","vaso","libro","left",2,7587,0,19
"1466",8,"IMMONTURA","tenda","roccia",0.436838143983005,"a",23,"9","roccia","tenda","roccia","bambola","left",1,7272,1,19
"1467",9,"SDRANZIA","camera","tenda",0.371844310953691,"a",43,"41","tenda","camera","tenda","piazza","left",2,6550,0,19
"1468",10,"SUONISCRIO","libro","violino",0.418887002616857,"o",21,"27","libro","violino","violino","tavolo","right",2,6992,1,19
"1469",11,"CAMATINCIA","giacca","piazza",0.428157076417196,"a",28,"4","giacca","piazza","insalata","roccia","right",2,5619,1,19
"1470",12,"IDRACIOLA","acqua","roccia",0.522737584353153,"a",1,"14","acqua","roccia","finestra","insalata","right",2,3635,1,19
"1471",13,"SDRAIATURA","tenda","scarpa",0.373875599810904,"a",42,"45","tenda","scarpa","camera","scarpa","left",2,5597,0,19
"1472",14,"BANDINAIA","tenda","piazza",0.388122936208263,"a",41,"42","piazza","tenda","scarpa","tenda","left",1,6497,1,19
"1473",15,"GRAMINELLO","tavolo","vaso",0.405468191411038,"o",23,"36","tavolo","vaso","libro","prato","right",1,16168,0,19
"1474",16,"PICATTOLO","libro","martello",0.381508508624341,"o",34,"19","libro","martello","violino","prato","right",2,6730,1,19
"1475",17,"FIOTTINO","prato","fazzoletto",0.467692295329747,"o",4,"17","prato","fazzoletto","prato","albero","left",1,5675,1,19
"1476",18,"GOCCOTTELLA","acqua","torta",0.435659146467781,"a",20,"8","torta","acqua","finestra","giacca","right",2,6967,1,19
"1477",19,"IDRANDINA","acqua","camera",0.422081829736095,"a",29,"6","camera","acqua","acqua","giacca","left",1,5147,1,19
"1478",20,"FIOCOSCRIO","libro","prato",0.393283359880707,"o",36,"29","libro","prato","martello","specchio","left",1,4927,1,19
"1479",21,"FIORARIOLO","tramonto","vaso",0.46144142963819,"o",8,"33","vaso","tramonto","martello","prato","right",1,4293,0,19
"1480",22,"MUSTONCELLO","albero","violino",0.431915544858551,"o",15,"30","violino","albero","tavolo","specchio","right",2,4938,1,19
"1481",23,"CENSARELLINA","torta","bambola",0.471218182999293,"a",7,"44","torta","bambola","camera","piazza","right",2,10149,1,19
"1482",24,"RETTIELLIA","camera","scarpa",0.333051299054932,"a",45,"11","camera","scarpa","tenda","giacca","left",2,4485,0,19
"1483",25,"CIGOLITELLO","tavolo","muro",0.398585908766644,"o",25,"5","muro","tavolo","vaso","prato","left",1,8870,1,19
"1484",26,"FRIGLIANZA","tenda","insalata",0.434661479816257,"a",21,"13","tenda","insalata","scarpa","giacca","left",1,4999,1,19
"1485",27,"GIAPRIATOLA","finestra","piazza",0.409918163079235,"a",35,"43","piazza","finestra","tenda","camera","right",1,6250,0,19
"1486",28,"VISUONDOLO","specchio","violino",0.391008337445416,"o",31,"22","violino","specchio","tramonto","libro","left",2,3943,0,19
"1487",29,"CERBOSCELLO","albero","prato",0.430747408233241,"o",17,"14","prato","albero","albero","tramonto","left",1,4414,1,19
"1488",30,"SICCOTTELLA","torta","tenda",0.39775601139806,"a",38,"35","torta","tenda","finestra","piazza","left",1,9326,1,19
"1489",31,"RAPALINCIO","martello","prato",0.388931499641466,"o",33,"9","martello","prato","tavolo","fazzoletto","left",2,3659,0,19
"1490",32,"GHIANCIOLA","torta","roccia",0.424879623594919,"a",24,"7","torta","roccia","bambola","torta","left",1,4475,1,19
"1491",33,"POZZONELLA","acqua","finestra",0.456575135142585,"a",18,"2","finestra","acqua","giacca","bambola","left",1,4013,1,19
"1492",34,"CROIETTOLO","muro","specchio",0.439610410800281,"o",11,"31","specchio","muro","violino","specchio","right",2,3958,1,19
"1493",35,"MURANTURIA","roccia","scarpa",0.413419863177116,"a",33,"39","roccia","scarpa","camera","torta","left",1,3779,1,19
"1494",36,"FIORICELLO","albero","vaso",0.486247009630272,"o",6,"2","albero","vaso","fazzoletto","albero","right",2,4855,1,19
"1495",37,"PALCAVERIA","piazza","roccia",0.452228311893175,"a",16,"19","piazza","roccia","finestra","tenda","left",1,3350,1,19
"1496",38,"FIORISITOLO","libro","vaso",0.44605935197955,"o",10,"35","libro","vaso","prato","specchio","right",1,3389,0,19
"1497",39,"GIUBBIATINA","camera","giacca",0.440875607098327,"a",22,"36","camera","giacca","torta","piazza","left",1,2747,1,19
"1498",40,"APRIATTOLA","camera","finestra",0.445083660259352,"a",30,"22","finestra","camera","giacca","camera","right",2,3212,1,19
"1499",41,"POLIETTOLA","finestra","torta",0.419978313494715,"a",27,"26","finestra","torta","scarpa","acqua","right",2,11135,1,19
"1500",42,"FIORECCIANDOLO","albero","fazzoletto",0.501467247177442,"o",2,"11","albero","fazzoletto","muro","specchio","right",2,3483,1,19
"1501",43,"ARMORICELLO","vaso","violino",0.460998958069288,"o",7,"18","violino","vaso","albero","libro","left",2,4767,0,19
"1502",44,"POZZETTERIA","acqua","piazza",0.415528522970472,"a",32,"37","piazza","acqua","torta","scarpa","left",1,2926,1,19
"1503",45,"CAPPETTELLA","torta","giacca",0.445503404450181,"a",17,"23","giacca","torta","roccia","tenda","right",2,2877,1,19
"1504",46,"VESTINETTA","giacca","insalata",0.465134941301442,"a",10,"5","insalata","giacca","torta","insalata","left",1,3684,1,19
"1505",47,"IDRANGIA","acqua","insalata",0.49500547062065,"a",3,"12","acqua","insalata","roccia","finestra","right",2,3047,1,19
"1506",48,"CLIETTONDOLA","finestra","giacca",0.48483531848458,"a",8,"3","giacca","finestra","acqua","insalata","left",1,4396,1,19
"1507",49,"FIORINELLO","vaso","fazzoletto",0.49666509075676,"o",1,"15","vaso","fazzoletto","albero","violino","left",1,4463,1,19
"1508",50,"GIUBBIATURA","giacca","scarpa",0.458165374529759,"a",13,"25","scarpa","giacca","piazza","insalata","right",2,2326,1,19
"1509",51,"SICCOTTELA","camera","torta",0.396127824434801,"a",39,"24","camera","torta","roccia","torta","left",2,2687,0,19
"1510",52,"SUONACARIO","martello","violino",0.431931557252949,"o",13,"4","violino","martello","prato","fazzoletto","left",1,6539,1,19
"1511",53,"MURICATTOLA","finestra","roccia",0.47764464953134,"a",12,"31","roccia","finestra","insalata","camera","left",1,3732,1,19
"1512",54,"ERRACIOLINA","insalata","roccia",0.485320022334696,"a",4,"18","insalata","roccia","acqua","finestra","left",1,3565,1,19
"1513",55,"VESTOLETTA","giacca","bambola",0.488970016213063,"a",2,"32","giacca","bambola","acqua","piazza","right",2,2755,1,19
"1514",56,"SRADINELLO","albero","specchio",0.424257493886018,"o",20,"25","albero","specchio","muro","tavolo","right",1,5065,0,19
"1515",57,"SPALENTOLO","specchio","martello",0.399203699451159,"o",29,"26","specchio","martello","tramonto","tavolo","right",2,4881,1,19
"1516",58,"COTTOLIOLIA","camera","insalata",0.422850505618225,"a",31,"10","camera","insalata","insalata","giacca","right",2,4495,1,19
"1517",59,"RABELLIMENTO","libro","specchio",0.395756074912868,"o",28,"16","specchio","libro","vaso","martello","left",1,3536,1,19
"1518",60,"ARMONTURIA","camera","roccia",0.386541859114092,"a",40,"16","roccia","camera","piazza","roccia","left",1,5289,1,19
"1519",61,"CLIETTOLA","finestra","insalata",0.465481192509731,"a",14,"17","insalata","finestra","giacca","torta","left",1,3508,1,19
"1520",62,"IDRATOLANA","acqua","scarpa",0.429187881125278,"a",26,"40","scarpa","acqua","camera","roccia","right",2,2944,1,19
"1521",63,"SUONANELLO","prato","violino",0.42092393031434,"o",19,"23","violino","prato","tavolo","vaso","left",1,4453,1,19
"1522",64,"NARAMPICOLO","libro","albero",0.419717897675257,"o",18,"6","libro","albero","vaso","albero","left",2,5462,0,19
"1523",65,"SEDINOCCIO","tavolo","fazzoletto",0.448979713721618,"o",9,"13","tavolo","fazzoletto","martello","violino","right",1,3273,0,19
"1524",66,"SGUARELLIO","specchio","fazzoletto",0.470165895488278,"o",3,"1","specchio","fazzoletto","vaso","fazzoletto","left",1,2996,1,19
"1525",67,"PARTONCELLO","tavolo","albero",0.402321232170136,"o",24,"7","tavolo","albero","vaso","violino","left",1,5655,1,19
"1526",68,"TERNOTELLA","finestra","tenda",0.447458904846507,"a",19,"20","tenda","finestra","torta","acqua","left",1,5274,1,19
"1527",69,"SDRAIOLIO","tavolo","tramonto",0.395415084081465,"o",26,"32","tramonto","tavolo","tavolo","prato","right",2,5689,1,19
"1528",70,"POZZANELLA","acqua","tenda",0.456784940153879,"a",15,"28","tenda","acqua","giacca","piazza","left",1,2853,1,19
"1529",71,"BANCOTTINA","insalata","piazza",0.425915829591933,"a",25,"21","insalata","piazza","insalata","tenda","left",1,4781,1,19
"1530",72,"SUONANNARIO","tramonto","violino",0.436999752503265,"o",12,"28","tramonto","violino","libro","specchio","right",1,11510,0,19
"1531",73,"SENDINAIA","camera","piazza",0.365935804289337,"a",44,"38","piazza","camera","torta","tenda","left",1,4424,1,19
"1532",74,"LUMERSTERSIMO","libro","tramonto",0.406360856583771,"o",22,"12","libro","tramonto","violino","tramonto","right",1,4212,0,19
"1533",75,"GIUBBITINA","giacca","tenda",0.478935582879313,"a",11,"15","tenda","giacca","tenda","acqua","right",2,1991,1,19
"1534",76,"SUONCOLLO","tavolo","violino",0.41212082349233,"o",27,"3","violino","tavolo","fazzoletto","specchio","left",1,8674,1,19
"1535",77,"CLICCATTOLA","finestra","scarpa",0.415522183561553,"a",34,"27","finestra","scarpa","torta","finestra","right",2,3258,1,19
"1536",78,"FIONCOLIOLO","vaso","prato",0.466683748642467,"o",5,"8","prato","vaso","tramonto","vaso","right",1,4730,0,19
"1537",79,"COSTRELLINA","bambola","roccia",0.471669218334297,"a",9,"33","roccia","bambola","roccia","scarpa","left",1,4027,1,19
