"","trial","stimulus","target1","target2","support","endswith","stimcode_target","stimcode_foil","foil","targetwhere","KEY","RT","Accuracy","ID"
"1332",36,"AFFOGNITURA","melma","melma",0.470398073485889,"a",12,11,"VESTICELLA","right",2,5721,1,17
"1333",37,"MAFIDAMATO","pentito","pentito",0.443432985504823,"o",22,13,"NIDORMIENDOLO","left",1,4550,1,17
"1334",38,"SEDINOCA","panca","panca",0.40737738992096,"a",34,23,"SEPOLLAIA","left",2,3974,0,17
"1335",39,"COTOLITELLA","pasta","pasta",0.48355510448989,"a",9,13,"GIUBBIATOLA","left",2,3949,0,17
"1336",40,"NEBBALLIANTO","crepuscolo","crepuscolo",0.457327965680897,"o",16,3,"SDEGNATISMO","left",1,6267,1,17
"1337",41,"POSPICCIOLO","terrazzo","terrazzo",0.407849187862492,"o",35,37,"BICCORERIANNO","left",1,7208,1,17
"1338",42,"BAMBITORIO","giocattolo","giocattolo",0.450036652496003,"o",24,28,"CORTECNOLISMO","left",1,20000,99,17
"1339",43,"AMANIMARISMO","sentimento","sentimento",0.485411776222111,"o",4,11,"UCCIDALOSAMENTO","left",2,18464,0,17
"1340",44,"MORTUMAZITA","agonia","agonia",0.430053687084792,"a",28,41,"SOMMIRATOLA","right",1,5921,0,17
"1341",45,"PECCANNIA","lussuria","lussuria",0.463534279149531,"a",15,12,"AFFOGNITURA","right",2,4667,1,17
"1342",46,"SCIOCOLTAZIO","fischio","fischio",0.427576149656166,"o",33,6,"TRAVINCIMENTO","right",1,1838,0,17
"1343",47,"SPONATENTALISMO","stampo","stampo",0.436606223838356,"o",27,4,"AMANIMARISMO","right",2,1869,1,17
"1344",48,"BOVETRITOLA","carcassa","carcassa",0.441974707362872,"a",21,15,"PECCANNIA","left",2,1719,0,17
"1345",49,"UFFAMALINALISMO","pettegolezzo","pettegolezzo",0.409747618431885,"o",36,25,"BUCCOLAIANDOLO","left",1,1603,1,17
"1346",50,"PESCHETTORIO","attrezzo","attrezzo",0.454366055587418,"o",14,20,"GROTOPSIANDOLO","right",1,1986,0,17
"1347",51,"BOVIACCAMENTO","macello","macello",0.457839353368462,"o",12,15,"INFETOTERO","right",1,1835,0,17
"1348",52,"IRIBOLENZA","collera","collera",0.429596032023148,"a",25,26,"GUARIOGRANDOLA","right",2,2453,1,17
"1349",53,"DECOMODA","poltrona","poltrona",0.408095781596733,"a",42,21,"BOVETRITOLA","right",2,2776,1,17
"1350",54,"GIUBBIATOLA","sciarpa","sciarpa",0.466889109453445,"a",13,14,"CUOCCELA","left",2,3377,0,17
"1351",55,"BUCCOLAIANDOLO","cesto","cesto",0.454227200939773,"o",25,5,"SUONANELLO","right",2,5627,1,17
"1352",56,"DÉPLIOTIO","opuscolo","opuscolo",0.441686024950471,"o",18,17,"FUMACOLIO","left",2,3319,0,17
"1353",57,"ILLUMINETTRIA","lampadina","lampadina",0.488456786989471,"a",5,42,"DECOMODA","right",2,3185,1,17
"1354",58,"NIDORMIENDOLO","insetto","insetto",0.4654280952828,"o",13,12,"BOVIACCAMENTO","left",1,2352,1,17
"1355",59,"POZZETALITO","serbatoio","serbatoio",0.411098303335955,"o",32,33,"SCIOCOLTAZIO","right",2,3130,1,17
"1356",60,"MORCAVATTICO","scarafaggio","scarafaggio",0.470493213526438,"o",8,27,"SPONATENTALISMO","right",1,4087,0,17
"1357",61,"LETTOLETTO","comodino","comodino",0.436699875276071,"o",21,26,"TETRUCCIERICO","right",2,4146,1,17
"1358",62,"SEPOLLAIA","bara","bara",0.435754908929298,"a",23,17,"TOPISEGNATURA","right",1,2319,0,17
"1359",63,"BICCORERIANNO","rinfresco","rinfresco",0.402679014844255,"o",37,34,"SUPESCITOLO","left",2,2983,0,17
"1360",64,"INFETOTERO","vaiolo","vaiolo",0.447289180501927,"o",15,21,"LETTOLETTO","left",1,4598,1,17
"1361",65,"SUONANELLO","violino","violino",0.480197333828064,"o",5,29,"BAMAGOGO","right",2,2467,1,17
"1362",66,"NUVOLTANZA","brezza","brezza",0.484015395070746,"a",8,24,"VACEFALINA","right",1,2300,0,17
"1363",67,"GUTONERTITA","risata","risata",0.440767443511956,"a",22,28,"MORTUMAZITA","left",2,3079,0,17
"1364",68,"LUMITATRO","faro","faro",0.421581339331163,"o",31,30,"AMAGGIOSCO","right",1,2457,0,17
"1365",69,"BRUFFEMIANDOLO","pervertito","pervertito",0.523850635899467,"o",1,16,"NEBBALLIANTO","left",1,2700,1,17
"1366",70,"TIELATILLINA","caramella","caramella",0.467069016585616,"a",10,33,"TAPOSTOIONA","right",2,2053,1,17
"1367",71,"SDRASTELLO","cuscino","cuscino",0.479165705299131,"o",7,23,"OFFENDANTOSO","left",2,2941,0,17
"1368",72,"BEVERCHIETTA","bibita","bibita",0.504716253629009,"a",6,43,"NASCOBILISTA","left",2,3589,0,17
"1369",73,"ILLUMITINA","lampada","lampada",0.48953839463578,"a",7,8,"NUVOLTANZA","right",2,3131,1,17
"1370",74,"TOPISEGNATURA","matita","matita",0.472668740606664,"a",17,34,"SEDINOCA","left",1,4777,1,17
"1371",75,"AMAGGIOSCO","fascino","fascino",0.416690467636846,"o",30,22,"MAFIDAMATO","left",1,3937,1,17
"1372",76,"UCCIDALOSAMENTO","massacro","massacro",0.466290928178276,"o",11,2,"BACINGINEO","right",1,4521,0,17
"1373",77,"VORICIPANZIO","incentivo","incentivo",0.418727645029792,"o",38,14,"PESCHETTORIO","left",2,2323,0,17
"1374",78,"MAAZELLARIA","orchestra","orchestra",0.520253165746296,"a",1,9,"COTOLITELLA","left",1,3242,1,17
"1375",79,"BACINGINEO","capezzolo","capezzolo",0.504656607139577,"o",2,8,"MORCAVATTICO","left",2,3631,0,17
"1376",80,"VAPOGELLA","schiuma","schiuma",0.443413308588936,"a",19,5,"ILLUMINETTRIA","left",1,2704,1,17
"1377",81,"ERBACOLATURA","pianta","pianta",0.410990668069201,"a",36,30,"CAGOGNAZZA","left",1,2586,1,17
"1378",1,"BAIALININARLO","gattino","gattino",0.452422246675284,"o",10,7,"SDRASTELLO","left",1,5950,1,18
"1379",2,"GUARIOGRANDOLA","benda","benda",0.43746158905452,"a",26,15,"PECCANNIA","right",1,4734,0,18
"1380",3,"CORTECNOLISMO","progresso","progresso",0.42950685771341,"o",28,31,"LUMITATRO","right",2,2983,1,18
"1381",4,"BONSCETTIA","credenza","credenza",0.406283964386456,"a",37,38,"BOVISELETTA","left",2,4550,0,18
"1382",5,"FUMACOLIO","tabacco","tabacco",0.442651736319948,"o",17,23,"OFFENDANTOSO","left",1,3016,1,18
"1383",6,"BICCORERIANNO","rinfresco","rinfresco",0.402679014844255,"o",37,5,"SUONANELLO","left",1,2650,1,18
"1384",7,"BOVACCIETTA","mucca","mucca",0.453353399154596,"a",18,34,"SEDINOCA","left",1,2833,1,18
"1385",8,"VORICIPANZIO","incentivo","incentivo",0.418727645029792,"o",38,24,"BAMBITORIO","left",1,3634,1,18
"1386",9,"SPONATENTALISMO","stampo","stampo",0.436606223838356,"o",27,36,"UFFAMALINALISMO","left",1,3417,1,18
"1387",10,"NASCOBILISTA","patriota","patriota",0.411726791608716,"a",43,26,"GUARIOGRANDOLA","left",2,3483,0,18
"1388",11,"ERBACOLATURA","pianta","pianta",0.410990668069201,"a",36,17,"TOPISEGNATURA","right",2,2934,1,18
"1389",12,"OFFENDANTOSO","insulto","insulto",0.440975943620665,"o",23,18,"DÉPLIOTIO","left",1,1433,1,18
"1390",13,"VESTICELLA","gonna","gonna",0.475682779400607,"a",11,16,"CUOCETTOLA","right",2,2500,1,18
"1391",14,"ATLETINATRICA","ginnasta","ginnasta",0.505649500312599,"a",2,12,"AFFOGNITURA","right",2,2583,1,18
"1392",15,"LUMITATRO","faro","faro",0.421581339331163,"o",31,29,"BAMAGOGO","right",2,1934,1,18
"1393",16,"SUPESCITOLO","squalo","squalo",0.420294585989897,"o",34,6,"TRAVINCIMENTO","left",1,3100,1,18
"1394",17,"GROTOPSIANDOLO","cranio","cranio",0.444663786157017,"o",20,15,"INFETOTERO","left",1,3317,1,18
"1395",18,"FRITIENDOLA","scodella","scodella",0.503490471257293,"a",3,13,"GIUBBIATOLA","left",1,3700,1,18
"1396",19,"AMANIMARISMO","sentimento","sentimento",0.485411776222111,"o",4,13,"NIDORMIENDOLO","right",1,2533,0,18
"1397",20,"VAPOGELLA","schiuma","schiuma",0.443413308588936,"a",19,32,"TINFETIOLIA","left",2,3717,0,18
"1398",21,"NEBBALLIANTO","crepuscolo","crepuscolo",0.457327965680897,"o",16,30,"AMAGGIOSCO","left",1,2300,1,18
"1399",22,"SDRASTELLO","cuscino","cuscino",0.479165705299131,"o",7,27,"SPONATENTALISMO","left",1,3317,1,18
"1400",23,"BEVERCHIETTA","bibita","bibita",0.504716253629009,"a",6,33,"TAPOSTOIONA","right",2,2451,1,18
"1401",24,"TIELATILLINA","caramella","caramella",0.467069016585616,"a",10,40,"ACUFEROIDIA","right",2,3383,1,18
"1402",25,"TETRUCCIERICO","manichino","manichino",0.436693144990155,"o",26,9,"GRATTUGIENDOLO","left",1,3966,1,18
"1403",26,"BULICCHIRURA","dentista","dentista",0.418391257993589,"a",27,7,"ILLUMITINA","right",2,1750,1,18
"1404",27,"TECNOLICENZA","industria","industria",0.407799094333392,"a",39,1,"MAAZELLARIA","left",1,2367,1,18
"1405",28,"MORTUMAZITA","agonia","agonia",0.430053687084792,"a",28,3,"FRITIENDOLA","right",2,2300,1,18
"1406",29,"PECCANNIA","lussuria","lussuria",0.463534279149531,"a",15,28,"MORTUMAZITA","left",1,2350,1,18
"1407",30,"SOMMIRATOLA","statua","statua",0.417796195312835,"a",41,36,"ERBACOLATURA","left",1,1601,1,18
"1408",31,"BAMAGOGO","idolo","idolo",0.440714478264661,"o",29,20,"GROTOPSIANDOLO","left",1,3034,1,18
"1409",32,"LETTOLETTO","comodino","comodino",0.436699875276071,"o",21,12,"BOVIACCAMENTO","right",1,3766,0,18
"1410",33,"ILLUMITINA","lampada","lampada",0.48953839463578,"a",7,11,"VESTICELLA","right",2,1516,1,18
"1411",34,"SEDINOCA","panca","panca",0.40737738992096,"a",34,18,"BOVACCIETTA","left",1,2334,1,18
"1412",35,"SCIOCOLTAZIO","fischio","fischio",0.427576149656166,"o",33,32,"POZZETALITO","left",1,3234,1,18
"1413",36,"INFETOTERO","vaiolo","vaiolo",0.447289180501927,"o",15,35,"POSPICCIOLO","left",1,2416,1,18
"1414",37,"BOVISELETTA","pelliccia","pelliccia",0.410104570264826,"a",38,31,"SHAKESPEARIA","left",1,2833,1,18
"1415",38,"UFFAMALINALISMO","pettegolezzo","pettegolezzo",0.409747618431885,"o",36,8,"MORCAVATTICO","right",2,2466,1,18
"1416",39,"UCCIDALOSAMENTO","massacro","massacro",0.466290928178276,"o",11,1,"BRUFFEMIANDOLO","right",2,1617,1,18
"1417",40,"TOPISEGNATURA","matita","matita",0.472668740606664,"a",17,24,"VACEFALINA","left",1,2500,1,18
"1418",41,"POZZETALITO","serbatoio","serbatoio",0.411098303335955,"o",32,17,"FUMACOLIO","left",1,2717,1,18
"1419",42,"ACUFEROIDIA","emicrania","emicrania",0.407339708774309,"a",40,29,"NUTRONATEZZA","left",1,2367,1,18
"1420",43,"BOVIACCAMENTO","macello","macello",0.457839353368462,"o",12,28,"CORTECNOLISMO","right",2,3484,1,18
"1421",44,"GRATTUGIENDOLO","cucchiaio","cucchiaio",0.457632825837669,"o",9,38,"VORICIPANZIO","left",2,3167,0,18
"1422",45,"SHAKESPEARIA","commedia","commedia",0.422687919118835,"a",31,2,"ATLETINATRICA","left",1,1400,1,18
"1423",46,"MAFIDAMATO","pentito","pentito",0.443432985504823,"o",22,25,"BUCCOLAIANDOLO","right",2,1700,1,18
"1424",47,"NUTRONATEZZA","abbondanza","abbondanza",0.428871896311444,"a",29,19,"VAPOGELLA","right",2,3433,1,18
"1425",48,"IRIBOLENZA","collera","collera",0.429596032023148,"a",25,30,"CAGOGNAZZA","left",1,1417,1,18
"1426",49,"DÉPLIOTIO","opuscolo","opuscolo",0.441686024950471,"o",18,3,"SDEGNATISMO","right",2,2883,1,18
"1427",50,"BRUFFEMIANDOLO","pervertito","pervertito",0.523850635899467,"o",1,16,"NEBBALLIANTO","left",2,3934,0,18
"1428",51,"CAGOGNAZZA","feccia","feccia",0.422413853089632,"a",30,39,"TECNOLICENZA","left",1,2150,1,18
"1429",52,"GIUBBIATOLA","sciarpa","sciarpa",0.466889109453445,"a",13,9,"COTOLITELLA","right",2,2016,1,18
"1430",53,"SEPOLLAIA","bara","bara",0.435754908929298,"a",23,27,"BULICCHIRURA","left",1,1567,1,18
"1431",54,"SUONONELLA","tromba","tromba",0.496570662135082,"a",4,37,"BONSCETTIA","left",1,1267,1,18
"1432",55,"BUCCOLAIANDOLO","cesto","cesto",0.454227200939773,"o",25,33,"SCIOCOLTAZIO","right",2,3650,1,18
"1433",56,"CUOCETTOLA","padella","padella",0.463623805530619,"a",16,23,"SEPOLLAIA","right",2,1583,1,18
"1434",57,"PESCHETTORIO","attrezzo","attrezzo",0.454366055587418,"o",14,4,"AMANIMARISMO","right",1,2016,0,18
"1435",58,"TINFETIOLIA","allergia","allergia",0.413526929377243,"a",32,5,"ILLUMINETTRIA","right",2,1550,1,18
"1436",59,"TAPOSTOIONA","mensola","mensola",0.410975906153405,"a",33,25,"IRIBOLENZA","left",1,3217,1,18
"1437",60,"CUOCCELA","pentola","pentola",0.458594744645759,"a",14,43,"NASCOBILISTA","right",2,1834,1,18
"1438",61,"BACINGINEO","capezzolo","capezzolo",0.504656607139577,"o",2,11,"UCCIDALOSAMENTO","right",2,1817,1,18
"1439",62,"NIDORMIENDOLO","insetto","insetto",0.4654280952828,"o",13,21,"LETTOLETTO","left",1,1533,1,18
"1440",63,"NUVOLTANZA","brezza","brezza",0.484015395070746,"a",8,4,"SUONONELLA","right",2,1450,1,18
"1441",64,"TRAVINCIMENTO","trionfo","trionfo",0.471378974659514,"o",6,19,"GHIOTOSTALMENTO","left",1,1017,1,18
"1442",65,"AMAGGIOSCO","fascino","fascino",0.416690467636846,"o",30,10,"BAIALININARLO","left",1,1550,1,18
"1443",66,"POSPICCIOLO","terrazzo","terrazzo",0.407849187862492,"o",35,37,"BICCORERIANNO","left",1,3866,1,18
"1444",67,"GUTONERTITA","risata","risata",0.440767443511956,"a",22,8,"NUVOLTANZA","left",1,1966,1,18
"1445",68,"BOVETRITOLA","carcassa","carcassa",0.441974707362872,"a",21,20,"GENAMORENZA","left",1,2516,1,18
"1446",69,"GHIOTOSTALMENTO","fungo","fungo",0.431669987072567,"o",19,2,"BACINGINEO","right",2,2300,1,18
"1447",70,"DECOMODA","poltrona","poltrona",0.408095781596733,"a",42,22,"GUTONERTITA","right",2,2384,1,18
"1448",71,"VACIDEMINA","malaria","malaria",0.410484135915653,"a",35,42,"DECOMODA","right",2,1750,1,18
"1449",72,"VACEFALINA","puntura","puntura",0.431007234616676,"a",24,35,"VACIDEMINA","left",1,1650,1,18
"1450",73,"SUONANELLO","violino","violino",0.480197333828064,"o",5,26,"TETRUCCIERICO","right",2,1417,1,18
"1451",74,"COTOLITELLA","pasta","pasta",0.48355510448989,"a",9,6,"BEVERCHIETTA","right",2,3300,1,18
"1452",75,"ILLUMINETTRIA","lampadina","lampadina",0.488456786989471,"a",5,10,"TIELATILLINA","left",1,1466,1,18
"1453",76,"MAAZELLARIA","orchestra","orchestra",0.520253165746296,"a",1,14,"CUOCCELA","right",2,1983,1,18
"1454",77,"GENAMORENZA","gelosia","gelosia",0.453520071512669,"a",20,41,"SOMMIRATOLA","left",1,2016,1,18
"1455",78,"BAMBITORIO","giocattolo","giocattolo",0.450036652496003,"o",24,34,"SUPESCITOLO","right",2,2017,1,18
"1456",79,"AFFOGNITURA","melma","melma",0.470398073485889,"a",12,21,"BOVETRITOLA","left",1,1400,1,18
"1457",80,"MORCAVATTICO","scarafaggio","scarafaggio",0.470493213526438,"o",8,14,"PESCHETTORIO","right",2,1650,1,18
"1458",81,"SDEGNATISMO","disprezzo","disprezzo",0.517708945423487,"o",3,22,"MAFIDAMATO","right",2,1800,1,18
"1459",1,"SUONONELLA","tromba","tromba",0.496570662135082,"a",4,35,"VACIDEMINA","right",1,2868,0,19
"1460",2,"BOVISELETTA","pelliccia","pelliccia",0.410104570264826,"a",38,8,"NUVOLTANZA","right",2,9913,1,19
"1461",3,"TIELATILLINA","caramella","caramella",0.467069016585616,"a",10,26,"GUARIOGRANDOLA","right",1,2224,0,19
"1462",4,"TETRUCCIERICO","manichino","manichino",0.436693144990155,"o",26,28,"CORTECNOLISMO","right",2,2227,1,19
"1463",5,"POZZETALITO","serbatoio","serbatoio",0.411098303335955,"o",32,13,"NIDORMIENDOLO","left",1,9606,1,19
"1464",6,"LETTOLETTO","comodino","comodino",0.436699875276071,"o",21,33,"SCIOCOLTAZIO","right",2,1557,1,19
"1465",7,"BONSCETTIA","credenza","credenza",0.406283964386456,"a",37,7,"ILLUMITINA","left",1,1400,1,19
"1466",8,"BAIALININARLO","gattino","gattino",0.452422246675284,"o",10,11,"UCCIDALOSAMENTO","right",2,1887,1,19
"1467",9,"GUTONERTITA","risata","risata",0.440767443511956,"a",22,5,"ILLUMINETTRIA","right",1,1566,0,19
"1468",10,"NUTRONATEZZA","abbondanza","abbondanza",0.428871896311444,"a",29,30,"CAGOGNAZZA","right",1,1831,0,19
"1469",11,"CUOCETTOLA","padella","padella",0.463623805530619,"a",16,40,"ACUFEROIDIA","left",1,1522,1,19
"1470",12,"MAAZELLARIA","orchestra","orchestra",0.520253165746296,"a",1,34,"SEDINOCA","left",2,1544,0,19
"1471",13,"BOVACCIETTA","mucca","mucca",0.453353399154596,"a",18,27,"BULICCHIRURA","left",2,1797,0,19
"1472",14,"SEDINOCA","panca","panca",0.40737738992096,"a",34,21,"BOVETRITOLA","left",1,4856,1,19
"1473",15,"TINFETIOLIA","allergia","allergia",0.413526929377243,"a",32,42,"DECOMODA","left",1,1773,1,19
"1474",16,"AMANIMARISMO","sentimento","sentimento",0.485411776222111,"o",4,2,"BACINGINEO","left",1,2364,1,19
"1475",17,"ILLUMITINA","lampada","lampada",0.48953839463578,"a",7,17,"TOPISEGNATURA","right",2,3071,1,19
"1476",18,"BOVIACCAMENTO","macello","macello",0.457839353368462,"o",12,38,"VORICIPANZIO","left",1,1729,1,19
"1477",19,"IRIBOLENZA","collera","collera",0.429596032023148,"a",25,10,"TIELATILLINA","left",1,1291,1,19
"1478",20,"SEPOLLAIA","bara","bara",0.435754908929298,"a",23,25,"IRIBOLENZA","left",2,1873,0,19
"1479",21,"ATLETINATRICA","ginnasta","ginnasta",0.505649500312599,"a",2,6,"BEVERCHIETTA","right",2,1262,1,19
"1480",22,"OFFENDANTOSO","insulto","insulto",0.440975943620665,"o",23,32,"POZZETALITO","left",2,1930,0,19
"1481",23,"SCIOCOLTAZIO","fischio","fischio",0.427576149656166,"o",33,16,"NEBBALLIANTO","right",1,2573,0,19
"1482",24,"BOVETRITOLA","carcassa","carcassa",0.441974707362872,"a",21,41,"SOMMIRATOLA","left",2,1240,0,19
"1483",25,"GUARIOGRANDOLA","benda","benda",0.43746158905452,"a",26,29,"NUTRONATEZZA","left",2,1547,0,19
"1484",26,"INFETOTERO","vaiolo","vaiolo",0.447289180501927,"o",15,36,"UFFAMALINALISMO","left",1,1566,1,19
"1485",27,"TECNOLICENZA","industria","industria",0.407799094333392,"a",39,12,"AFFOGNITURA","left",1,1681,1,19
"1486",28,"AFFOGNITURA","melma","melma",0.470398073485889,"a",12,43,"NASCOBILISTA","left",1,2667,1,19
"1487",29,"TRAVINCIMENTO","trionfo","trionfo",0.471378974659514,"o",6,15,"INFETOTERO","right",2,1233,1,19
"1488",30,"NUVOLTANZA","brezza","brezza",0.484015395070746,"a",8,24,"VACEFALINA","left",2,1775,0,19
"1489",31,"SDRASTELLO","cuscino","cuscino",0.479165705299131,"o",7,27,"SPONATENTALISMO","left",2,1168,0,19
"1490",32,"BAMBITORIO","giocattolo","giocattolo",0.450036652496003,"o",24,9,"GRATTUGIENDOLO","left",2,2364,0,19
"1491",33,"TAPOSTOIONA","mensola","mensola",0.410975906153405,"a",33,14,"CUOCCELA","left",1,1320,1,19
"1492",34,"NEBBALLIANTO","crepuscolo","crepuscolo",0.457327965680897,"o",16,5,"SUONANELLO","right",1,1990,0,19
"1493",35,"CAGOGNAZZA","feccia","feccia",0.422413853089632,"a",30,1,"MAAZELLARIA","right",2,1336,1,19
"1494",36,"GROTOPSIANDOLO","cranio","cranio",0.444663786157017,"o",20,23,"OFFENDANTOSO","right",2,1339,1,19
"1495",37,"UFFAMALINALISMO","pettegolezzo","pettegolezzo",0.409747618431885,"o",36,7,"SDRASTELLO","right",2,1939,1,19
"1496",38,"SUPESCITOLO","squalo","squalo",0.420294585989897,"o",34,18,"DÉPLIOTIO","left",1,1517,1,19
"1497",39,"BACINGINEO","capezzolo","capezzolo",0.504656607139577,"o",2,31,"LUMITATRO","left",1,1292,1,19
"1498",40,"ILLUMINETTRIA","lampadina","lampadina",0.488456786989471,"a",5,11,"VESTICELLA","right",2,1537,1,19
"1499",41,"FRITIENDOLA","scodella","scodella",0.503490471257293,"a",3,39,"TECNOLICENZA","right",2,1306,1,19
"1500",42,"VACEFALINA","puntura","puntura",0.431007234616676,"a",24,22,"GUTONERTITA","right",1,1335,0,19
"1501",43,"NIDORMIENDOLO","insetto","insetto",0.4654280952828,"o",13,25,"BUCCOLAIANDOLO","left",2,983,0,19
"1502",44,"GRATTUGIENDOLO","cucchiaio","cucchiaio",0.457632825837669,"o",9,35,"POSPICCIOLO","left",2,1659,0,19
"1503",45,"COTOLITELLA","pasta","pasta",0.48355510448989,"a",9,28,"MORTUMAZITA","left",1,1189,1,19
"1504",46,"LUMITATRO","faro","faro",0.421581339331163,"o",31,22,"MAFIDAMATO","left",1,1705,1,19
"1505",47,"BEVERCHIETTA","bibita","bibita",0.504716253629009,"a",6,9,"COTOLITELLA","right",2,1398,1,19
"1506",48,"BRUFFEMIANDOLO","pervertito","pervertito",0.523850635899467,"o",1,4,"AMANIMARISMO","right",1,1792,0,19
"1507",49,"ACUFEROIDIA","emicrania","emicrania",0.407339708774309,"a",40,4,"SUONONELLA","left",1,1614,1,19
"1508",50,"SDEGNATISMO","disprezzo","disprezzo",0.517708945423487,"o",3,30,"AMAGGIOSCO","right",2,2504,1,19
"1509",51,"SOMMIRATOLA","statua","statua",0.417796195312835,"a",41,13,"GIUBBIATOLA","left",1,1594,1,19
"1510",52,"SUONANELLO","violino","violino",0.480197333828064,"o",5,3,"SDEGNATISMO","right",2,972,1,19
"1511",53,"GIUBBIATOLA","sciarpa","sciarpa",0.466889109453445,"a",13,36,"ERBACOLATURA","left",1,1596,1,19
"1512",54,"SHAKESPEARIA","commedia","commedia",0.422687919118835,"a",31,37,"BONSCETTIA","left",2,951,0,19
"1513",55,"BUCCOLAIANDOLO","cesto","cesto",0.454227200939773,"o",25,29,"BAMAGOGO","left",2,1395,0,19
"1514",56,"POSPICCIOLO","terrazzo","terrazzo",0.407849187862492,"o",35,1,"BRUFFEMIANDOLO","right",2,1378,1,19
"1515",57,"CORTECNOLISMO","progresso","progresso",0.42950685771341,"o",28,17,"FUMACOLIO","right",1,1564,0,19
"1516",58,"UCCIDALOSAMENTO","massacro","massacro",0.466290928178276,"o",11,37,"BICCORERIANNO","right",2,1712,1,19
"1517",59,"BAMAGOGO","idolo","idolo",0.440714478264661,"o",29,19,"GHIOTOSTALMENTO","right",1,1759,0,19
"1518",60,"SPONATENTALISMO","stampo","stampo",0.436606223838356,"o",27,10,"BAIALININARLO","left",1,1244,1,19
"1519",61,"DÉPLIOTIO","opuscolo","opuscolo",0.441686024950471,"o",18,6,"TRAVINCIMENTO","left",1,1339,1,19
"1520",62,"DECOMODA","poltrona","poltrona",0.408095781596733,"a",42,2,"ATLETINATRICA","left",1,1168,1,19
"1521",63,"PECCANNIA","lussuria","lussuria",0.463534279149531,"a",15,19,"VAPOGELLA","right",2,1248,1,19
"1522",64,"BULICCHIRURA","dentista","dentista",0.418391257993589,"a",27,31,"SHAKESPEARIA","left",1,1088,1,19
"1523",65,"FUMACOLIO","tabacco","tabacco",0.442651736319948,"o",17,20,"GROTOPSIANDOLO","left",1,2458,1,19
"1524",66,"MORCAVATTICO","scarafaggio","scarafaggio",0.470493213526438,"o",8,12,"BOVIACCAMENTO","right",1,1298,0,19
"1525",67,"NASCOBILISTA","patriota","patriota",0.411726791608716,"a",43,3,"FRITIENDOLA","right",1,1288,0,19
"1526",68,"PESCHETTORIO","attrezzo","attrezzo",0.454366055587418,"o",14,34,"SUPESCITOLO","right",1,1333,0,19
"1527",69,"CUOCCELA","pentola","pentola",0.458594744645759,"a",14,18,"BOVACCIETTA","right",2,1256,1,19
"1528",70,"VAPOGELLA","schiuma","schiuma",0.443413308588936,"a",19,38,"BOVISELETTA","left",1,1563,1,19
"1529",71,"BICCORERIANNO","rinfresco","rinfresco",0.402679014844255,"o",37,24,"BAMBITORIO","left",1,1738,1,19
"1530",72,"MAFIDAMATO","pentito","pentito",0.443432985504823,"o",22,14,"PESCHETTORIO","right",2,1637,1,19
"1531",73,"VESTICELLA","gonna","gonna",0.475682779400607,"a",11,15,"PECCANNIA","right",1,1150,0,19
"1532",74,"MORTUMAZITA","agonia","agonia",0.430053687084792,"a",28,32,"TINFETIOLIA","right",2,1048,1,19
"1533",75,"VACIDEMINA","malaria","malaria",0.410484135915653,"a",35,20,"GENAMORENZA","right",2,1106,1,19
"1534",76,"GENAMORENZA","gelosia","gelosia",0.453520071512669,"a",20,16,"CUOCETTOLA","left",1,1224,1,19
"1535",77,"VORICIPANZIO","incentivo","incentivo",0.418727645029792,"o",38,21,"LETTOLETTO","left",1,1419,1,19
"1536",78,"AMAGGIOSCO","fascino","fascino",0.416690467636846,"o",30,26,"TETRUCCIERICO","left",1,1196,1,19
"1537",79,"GHIOTOSTALMENTO","fungo","fungo",0.431669987072567,"o",19,8,"MORCAVATTICO","right",2,1456,1,19
"1538",80,"TOPISEGNATURA","matita","matita",0.472668740606664,"a",17,33,"TAPOSTOIONA","left",1,1981,1,19
"1539",81,"ERBACOLATURA","pianta","pianta",0.410990668069201,"a",36,23,"SEPOLLAIA","right",2,1082,1,19
"1540",1,"DÉPLIOTIO","opuscolo","opuscolo",0.441686024950471,"o",18,5,"SUONANELLO","left",1,20000,99,20
"1541",2,"GROTOPSIANDOLO","cranio","cranio",0.444663786157017,"o",20,38,"VORICIPANZIO","right",1,4606,0,20
"1542",3,"FUMACOLIO","tabacco","tabacco",0.442651736319948,"o",17,34,"SUPESCITOLO","left",1,2386,1,20
"1543",4,"ILLUMINETTRIA","lampadina","lampadina",0.488456786989471,"a",5,30,"CAGOGNAZZA","right",2,2019,1,20
"1544",5,"BICCORERIANNO","rinfresco","rinfresco",0.402679014844255,"o",37,18,"DÉPLIOTIO","left",1,2167,1,20
"1545",6,"ILLUMITINA","lampada","lampada",0.48953839463578,"a",7,38,"BOVISELETTA","right",2,1447,1,20
"1546",7,"CUOCETTOLA","padella","padella",0.463623805530619,"a",16,4,"SUONONELLA","right",2,1746,1,20
"1547",8,"BAIALININARLO","gattino","gattino",0.452422246675284,"o",10,19,"GHIOTOSTALMENTO","right",2,2473,1,20
"1548",9,"BEVERCHIETTA","bibita","bibita",0.504716253629009,"a",6,27,"BULICCHIRURA","right",2,2328,1,20
"1549",10,"LUMITATRO","faro","faro",0.421581339331163,"o",31,24,"BAMBITORIO","right",2,1398,1,20
"1550",11,"BOVETRITOLA","carcassa","carcassa",0.441974707362872,"a",21,32,"TINFETIOLIA","left",2,3132,0,20
