Ps.number,Cue.number,Response.number,cues,Response,RT,Response_singular.x,Response_spelling,Minkowski.3.distance.n_cue,Mink3.overlap.n_cue,Response_finalAmE,Response_finalBrE,n_1,n_1_sing,Mink3.dist.n_1,Mink3.overlap.n_1,n_2,n_2_sing,Mink3.dist.n_2,Mink3.overlap.n_2,n_3,n_3_sing,Mink3.dist.n_3,Mink3.overlap.n_3,n_4,n_4_sing,Mink3.dist.n_4,Mink3.overlap.n_4,n_5,n_5_sing,Mink3.dist.n_5,Mink3.overlap.n_5,PPMI.n_cue,n_1_BrE,PPMI.n_1,n_2_BrE,PPMI.n_2,n_3_BrE,PPMI.n_3,n_4_BrE,PPMI.n_4,n_5_BrE,PPMI.n_5,PPMI.max,PPMI.max.which,Mink3.max,Mink3.max.which,PPMI.max.which2,Mink3.max.which2,logRT,PPMI.source,Mink3.source,Mink.max_nocue,PPMI.max_nocue,ZipfUK
2,8,1,ENAMEL,HARD,1202,HARD,NA,3.264351199,7.855648801,HARD,HARD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,7.855648801,1,n-cue,n-cue,3.079904468,0,0,1,1,5.58
5,8,1,ENAMEL,TEETH,4092.2,TEETH,NA,2.803178034,8.316821966,TEETH,TEETH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.881225063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.881225063,1,8.316821966,1,n-cue,n-cue,3.611956851,0,0,1,1,4.7
6,8,1,ENAMEL,PAINT,1011.7,PAINT,NA,3.034097428,8.085902572,PAINT,PAINT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.256319634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.256319634,1,8.085902572,1,n-cue,n-cue,3.00505175,0,0,1,1,4.7
14,8,1,ENAMEL,DECORATE,985.8,DECORATE,NA,2.032325552,9.087674448,DECORATE,DECORATE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,9.087674448,1,n-cue,n-cue,2.993788814,0,0,1,1,3.7
16,8,1,ENAMEL,NAIL-POLISH,826.9,NAIL-POLISH,NAIL POLISH,3.901900344,7.218099656,NAIL POLISH,NAIL POLISH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,7.218099656,1,n-cue,n-cue,2.917452992,0,0,1,1,NA
21,8,1,ENAMEL,NAIL,2559.2,NAIL,NA,3.829332204,7.290667796,NAIL,NAIL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.011271143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.011271143,1,7.290667796,1,n-cue,n-cue,3.408104227,0,0,1,1,4.18
27,8,1,ENAMEL,TEETH,1257,TEETH,NA,2.803178034,8.316821966,TEETH,TEETH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.881225063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.881225063,1,8.316821966,1,n-cue,n-cue,3.099335278,0,0,1,1,4.7
34,8,1,ENAMEL,PAINT,657.9,PAINT,NA,3.034097428,8.085902572,PAINT,PAINT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.256319634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.256319634,1,8.085902572,1,n-cue,n-cue,2.818159886,0,0,1,1,4.7
35,8,1,ENAMEL,TEETH,975.8,TEETH,NA,2.803178034,8.316821966,TEETH,TEETH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.881225063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.881225063,1,8.316821966,1,n-cue,n-cue,2.989360814,0,0,1,1,4.7
38,8,1,ENAMEL,TOOTH,874.7,TOOTH,NA,2.359671632,8.760328368,TOOTH,TOOTH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.404014688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.404014688,1,8.760328368,1,n-cue,n-cue,2.941859127,0,0,1,1,4.09
4,9,1,FARMYARD,MUD,984.5,MUD,NA,2.966252943,8.153747057,MUD,MUD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,8.153747057,1,n-cue,n-cue,2.99321572,0,0,1,1,4.37
9,9,1,FARMYARD,ANIMALS,804.2,ANIMAL,NA,2.178482408,8.941517592,ANIMALS,ANIMALS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.914294317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.914294317,1,8.941517592,1,n-cue,n-cue,2.905364069,0,0,1,1,5.04
17,9,1,FARMYARD,ANIMAL,614.9,ANIMAL,NA,2.178482408,8.941517592,ANIMAL,ANIMAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.426372702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.426372702,1,8.941517592,1,n-cue,n-cue,2.788804493,0,0,1,1,4.93
19,9,1,FARMYARD,ANIMALS,1508,ANIMAL,NA,2.178482408,8.941517592,ANIMALS,ANIMALS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.914294317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.914294317,1,8.941517592,1,n-cue,n-cue,3.178401342,0,0,1,1,5.04
20,9,1,FARMYARD,FARM,491.1,FARM,NA,1.677953541,9.442046459,FARM,FARM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.807893778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.807893778,1,9.442046459,1,n-cue,n-cue,2.691169934,0,0,1,1,4.81
26,9,1,FARMYARD,FARM,824.8,FARM,NA,1.677953541,9.442046459,FARM,FARM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.807893778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.807893778,1,9.442046459,1,n-cue,n-cue,2.916348652,0,0,1,1,4.81
29,9,1,FARMYARD,FARM,1178,FARM,NA,1.677953541,9.442046459,FARM,FARM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.807893778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.807893778,1,9.442046459,1,n-cue,n-cue,3.07114529,0,0,1,1,4.81
31,9,1,FARMYARD,ANIMAL,573,ANIMAL,NA,2.178482408,8.941517592,ANIMAL,ANIMAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.426372702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.426372702,1,8.941517592,1,n-cue,n-cue,2.758154622,0,0,1,1,4.93
32,9,1,FARMYARD,ANIMALS,1291.3,ANIMAL,NA,2.178482408,8.941517592,ANIMALS,ANIMALS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.914294317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.914294317,1,8.941517592,1,n-cue,n-cue,3.111027151,0,0,1,1,5.04
37,9,1,FARMYARD,ANIMALS,1244.7,ANIMAL,NA,2.178482408,8.941517592,ANIMALS,ANIMALS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.914294317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.914294317,1,8.941517592,1,n-cue,n-cue,3.09506469,0,0,1,1,5.04
4,10,1,FIG,TREE,2562,TREE,NA,4.3919336,6.7280664,TREE,TREE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.065960889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.065960889,1,6.7280664,1,n-cue,n-cue,3.408579125,0,0,1,1,4.95
9,10,1,FIG,LEAF,1141,LEAF,NA,4.068428812,7.051571188,LEAF,LEAF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.01600123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.01600123,1,7.051571188,1,n-cue,n-cue,3.057285644,0,0,1,1,4.29
17,10,1,FIG,ROLL,828.4,ROLL,NA,3.070624175,8.049375825,ROLL,ROLL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.643679921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.643679921,1,8.049375825,1,n-cue,n-cue,2.91824009,0,0,1,1,4.86
19,10,1,FIG,FRUIT,1524,FRUIT,NA,2.109031601,9.010968399,FRUIT,FRUIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.090841652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.090841652,1,9.010968399,1,n-cue,n-cue,3.182984967,0,0,1,1,4.73
20,10,1,FIG,FRUIT,3021.6,FRUIT,NA,2.109031601,9.010968399,FRUIT,FRUIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.090841652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.090841652,1,9.010968399,1,n-cue,n-cue,3.480236972,0,0,1,1,4.73
26,10,1,FIG,TREE,1168.2,TREE,NA,4.3919336,6.7280664,TREE,TREE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.065960889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.065960889,1,6.7280664,1,n-cue,n-cue,3.067517202,0,0,1,1,4.95
29,10,1,FIG,FRUIT,776.4,FRUIT,NA,2.109031601,9.010968399,FRUIT,FRUIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.090841652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.090841652,1,9.010968399,1,n-cue,n-cue,2.890085527,0,0,1,1,4.73
31,10,1,FIG,OLIVE,708.5,OLIVE,NA,1.029764417,10.09023558,OLIVE,OLIVE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.22837918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.22837918,1,10.09023558,1,n-cue,n-cue,2.850339855,0,0,1,1,4.29
32,10,1,FIG,DRIED,1867.6,DRIED,NA,2.447973252,8.672026748,DRIED,DRIED,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.635547592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.635547592,1,8.672026748,1,n-cue,n-cue,3.271283865,0,0,1,1,4.15
37,10,1,FIG,FRUIT,1022.2,FRUIT,NA,2.109031601,9.010968399,FRUIT,FRUIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.090841652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.090841652,1,9.010968399,1,n-cue,n-cue,3.009535877,0,0,1,1,4.73
1,11,1,FOLD,CREASE,2197,CREASE,NA,1.747999458,9.372000542,CREASE,CREASE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.627215869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.627215869,1,9.372000542,1,n-cue,n-cue,3.341830057,0,0,1,1,3.13
3,11,1,FOLD,OPERATION,1751.2,OPERATION,NA,2.304950226,8.815049774,OPERATION,OPERATION,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,8.815049774,1,n-cue,n-cue,3.243335749,0,0,1,1,4.79
10,11,1,FOLD,POKER,2891.5,POKER,NA,2.73377402,8.38622598,POKER,POKER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,8.38622598,1,n-cue,n-cue,3.461123197,0,0,1,1,3.78
11,11,1,FOLD,PAPER,7679,PAPER,NA,1.610363414,9.509636586,PAPER,PAPER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.460664467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.460664467,1,9.509636586,1,n-cue,n-cue,3.885304668,0,0,1,1,4.94
18,11,1,FOLD,HALF,5580.1,HALF,NA,3.085233851,8.034766149,HALF,HALF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.488384626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.488384626,1,8.034766149,1,n-cue,n-cue,3.746641982,0,0,1,1,5.55
24,11,1,FOLD,PAPER,822.9,PAPER,NA,1.610363414,9.509636586,PAPER,PAPER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.460664467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.460664467,1,9.509636586,1,n-cue,n-cue,2.915347062,0,0,1,1,4.94
25,11,1,FOLD,PAPER,767.3,PAPER,NA,1.610363414,9.509636586,PAPER,PAPER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.460664467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.460664467,1,9.509636586,1,n-cue,n-cue,2.884965198,0,0,1,1,4.94
28,11,1,FOLD,PAPER,1464.7,PAPER,NA,1.610363414,9.509636586,PAPER,PAPER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.460664467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.460664467,1,9.509636586,1,n-cue,n-cue,3.165748682,0,0,1,1,4.94
36,11,1,FOLD,NAPKIN,1062.8,NAPKIN,NA,1.974707018,9.145292982,NAPKIN,NAPKIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.256378174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.256378174,1,9.145292982,1,n-cue,n-cue,3.026451546,0,0,1,1,3.31
40,11,1,FOLD,PAPER,773.1,PAPER,NA,1.610363414,9.509636586,PAPER,PAPER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.460664467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.460664467,1,9.509636586,1,n-cue,n-cue,2.888235673,0,0,1,1,4.94
4,12,1,FRAGMENT,PIECE,1060.9,PIECE,NA,1.108165983,10.01183402,PIECE,PIECE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.141656741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.141656741,1,10.01183402,1,n-cue,n-cue,3.025674449,0,0,1,1,5.27
9,12,1,FRAGMENT,BIT,711.6,BIT,NA,2.574026485,8.545973515,BIT,BIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,8.545973515,1,n-cue,n-cue,2.852235939,0,0,1,1,6.1
17,12,1,FRAGMENT,PIECE,523.9,PIECE,NA,1.108165983,10.01183402,PIECE,PIECE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.141656741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.141656741,1,10.01183402,1,n-cue,n-cue,2.719248398,0,0,1,1,5.27
19,12,1,FRAGMENT,RAG,1572,RAG,NA,1.771992469,9.348007531,RAG,RAG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,9.348007531,1,n-cue,n-cue,3.196452542,0,0,1,1,3.59
20,12,1,FRAGMENT,DNA,1623.5,DNA,DNA,NA,NA,DNA,DNA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.003368545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.003368545,1,NA,NA,n-cue,NA,3.210452293,0,NA,NA,1,4.22
26,12,1,FRAGMENT,PIECE,926.2,PIECE,NA,1.108165983,10.01183402,PIECE,PIECE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.141656741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.141656741,1,10.01183402,1,n-cue,n-cue,2.966704777,0,0,1,1,5.27
29,12,1,FRAGMENT,PIECE,902.2,PIECE,NA,1.108165983,10.01183402,PIECE,PIECE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.141656741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.141656741,1,10.01183402,1,n-cue,n-cue,2.955302823,0,0,1,1,5.27
31,12,1,FRAGMENT,PIECE,821.3,PIECE,NA,1.108165983,10.01183402,PIECE,PIECE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.141656741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.141656741,1,10.01183402,1,n-cue,n-cue,2.914501823,0,0,1,1,5.27
32,12,1,FRAGMENT,BROKEN,855.8,BROKEN,NA,1.877083701,9.242916299,BROKEN,BROKEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.912277161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.912277161,1,9.242916299,1,n-cue,n-cue,2.932372282,0,0,1,1,4.86
37,12,1,FRAGMENT,PIECE,6856.3,PIECE,NA,1.108165983,10.01183402,PIECE,PIECE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.141656741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.141656741,1,10.01183402,1,n-cue,n-cue,3.836089812,0,0,1,1,5.27
2,13,1,GEM,JEWEL,1383.6,JEWEL,NA,0.734820828,10.38517917,JEWEL,JEWEL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.380637177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.380637177,1,10.38517917,1,n-cue,n-cue,3.141010553,0,0,1,1,3.76
5,13,1,GEM,JEWELL,2438.8,JEWELL,JEWEL,0.734820828,10.38517917,JEWEL,JEWEL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.380637177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.380637177,1,10.38517917,1,n-cue,n-cue,3.387176186,0,0,1,1,2.81
6,13,1,GEM,JEWEL,1739.5,JEWEL,NA,0.734820828,10.38517917,JEWEL,JEWEL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.380637177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.380637177,1,10.38517917,1,n-cue,n-cue,3.240424433,0,0,1,1,3.76
14,13,1,GEM,BEAUTIFUL,917.7,BEAUTIFUL,NA,2.673145397,8.446854603,BEAUTIFUL,BEAUTIFUL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.10539837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.10539837,1,8.446854603,1,n-cue,n-cue,2.962700732,0,0,1,1,5.42
16,13,1,GEM,PRICELESS,4486.2,PRICELES,NA,1.944898414,9.175101586,PRICELESS,PRICELESS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.507354388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.507354388,1,9.175101586,1,n-cue,n-cue,3.651878631,0,0,1,1,3.7
21,13,1,GEM,STONE,2409.3,STONE,NA,1.931165486,9.188834514,STONE,STONE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.255649908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.255649908,1,9.188834514,1,n-cue,n-cue,3.381890881,0,0,1,1,4.84
27,13,1,GEM,JEWELLERY,1145.1,JEWELLERY,JEWELRY,2.384593725,8.735406275,JEWELRY,JEWELRY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.925401628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.925401628,1,8.735406275,1,n-cue,n-cue,3.058843415,0,0,1,1,4.35
34,13,1,GEM,DIAMOND,797.5,DIAMOND,NA,0.817257918,10.30274208,DIAMOND,DIAMOND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.232912415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.232912415,1,10.30274208,1,n-cue,n-cue,2.901730692,0,0,1,1,4.39
35,13,1,GEM,STONE,1331,STONE,NA,1.931165486,9.188834514,STONE,STONE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.255649908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.255649908,1,9.188834514,1,n-cue,n-cue,3.124178055,0,0,1,1,4.84
38,13,1,GEM,PRECIOUS,910.3,PRECIOU,NA,1.677273835,9.442726165,PRECIOUS,PRECIOUS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.501385195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.501385195,1,9.442726165,1,n-cue,n-cue,2.959184543,0,0,1,1,4.41
4,14,1,GROUNDHOG,FILM,5282.7,FILM,NA,1.756280376,9.363719624,FILM,FILM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.975673623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.975673623,1,9.363719624,1,n-cue,n-cue,3.722855948,0,0,1,1,5.26
9,14,1,GROUNDHOG,ANIMAL,1918.8,ANIMAL,NA,3.183256867,7.936743133,ANIMAL,ANIMAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,7.936743133,1,n-cue,n-cue,3.28302971,0,0,1,1,4.93
17,14,1,GROUNDHOG,DAY,624.9,DAY,NA,1.968659518,9.151340482,DAY,DAY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.764831295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.764831295,1,9.151340482,1,n-cue,n-cue,2.795810525,0,0,1,1,5.99
19,14,1,GROUNDHOG,FILM,2404,FILM,NA,1.756280376,9.363719624,FILM,FILM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.975673623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.975673623,1,9.363719624,1,n-cue,n-cue,3.380934463,0,0,1,1,5.26
20,14,1,GROUNDHOG,SQUIRREL,584.7,SQUIRREL,NA,1.232968735,9.887031265,SQUIRREL,SQUIRREL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,9.887031265,1,n-cue,n-cue,2.766933094,0,0,1,1,3.94
26,14,1,GROUNDHOG,DAY,1269.1,DAY,NA,1.968659518,9.151340482,DAY,DAY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.764831295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.764831295,1,9.151340482,1,n-cue,n-cue,3.103495844,0,0,1,1,5.99
29,14,1,GROUNDHOG,GROUND,1467,GROUND,NA,4.05265242,7.06734758,GROUND,GROUND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.656824616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.656824616,1,7.06734758,1,n-cue,n-cue,3.166430114,0,0,1,1,5.19
31,14,1,GROUNDHOG,DAY,644,DAY,NA,1.968659518,9.151340482,DAY,DAY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.764831295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.764831295,1,9.151340482,1,n-cue,n-cue,2.808885867,0,0,1,1,5.99
32,14,1,GROUNDHOG,ANIMAL,535.7,ANIMAL,NA,3.183256867,7.936743133,ANIMAL,ANIMAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,7.936743133,1,n-cue,n-cue,2.728921646,0,0,1,1,4.93
37,14,1,GROUNDHOG,DAY,1007,DAY,NA,1.968659518,9.151340482,DAY,DAY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.764831295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.764831295,1,9.151340482,1,n-cue,n-cue,3.003029471,0,0,1,1,5.99
