,ppn,object,image,response,response_corrected,recognition_RT,first_key_RT,name_agreement,H_statistic,Normalised_H_statistic,unknown_osullivan_et_al,idiosyncratic_osullivan_et_al,nonobject_osullivan_et_al,physically_dissimilar,is_natural,is_modal,modalWordFreq,responseWordFreq,modalWordLength,responseWordLength,responseProductionFreq,responseProductionFreq_non_outlier,is_invalid,is_rt_outlier,not_in_subtlex_uk
7638,ppt_17,beagle,beagle_4.png,dog,dog,583.6000001,125.6000001,71.875,1.134580955,0.567290477,0,0,0,0,1,1,5.17,5.17,3,3,23,22,0,0,0
7639,ppt_17,coral,coral_4.png,plant,NA,2668.2,139.2,31.25,2.700825795,0.813029577,0,0,0,0,1,0,3.86,4.81,5,5,8,8,0,1,0
7640,ppt_17,kale,kale_3.png,plant,plant,583.5999999,78.39999986,46.875,2.410066586,0.725502334,0,0,0,0,1,0,3.22,4.81,4,5,6,6,0,0,0
7641,ppt_17,teacup,teacup_4.png,cup,cup,606.3,98.5,37.5,2.41268789,0.859416767,0,0,0,0,0,1,5.09,5.09,3,3,12,12,0,0,0
7642,ppt_17,postbox,postbox_4.png,post box,postbox,690.2,127.8,84.375,0.92556367,0.398618576,0,0,0,0,0,1,2.59,2.59,7,7,27,26,0,0,0
7643,ppt_17,wallet,wallet_4.png,wallet,wallet,602.4000001,90.29999995,90.625,0.534954723,0.337518852,0,0,0,0,0,1,3.81,3.81,6,6,29,28,0,0,0
7644,ppt_17,seaweed,seaweed_1.png,seaweed,seaweed,661.7,110.8,75,1.080424345,0.465313438,0,0,0,0,1,1,3.83,3.83,7,7,24,24,0,0,0
7645,ppt_17,mug,mug_3.png,cup,cup,619.4000001,121.7,56.25,1.310056249,0.655028124,0,0,0,0,0,0,3.93,5.09,3,3,12,12,0,0,0
7646,ppt_17,peach,peach_1.png,fruit,fruit,629.2,115,59.375,1.516702804,0.758351402,0,0,0,0,1,0,3.62,4.73,5,5,8,7,0,0,0
7647,ppt_17,glass,glass_2.png,glass,glass,669.7,108.3,90.625,0.534954723,0.337518852,0,0,0,0,0,1,4.92,4.92,5,5,29,29,0,0,0
7648,ppt_17,sled,sled_2.png,sled,sled,744.5,89.29999995,43.75,1.878173191,0.726576571,0,0,0,0,0,0,3.3,3.09,6,4,11,11,0,0,0
7649,ppt_17,hazel,hazel_3.png,tree,tree,532.7,85.80000019,100,0,0,0,0,0,0,1,1,4.95,4.95,4,4,32,32,0,0,0
7650,ppt_17,briefcase,briefcase_1.png,case,case,661.8999999,102.6999998,53.125,1.929945131,0.687460326,0,0,0,0,0,0,3.14,5.43,9,4,8,7,0,0,0
7951,ppt_17,horse,horse_4.png,horse,horse,725.5999999,72.79999995,100,0,0,0,0,0,0,1,1,4.99,4.99,5,5,32,31,0,0,0
7952,ppt_17,urchin,urchin_3.png,plant,plant,638.5999999,71.5999999,43.75,2.86382639,0.862097646,0,0,0,0,1,0,3.06,4.81,6,5,1,1,0,0,0
7953,ppt_17,sheep,sheep_4.png,sheep,sheep,581.2,87.4000001,87.5,0.644974209,0.406933419,0,0,0,0,1,1,4.67,4.67,5,5,28,28,0,0,0
7954,ppt_17,elm,elm_3.png,tree,tree,549.2,90.0999999,100,0,0,0,0,0,0,1,1,4.95,4.95,4,4,32,32,0,0,0
7955,ppt_17,glider,glider_2.png,plane,plane,512.7,95.79999995,53.125,1.26273173,0.796695019,0,0,0,0,0,1,4.58,4.58,5,5,17,17,0,0,0
7956,ppt_17,dachshund,dachshund_3.png,dog,dog,587.7,119.5999999,87.5,0.644974209,0.406933419,0,0,0,0,1,1,5.17,5.17,3,3,28,26,0,0,0
7957,ppt_17,palmtree,palmtree_4.png,tree,NA,2633.5,81.79999995,43.75,1.627120019,0.81356001,0,0,0,0,1,0,2.771282688,4.95,8,4,NA,NA,0,1,0
7958,ppt_17,sportster,sportster_3.png,car,car,524.6999998,102,81.25,0.930892729,0.465446365,0,0,0,0,0,1,5.44,5.44,3,3,26,25,0,0,0
7959,ppt_17,butterfly,butterfly_3.png,butterfly,butterfly,671,100.1000001,93.75,0.399790067,0.252239448,0,0,0,0,1,1,4.03,4.03,9,9,30,29,0,0,0
7960,ppt_17,cabriolet,cabriolet_3.png,car,car,569.7,96.89999986,90.625,0.534954723,0.337518852,0,0,0,0,0,1,5.44,5.44,3,3,29,28,0,0,0
7961,ppt_17,duck,duck_4.png,duck,duck,641.2,110.8999999,81.25,0.818091464,0.516158246,0,0,0,0,1,1,4.53,4.53,4,4,26,26,0,0,0
7962,ppt_17,birch,birch_2.png,tree,tree,555.7,95.5999999,93.75,0.399790067,0.252239448,0,0,0,0,1,1,4.95,4.95,4,4,30,29,0,0,0
7963,ppt_17,chihuahua,chihuahua_2.png,dog,dog,567.8999999,117.7,84.375,0.625262405,0.625262405,0,0,0,0,1,1,5.17,5.17,3,3,27,27,0,0,0
7964,ppt_17,cabriolet,cabriolet_1.png,car,car,514,80.5,87.5,0.644974209,0.406933419,0,0,0,0,0,1,5.44,5.44,3,3,28,28,0,0,0
7965,ppt_17,tupperware,tupperware_1.png,tub,tub,579.8,121.0999999,34.375,2.448019116,0.816006372,0,0,0,0,0,0,2.77,3.7,10,3,8,8,0,0,0
7966,ppt_17,goose,goose_3.png,bird,bird,457.4000001,119.5,62.5,1.298794941,0.819448372,0,0,0,0,1,0,4.53,4.85,4,4,4,4,0,0,0
7967,ppt_17,gecko,gecko_3.png,lizard,lizard,545.9000001,120,56.25,1.500691471,0.750345735,0,0,0,0,1,1,3.73,3.73,6,6,18,17,0,0,0
7968,ppt_17,tupperware,tupperware_4.png,tub,tub,580.5999999,125.1000001,34.375,2.471108962,0.823702987,0,0,0,0,0,0,2.77,3.7,10,3,7,7,0,0,0
7969,ppt_17,rose,rose_4.png,flower,flower,548.3,111.5999999,78.125,0.757878463,0.757878463,0,0,0,0,1,0,4.64,4.5,4,6,7,7,0,0,0
7970,ppt_17,cashbox,cashbox_4.png,money,money,563.3,122,21.875,3.163409377,0.914430382,0,0,0,0,0,0,5.12,5.84,3,5,1,1,0,0,0
7971,ppt_17,silo,silo_1.png,silo,silo,507.8999999,128.3,28.125,2.497200775,0.787779135,0,0,0,0,0,0,4.5,2.56,5,4,8,7,0,0,0
7972,ppt_17,beech,beech_4.png,tree,tree,633.7,112.2,96.875,0.200622324,0.200622324,0,0,0,0,1,1,4.95,4.95,4,4,31,30,0,0,0
7973,ppt_17,tumbler,tumbler_2.png,cup,cup,1511.8,120.0999999,40.625,1.941245192,0.750976152,0,0,0,0,0,0,4.92,5.09,5,3,12,12,0,0,0
7974,ppt_17,ostrich,ostrich_2.png,ostrich,ostrich,582.3999999,116.4000001,81.25,0.969802495,0.484901247,0,0,0,0,1,1,3.52,3.52,7,7,26,26,0,0,0
7975,ppt_17,sponge,sponge_4.png,plant,plant,541.4000001,120.3,53.125,2.330124965,0.83000726,0,0,0,0,1,0,3.86,4.81,5,5,2,2,0,0,0
7976,ppt_17,stapler,stapler_3.png,stapler,stapler,569.9000001,107.3000002,100,0,0,0,0,0,0,0,1,2.58,2.58,7,7,32,32,0,0,0
7977,ppt_17,poppy,poppy_2.png,flower,flower,515.6000001,91.0999999,46.875,1.415341398,0.892980999,0,0,0,0,1,1,4.5,4.5,6,6,15,15,0,0,0
7978,ppt_17,fig,fig_4.png,plant,plant,546.3,109.3999999,50,2.304229297,0.726903411,0,0,0,0,1,0,3.48,4.81,3,5,1,1,0,0,0
7979,ppt_17,sycamore,sycamore_4.png,tree,tree,570,102.9000001,100,0,0,0,0,0,0,1,1,4.95,4.95,4,4,32,32,0,0,0
7980,ppt_17,steamboat,steamboat_2.png,boat,boat,590.6999998,102.3,46.875,1.602841398,0.690306216,0,0,0,0,0,0,4.77,4.89,4,4,13,13,0,0,0
7981,ppt_17,sponge,sponge_3.png,plant,plant,525.4000001,102.5999999,50,1.720175521,0.612738884,0,0,0,0,1,0,3.86,4.81,5,5,3,3,0,0,0
7982,ppt_17,drum,drum_3.png,drum,drum,558.6000001,114.8000002,31.25,2.263870813,0.806407054,0,0,0,0,0,0,4.06,4.33,6,4,7,7,0,0,0
7983,ppt_17,lettuce,lettuce_4.png,plant,plant,603.7,123.8000002,75,1.28768789,0.554576988,0,0,0,0,1,0,3.81,4.81,7,5,2,2,0,0,0
7984,ppt_17,kiwi,kiwi_4.png,fruit,fruit,634.9000001,98.5,71.875,1.237298345,0.618649172,0,0,0,0,1,0,3.27,4.73,4,5,3,3,0,0,0
7985,ppt_17,bucket,bucket_4.png,bucket,bucket,541.3,108.7,87.5,0.731064443,0.365532222,0,0,0,0,0,1,4.21,4.21,6,6,28,28,0,0,0
7986,ppt_17,hardtop,hardtop_2.png,car,car,623.8,94.10000014,87.5,0.793564443,0.341769603,0,0,0,0,0,1,5.44,5.44,3,3,28,28,0,0,0
7987,ppt_17,tangerine,tangerine_4.png,tangerine,tangerine,1004.1,99.20000005,87.5,0.793564443,0.341769603,0,0,0,0,1,0,4.64,3.03,6,9,1,1,0,0,0
7988,ppt_17,labrador,labrador_2.png,dog,dog,577.5999999,89.10000014,96.875,0.200622324,0.200622324,0,0,0,0,1,1,5.17,5.17,3,3,31,31,0,0,0
7989,ppt_17,orchid,orchid_2.png,flower,flower,596.8999999,112.2,81.25,0.930892729,0.465446365,0,0,0,0,1,1,4.5,4.5,6,6,26,26,0,0,0
7990,ppt_17,daffodil,daffodil_2.png,flower,flower,570.8999999,116.9000001,68.75,1.184140762,0.592070381,0,0,0,0,1,1,4.5,4.5,6,6,22,22,0,0,0
7991,ppt_17,schooner,schooner_1.png,glass,glass,614.1000001,106.0999999,93.75,0.399790067,0.252239448,0,0,0,0,0,1,4.92,4.92,5,5,30,29,0,0,0
7992,ppt_17,spaniel,spaniel_3.png,dog,dog,554.2,106.3,93.75,0.337290067,0.337290067,0,0,0,0,1,1,5.17,5.17,3,3,30,30,0,0,0
7993,ppt_17,jet,jet_1.png,plane,plane,635.3999999,97.0999999,62.5,1.724903441,0.667283739,0,0,0,0,0,1,4.58,4.58,5,5,20,18,0,0,0
7994,ppt_17,minivan,minivan_1.png,car,car,578.4000001,100.8999999,59.375,1.989991774,0.663330591,0,0,0,0,0,1,5.44,5.44,3,3,19,19,0,0,0
7995,ppt_17,bobsled,bobsled_4.png,snow,snow,831.7,81.89999986,31.25,3.013707083,0.81441864,0,0,1,0,0,0,2.69,4.79,9,4,1,1,0,0,0
7996,ppt_17,tractor,tractor_4.png,tractor,tractor,746.2,89.39999986,96.875,0,0,0,0,0,0,0,1,3.84,3.84,7,7,31,31,0,0,0
7997,ppt_17,envelope,envelope_1.png,envelope,envelope,611.3000002,123.5999999,84.375,0.625262405,0.625262405,0,0,0,0,0,1,4.1,4.1,8,8,27,27,0,0,0
7998,ppt_17,surfboard,surfboard_1.png,snow board,NA,2079.1,87.20000005,71.875,1.372159763,0.488773169,0,0,0,0,0,0,2.275519323,1.297795718,9,9,2,2,0,1,0
7999,ppt_17,cow,cow_1.png,cow,cow,806.6999998,118.9000001,100,0,0,0,0,0,0,1,1,4.44,4.44,3,3,32,32,0,0,0
8000,ppt_17,lemon,lemon_1.png,lemon,lemon,614.5,90.79999995,100,0,0,0,0,0,0,1,1,4.46,4.46,5,5,32,32,0,0,0
8301,ppt_17,rowboat,rowboat_2.png,boat,boat,1106.2,64,59.375,1.954202804,0.696101084,0,0,0,0,0,1,4.89,4.89,4,4,19,19,0,0,0
8302,ppt_17,jeep,jeep_4.png,land rover,land rover,988.4000001,71.30000019,39.39393939,2.046989524,0.791883644,0,1,0,0,0,0,3.17,3.453890348,4,9,3,3,0,0,0
8303,ppt_17,kangaroo,kangaroo_1.png,kangaroo,kangaroo,720.7,44.89999986,96.875,0.200622324,0.200622324,0,0,0,0,1,1,3.62,3.62,8,8,31,31,0,0,0
8304,ppt_17,locomotive,locomotive_4.png,truck,truck,1175.5,62.5,71.875,1.468972924,0.523258713,0,0,0,0,0,0,4.98,4.22,5,5,2,2,0,0,0
8305,ppt_17,leek,leek_2.png,celery,celery,650.3,45.19999981,75,1.35018789,0.522323976,0,0,0,0,1,0,3.56,3.66,4,6,3,3,0,0,0
8306,ppt_17,hoover,hoover_1.png,hoover,hoover,690.4000001,75.9000001,50,1.599096206,0.799548103,0,0,0,0,0,1,3.54,3.54,6,6,16,15,0,0,0
8307,ppt_17,moth,moth_1.png,moth,moth,771.2,74.29999995,90.625,0.409633444,0.258449928,0,0,0,0,1,1,3.64,3.64,4,4,29,28,0,0,0
8308,ppt_17,lawnmower,lawnmower_4.png,buggy,buggy,1101.7,83.89999986,15.625,3.658234151,0.936354388,0,0,0,0,0,0,3.84,3.41,7,5,4,4,0,0,0
8309,ppt_17,cactus,cactus_4.png,cactus,cactus,1166.2,78.89999986,69.6969697,1.468972924,0.523258713,0,0,0,0,1,1,3.35,3.35,6,6,23,22,0,0,0
8310,ppt_17,chicken,chicken_1.png,bird,bird,698.8,81.9000001,50,1.271782222,0.802405244,0,0,0,0,1,0,3.96,4.85,3,4,2,2,0,0,0
8311,ppt_17,lighthouse,lighthouse_3.png,tower,tower,726.3999999,55.9000001,93.75,0.337290067,0.337290067,0,0,0,0,0,0,3.77,4.5,10,5,2,2,0,0,0
8312,ppt_17,fox,fox_1.png,fox,fox,744.3999999,82.0999999,100,0,0,0,0,0,0,1,1,4.46,4.46,3,3,32,30,0,0,0
8313,ppt_17,apple,apple_1.png,apple,apple,610.8999999,78.0999999,100,0,0,0,0,0,0,1,1,4.58,4.58,5,5,33,32,0,0,0
8314,ppt_17,stockcar,stockcar_2.png,car,car,800,34.70000005,72.72727273,1.505182376,0.53615678,0,0,0,0,0,1,5.44,5.44,3,3,24,24,0,0,0
8315,ppt_17,chicken,chicken_2.png,chicken,chicken,722.2,62.19999981,71.875,1.134580955,0.567290477,0,0,0,0,1,1,4.82,4.82,7,7,23,22,0,0,0
8316,ppt_17,keyboard,keyboard_1.png,keyboard,keyboard,637.2,71.9000001,100,0,0,0,0,0,0,0,1,3.64,3.64,8,8,32,32,0,0,0
8317,ppt_17,seaweed,seaweed_2.png,moss,moss,915.4000001,42.79999995,51.51515152,1.931118769,0.643706256,0,0,0,0,1,0,3.83,3.87,7,4,2,2,0,0,0
8318,ppt_17,lionfish,lionfish_3.png,plankton,plankton,688.8,50.70000005,63.63636364,1.604250944,0.571445716,0,0,0,0,1,0,5.19,3.29,4,8,1,1,0,0,0
8319,ppt_17,cauliflower,cauliflower_3.png,cabbage,cabbage,684.3999999,73.70000005,90.90909091,0.522978426,0.32996265,0,0,0,0,1,0,3.56,4.07,11,7,1,1,0,0,0
8320,ppt_17,chalice,chalice_4.png,chalice,chalice,754.8,64.39999986,57.57575758,1.98453699,0.66151233,0,0,0,0,0,0,3.22,2.96,6,7,3,3,0,0,0
8321,ppt_17,cow,cow_4.png,dog,dog,1403.8,72.9000001,48.48484848,1.334282222,0.667141111,0,0,0,0,1,0,4.44,5.17,3,3,1,1,0,0,0
8322,ppt_17,trough,trough_1.png,boat,boat,1617.9,54.5999999,53.125,1.93561217,0.645204057,0,0,0,0,0,0,3.32,4.89,6,4,1,1,0,0,0
8323,ppt_17,asparagus,asparagus_4.png,celery,celery,1135.8,77.20000005,75,1.186648326,0.511061617,0,0,0,0,1,0,3.88,3.66,9,6,2,2,0,0,0
8324,ppt_17,aloe,aloe_1.png,flower,flower,1388.7,39.5,46.875,2.106145033,0.750223998,0,0,0,0,1,0,2.376976964,4.5,8,6,1,1,0,0,0
8325,ppt_17,hatbox,hatbox_3.png,tub,tub,1053.7,58.89999986,51.51515152,2.190661652,0.691076808,0,0,0,0,0,0,5.12,3.7,3,3,2,2,0,0,0
8326,ppt_17,hatbox,hatbox_4.png,tank,tank,1132.4,87.79999995,25,3.017894148,0.841820283,0,0,0,0,0,0,5.12,4.34,3,4,1,1,0,0,0
8327,ppt_17,willow,willow_1.png,tree,tree,875.0999999,54.89999986,81.25,1.032302495,0.444588485,0,0,0,0,1,1,4.95,4.95,4,4,26,26,0,0,0
8328,ppt_17,harvester,harvester_2.png,combine harvester,combine harvester,1021.1,64.0999999,34.375,2.610630537,0.785878099,0,0,0,0,0,1,2.868921995,2.868921995,16,16,11,11,0,0,0
8329,ppt_17,skateboard,skateboard_1.png,skateboard,skateboard,613.4000001,68.80000019,93.75,0.399790067,0.252239448,0,0,0,0,0,1,3.39,3.39,10,10,30,29,0,0,0
8330,ppt_17,lunchbox,lunchbox_4.png,tub,tub,602.4000001,77.4000001,25,3.124716771,0.8716177,0,0,0,0,0,1,3.7,3.7,3,3,8,7,0,0,0
8331,ppt_17,tumbler,tumbler_4.png,pot,pot,697.5999999,71.0999999,30.3030303,3.032862592,0.845995625,0,0,0,0,0,0,5.09,4.76,3,3,7,6,0,0,0
8332,ppt_17,television,television_2.png,tv,tv,679.5999999,44.80000019,62.5,1.751614472,0.677616976,0,0,0,0,0,1,5.06,5.06,2,2,20,20,0,0,0
8333,ppt_17,robin,robin_4.png,robin,robin,589.9000001,31.89999986,87.5,0.543564443,0.543564443,0,0,0,0,1,1,4.42,4.42,5,5,28,27,0,0,0
8334,ppt_17,dalmatian,dalmatian_3.png,dog,dog,636.5,63.70000005,59.375,0.974489403,0.974489403,0,0,0,0,1,1,5.17,5.17,3,3,19,19,0,0,0
8335,ppt_17,firetruck,firetruck_3.png,fire,fire,627.4000001,76.0999999,71.875,1.201509375,0.600754688,0,0,0,0,0,0,3.175742669,5.18,10,4,2,2,0,0,0
8336,ppt_17,helicopter,helicopter_4.png,chopper,chopper,584.5,57.19999981,90.625,0.597454723,0.298727362,0,0,0,0,0,0,4.38,3.5,10,7,1,1,0,0,0
8337,ppt_17,birch,birch_3.png,tree,tree,586.8999999,82.79999995,90.625,0.597454723,0.298727362,0,0,0,0,1,1,4.95,4.95,4,4,29,29,0,0,0
8338,ppt_17,coconut,coconut_1.png,mole,mole,651.5999999,68.5,90.90909091,0.205592508,0.205592508,0,0,0,0,1,0,4.08,3.73,7,4,1,1,0,0,0
8339,ppt_17,forklift,forklift_3.png,truck,truck,780.5,84.5,71.875,1.623689844,0.541229948,0,0,0,0,0,0,2.89,4.22,8,5,1,1,0,0,0
8340,ppt_17,kale,kale_4.png,tree,tree,773.0999999,89.9000001,45.45454545,2.496464564,0.787546886,0,0,0,0,1,0,3.22,4.95,4,4,2,2,0,0,0
8341,ppt_17,bin,bin_1.png,skip,skip,797.5,75.29999995,81.25,1.118392729,0.432653367,0,0,0,0,0,0,4.49,4.1,3,4,1,1,0,0,0
8342,ppt_17,dragonfly,dragonfly_1.png,bug,bug,760.3000002,79.29999995,68.75,1.224606936,0.612303468,0,0,0,0,1,0,3.2,4.07,9,3,2,2,0,0,0
8343,ppt_17,firetruck,firetruck_2.png,fire truck,fire truck,635.4000001,62,65.625,1.079439162,0.681050284,0,0,0,0,0,0,3.175742669,2.18709742,10,9,10,10,0,0,0
8344,ppt_17,bat,bat_4.png,bat,bat,770,88.80000019,96.875,0.200622324,0.200622324,0,0,0,0,1,1,4.3,4.3,3,3,31,31,0,0,0
8345,ppt_17,puffball,puffball_2.png,bob,bob,940.8,84.5999999,28.125,3.288502306,0.888678794,0,0,0,0,1,0,3.87,4.86,8,3,1,1,0,0,0
8346,ppt_17,helicopter,helicopter_2.png,chopper,chopper,606.5999999,58.70000005,87.87878788,0.775259305,0.333886009,0,0,0,0,0,0,4.38,3.5,10,7,1,1,0,0,0
8347,ppt_17,dachshund,dachshund_4.png,dog,dog,546.8000002,61.9000001,90.90909091,0.439496987,0.439496987,0,0,0,0,1,1,5.17,5.17,3,3,30,29,0,0,0
8348,ppt_17,vase,vase_3.png,vase,vase,631,65.20000005,90.625,0.597454723,0.298727362,0,0,0,0,0,1,4.27,4.27,4,4,29,29,0,0,0
8349,ppt_17,wineglass,wineglass_4.png,glass,glass,529.3000002,60.4000001,56.25,1.151113551,0.726271789,0,0,0,0,0,1,4.92,4.92,5,5,18,18,0,0,0
8350,ppt_17,snowmobile,snowmobile_1.png,truck,truck,870.8,90.60000014,37.5,2.606238929,0.753372003,0,0,0,0,0,0,2.04,4.22,10,5,1,1,0,0,0
8351,ppt_17,frog,frog_4.png,frog,frog,639.5,69.89999986,78.125,0.887306883,0.559828313,0,0,0,0,1,1,4.05,4.05,4,4,25,23,0,0,0
8352,ppt_17,dragonfly,dragonfly_4.png,bug,bug,712.5,81.9000001,37.5,2.068273412,0.800117376,0,0,0,0,1,0,3.2,4.07,9,3,2,2,0,0,0
8353,ppt_17,zeppelin,zeppelin_2.png,zeppelin,zeppelin,966.7,74.79999995,46.875,2.345550457,0.739938786,0,0,0,0,0,0,2.26,3.19,5,8,6,6,0,0,0
8354,ppt_17,lion,lion_4.png,lion,lion,725,84.79999995,96.96969697,0.195909271,0.195909271,0,0,0,0,1,1,4.45,4.45,4,4,32,32,0,0,0
8355,ppt_17,helicopter,helicopter_3.png,chopper,chopper,553.5999999,76.89999986,93.75,0.399790067,0.252239448,0,0,0,0,0,0,4.38,3.5,10,7,1,1,0,0,0
8356,ppt_17,steamroller,steamroller_2.png,truck,truck,580.4000001,78.0999999,21.875,3.26977905,0.858805947,0,0,0,0,0,0,2.51,4.22,11,5,1,1,0,0,0
8357,ppt_17,lionfish,lionfish_4.png,fish,fish,649.2,98.4000001,84.375,0.625262405,0.625262405,0,0,0,0,1,1,5.19,5.19,4,4,27,27,0,0,0
8358,ppt_17,boar,boar_2.png,bull,bear,665.4000001,89.39999986,37.5,2.369068391,0.843879188,0,0,0,0,1,0,4.93,4.88,6,4,1,1,0,0,0
8359,ppt_17,television,television_4.png,tv,tv,595.3,49.80000019,46.875,2.294452269,0.764817423,0,0,0,0,0,1,5.06,5.06,2,2,15,15,0,0,0
8360,ppt_17,wineglass,wineglass_3.png,glass,glass,546.5999999,54.60000014,75.75757576,0.799048521,0.799048521,0,0,0,0,0,1,4.92,4.92,5,5,25,25,0,0,0
8361,ppt_17,artichoke,artichoke_1.png,shrub,shrub,592.3999999,78.69999981,43.75,2.343753085,0.739371778,0,0,0,0,1,0,3.13,3.08,9,5,1,1,0,0,0
8362,ppt_17,locomotive,locomotive_1.png,locomotive,locomotive,1303.2,54.5999999,84.375,0.812842679,0.350072287,0,0,0,0,0,0,4.98,3.33,5,10,1,1,0,0,0
8363,ppt_17,hardtop,hardtop_3.png,car,car,565.1999998,74.4000001,93.75,0.399790067,0.252239448,0,0,0,0,0,1,5.44,5.44,3,3,30,30,0,0,0
8364,ppt_17,trough,trough_3.png,tank,tank,672.6000001,98.20000005,62.5,2.025605199,0.585531215,0,0,0,0,0,0,3.32,4.34,6,4,1,1,0,0,0
8365,ppt_17,dalmatian,dalmatian_1.png,dog,dog,546.3,66.70000005,63.63636364,0.945660305,0.945660305,0,0,0,0,1,1,5.17,5.17,3,3,21,20,0,0,0
8366,ppt_17,siamese,siamese_1.png,cat,cat,587.1999998,80.5,96.875,0.200622324,0.200622324,0,0,0,0,1,1,4.83,4.83,3,3,31,31,0,0,0
8367,ppt_17,bulldozer,bulldozer_4.png,truck,truck,607.2,90.20000005,40.625,2.240592157,0.79811503,0,0,0,0,0,0,3.81,4.22,6,5,1,1,0,0,0
8368,ppt_17,beech,beech_3.png,tree,tree,672.2,75.29999995,90.625,0.597454723,0.298727362,0,0,0,0,1,1,4.95,4.95,4,4,29,29,0,0,0
8369,ppt_17,television,television_3.png,tv,tv,576,77.5999999,56.25,1.654417187,0.7125187,0,0,0,0,0,1,5.06,5.06,2,2,18,18,0,0,0
8370,ppt_17,bat,bat_3.png,bat,bat,532.5,80.79999995,100,0,0,0,0,0,0,1,1,4.3,4.3,3,3,32,32,0,0,0
8371,ppt_17,mantis,mantis_1.png,bug,bug,1245.3,62.9000001,31.25,2.692380602,0.849351515,0,0,0,0,1,0,3.85,4.07,6,3,4,4,0,0,0
8372,ppt_17,wheelchair,wheelchair_1.png,chair,chair,597.6000001,77.39999986,90.625,0.534954723,0.337518852,0,0,0,0,0,0,4.01,4.66,10,5,2,2,0,0,0
8373,ppt_17,schooner,schooner_4.png,glass,glass,536.4000001,101.5,75.75757576,1.261021627,0.543092454,0,0,0,0,0,1,4.92,4.92,5,5,25,24,0,0,0
8374,ppt_17,wheelchair,wheelchair_3.png,chair,chair,462.4000001,62.29999995,84.375,0.839473436,0.419736718,0,0,0,0,0,0,4.01,4.66,10,5,3,3,0,0,0
8375,ppt_17,mantis,mantis_2.png,bug,bug,605.8999999,75.30000019,28.125,2.561278124,0.853759375,0,0,0,0,1,0,3.85,4.07,6,3,1,1,0,0,0
8376,ppt_17,dinghy,dinghy_4.png,boat,boat,670,91.29999995,39.39393939,1.994847412,0.771712321,0,0,0,0,0,0,2.98,4.89,6,4,12,11,0,0,0
8377,ppt_17,tyrannosaurus,tyrannosaurus_1.png,t rex,t rex,485.3,64.19999981,65.625,0.928362072,0.928362072,0,0,0,0,1,0,3.98,3.241042843,8,4,11,11,0,0,0
8378,ppt_17,jellyfish,jellyfish_3.png,fish,fish,644.5,73.19999981,68.75,1.569974075,0.523324692,0,0,0,0,1,0,3.56,5.19,9,4,1,1,0,0,0
8379,ppt_17,birdhouse,birdhouse_1.png,house,house,738.9000001,80.5999999,54.54545455,1.702638635,0.658670536,0,0,0,0,0,0,2.41173907,5.83,7,5,2,2,0,0,0
8380,ppt_17,stockcar,stockcar_1.png,car,car,666,67.70000005,78.125,1.371987352,0.457329117,0,0,0,0,0,1,5.44,5.44,3,3,25,25,0,0,0
8381,ppt_17,willow,willow_3.png,tree,tree,641.3,63.29999995,84.375,0.98806367,0.382235204,0,0,0,0,1,1,4.95,4.95,4,4,27,27,0,0,0
8382,ppt_17,bulldozer,bulldozer_1.png,jcb,jcb,480,29.5,37.5,2.493529377,0.786620938,0,1,0,0,0,0,3.81,2.78,6,3,2,2,0,0,0
8383,ppt_17,orange,orange_1.png,lemon,lemon,523.8,68.10000014,87.5,0.731064443,0.365532222,0,0,0,0,1,0,4.64,4.46,6,5,2,2,0,0,0
8384,ppt_17,trough,trough_2.png,tank,tank,619.3,77.39999986,65.625,1.677337344,0.529141019,0,0,0,0,0,0,3.32,4.34,6,4,1,1,0,0,0
8385,ppt_17,willow,willow_2.png,tree,tree,509.1000001,87.70000005,87.87878788,0.532835063,0.532835063,0,0,0,0,1,1,4.95,4.95,4,4,29,29,0,0,0
8386,ppt_17,mug,mug_2.png,cuo,cup,583.5999999,55.19999981,59.375,1.133432101,0.715116036,0,0,0,0,0,0,3.93,5.09,3,3,12,12,0,0,0
8387,ppt_17,toolbox,toolbox_3.png,box,NA,2588,57.79999995,78.125,1.160897117,0.499971175,0,0,0,0,0,0,2.88,5.12,7,3,NA,NA,0,1,0
8388,ppt_17,tractor,tractor_1.png,tractor,tractor,918.6000001,32.5,93.75,0.399790067,0.252239448,0,0,0,0,0,1,3.84,3.84,7,7,30,30,0,0,0
8389,ppt_17,oak,oak_1.png,tree,tree,639.3,80.9000001,90.625,0.597454723,0.298727362,0,0,0,0,1,1,4.95,4.95,4,4,29,29,0,0,0
8390,ppt_17,tulip,tulip_4.png,flower,flower,469.5,52.9000001,68.75,1.257531873,0.628765936,0,0,0,0,1,1,4.5,4.5,6,6,22,22,0,0,0
8391,ppt_17,flowerpot,flowerpot_1.png,pot,pot,544.2,80.79999995,46.875,2.242036144,0.747345381,0,0,0,0,0,0,2.868921995,4.76,8,3,7,7,0,0,0
8392,ppt_17,minivan,minivan_2.png,car,car,521.8,78.4000001,34.375,2.261960293,0.805726513,0,0,0,0,0,1,5.44,5.44,3,3,11,11,0,0,0
8393,ppt_17,beagle,beagle_2.png,dog,dog,574.8999999,71.5,78.125,0.757878463,0.757878463,0,0,0,0,1,1,5.17,5.17,3,3,25,24,0,0,0
